year,month,day,hour,minute,second,magnitude
2014,05,31,19,12,05.520,-0.51
2014,05,31,19,12,14.500,-0.96
2014,05,31,19,12,50.240,0.03
2014,05,31,19,14,20.720,-0.32
2014,05,31,19,56,37.360,-0.63
2014,05,31,19,58,58.600,0.28
2014,05,31,19,59,22.020,0.39
2014,05,31,20,03,07.280,-0.29
2014,05,31,20,03,32.800,0.58
2014,05,31,20,06,27.900,-0.22
2014,05,31,20,06,49.720,-0.49
2014,05,31,20,07,44.920,-0.37
2014,05,31,20,07,59.760,-0.70
2014,05,31,20,12,29.240,-0.79
2014,05,31,20,13,15.560,1.16
2014,05,31,20,13,38.000,-0.15
2014,05,31,20,13,58.080,-0.29
2014,05,31,20,16,12.940,-1.04
2014,05,31,20,18,08.680,-0.57
2014,05,31,20,19,28.680,-0.86
2014,05,31,20,22,04.520,-0.62
2014,05,31,20,25,52.160,-0.60
2014,05,31,20,26,31.520,-0.74
2014,05,31,20,33,32.980,-0.97
2014,05,31,20,34,10.000,0.21
2014,05,31,20,34,51.040,-0.42
2014,05,31,20,37,02.040,-0.84
2014,05,31,20,42,56.260,-0.51
2014,05,31,20,47,07.920,-0.43
2014,05,31,20,47,51.200,-0.67
2014,05,31,20,51,24.640,-0.32
2014,05,31,20,51,55.860,-0.87
2014,05,31,20,53,38.400,-1.01
2014,05,31,21,07,57.440,-0.70
2014,05,31,21,08,13.360,-0.11
2014,05,31,21,10,23.740,0.64
2014,05,31,21,17,06.340,-0.61
2014,05,31,21,22,46.100,-0.76
2014,05,31,21,27,32.600,0.61
2014,05,31,21,27,54.640,-0.18
2014,05,31,21,34,57.240,-0.48
2014,05,31,21,35,04.440,-0.85
2014,05,31,21,43,59.360,0.88
2014,05,31,21,48,07.360,-0.62
2014,05,31,21,52,11.640,-0.76
2014,05,31,22,03,43.340,-0.15
2014,05,31,22,04,03.700,-0.10
2014,05,31,22,04,10.520,-0.06
2014,05,31,22,06,30.320,-0.74
2014,05,31,22,20,10.420,-0.46
2014,05,31,22,22,51.720,0.16
2014,05,31,22,23,12.220,0.80
2014,05,31,22,26,55.100,-0.69
2014,05,31,23,20,41.520,-0.70
2014,05,31,23,28,26.300,-0.12
2014,05,31,23,29,42.900,-0.63
2014,05,31,23,32,22.640,-0.68
2014,05,31,23,41,52.280,-0.81
2014,05,31,23,44,02.720,1.27
2014,05,31,23,57,48.780,-0.31
2014,06,01,00,03,08.280,-0.75
2014,06,01,00,03,25.510,-0.71
2014,06,01,00,15,20.530,0.33
2014,06,01,00,15,42.990,-0.62
2014,06,01,00,17,17.300,-0.11
2014,06,01,00,22,32.510,-0.59
2014,06,01,00,22,55.980,-0.72
2014,06,01,00,24,12.250,-0.11
2014,06,01,00,44,50.390,-0.55
2014,06,01,00,52,09.630,-0.57
2014,06,01,00,56,21.210,-0.75
2014,06,01,00,57,11.720,0.01
2014,06,01,00,58,31.320,-0.78
2014,06,01,00,59,08.690,0.25
2014,06,01,01,02,08.250,-0.23
2014,06,01,01,02,13.450,-0.33
2014,06,01,01,15,44.840,-0.65
2014,06,01,01,15,52.160,-0.46
2014,06,01,01,22,46.240,0.58
2014,06,01,01,22,50.620,0.14
2014,06,01,01,26,08.390,-0.52
2014,06,01,01,26,19.120,-0.46
2014,06,01,01,34,51.110,-0.59
2014,06,01,01,35,58.390,-0.32
2014,06,01,01,36,49.360,-0.23
2014,06,01,01,42,16.500,-0.49
2014,06,01,01,54,48.900,-0.51
2014,06,01,01,55,14.280,-0.42
2014,06,01,01,55,22.500,-0.90
2014,06,01,02,13,13.730,-0.81
2014,06,01,02,46,16.990,-0.70
2014,06,01,02,53,47.310,-0.13
2014,06,01,03,52,19.720,-0.88
2014,06,01,03,57,00.230,-0.80
2014,06,01,04,06,38.700,-0.86
2014,06,01,04,16,48.790,-0.77
2014,06,01,04,35,22.070,-0.41
2014,06,01,04,45,05.130,-0.29
2014,06,01,04,48,01.700,-0.39
2014,06,01,05,19,59.870,-0.10
2014,06,01,05,47,49.300,-0.08
2014,06,01,05,55,38.070,-0.62
2014,06,01,06,05,23.380,-0.89
2014,06,01,06,11,21.950,0.35
2014,06,01,08,07,39.570,-0.17
2014,06,01,08,08,07.320,-0.06
2014,06,01,08,13,54.360,-0.83
2014,06,01,08,21,06.540,-0.39
2014,06,01,08,23,44.620,-0.62
2014,06,01,08,37,19.270,0.28
2014,06,01,08,41,39.880,-0.46
2014,06,01,09,35,10.840,-0.47
2014,06,01,09,40,30.110,-0.91
2014,06,01,09,48,56.940,-0.66
2014,06,01,10,18,52.710,0.01
2014,06,01,10,25,35.310,0.40
2014,06,01,10,28,11.840,-0.90
2014,06,01,10,55,05.310,-0.52
2014,06,01,11,19,37.100,-1.04
2014,06,01,12,47,34.480,0.17
2014,06,01,12,48,54.270,-0.97
2014,06,01,12,49,15.260,-0.74
2014,06,01,12,50,32.340,-0.83
2014,06,01,12,50,41.180,-0.77
2014,06,01,12,59,41.170,0.26
2014,06,01,13,00,03.380,-0.42
2014,06,01,13,02,15.990,0.87
2014,06,01,13,03,18.930,-0.63
2014,06,01,13,06,16.660,-0.20
2014,06,01,13,15,13.340,-0.66
2014,06,01,13,20,54.870,-0.26
2014,06,01,14,17,57.980,-0.37
2014,06,01,14,28,21.070,0.58
2014,06,01,15,38,28.950,1.96
2014,06,01,15,38,43.710,0.73
2014,06,01,15,39,42.550,0.59
2014,06,01,15,40,03.950,-0.56
2014,06,01,15,40,58.610,0.46
2014,06,01,16,04,55.350,-0.58
2014,06,01,16,09,10.000,0.24
2014,06,01,16,16,00.430,-0.78
2014,06,01,16,26,08.480,-0.63
2014,06,01,16,28,14.820,-0.23
2014,06,01,16,46,22.780,-0.30
2014,06,01,16,51,01.620,0.09
2014,06,01,17,01,39.940,1.24
2014,06,01,17,01,47.580,0.37
2014,06,01,17,44,19.820,-0.22
2014,06,01,18,13,58.320,-0.51
2014,06,01,18,28,38.180,-0.11
2014,06,01,19,28,25.300,-0.31
2014,06,01,19,29,52.080,0.11
2014,06,01,19,34,21.640,-0.81
2014,06,01,19,37,19.920,-0.97
2014,06,01,20,05,43.260,-0.39
2014,06,01,20,13,43.760,-0.52
2014,06,01,20,23,07.960,-0.60
2014,06,01,20,58,15.620,-0.61
2014,06,01,21,04,38.960,-0.03
2014,06,01,21,04,53.880,-0.25
2014,06,01,21,05,25.580,-0.02
2014,06,01,21,09,41.200,-0.64
2014,06,01,21,12,29.780,0.83
2014,06,01,21,12,38.060,-0.11
2014,06,01,21,32,04.680,-0.40
2014,06,01,21,35,55.200,-0.78
2014,06,01,21,38,40.480,-0.40
2014,06,01,22,16,19.920,-0.58
2014,06,01,22,18,27.720,-0.18
2014,06,01,22,31,58.560,-0.31
2014,06,01,22,38,24.540,-0.66
2014,06,01,22,59,40.100,-0.18
2014,06,01,23,24,51.860,-0.65
2014,06,01,23,25,54.560,-0.97
2014,06,01,23,26,29.880,-0.53
2014,06,02,00,04,17.980,-0.64
2014,06,02,00,33,40.390,-0.03
2014,06,02,02,19,51.830,-0.30
2014,06,02,02,20,55.440,-0.43
2014,06,02,02,27,48.210,-0.78
2014,06,02,02,31,40.060,-0.61
2014,06,02,02,59,16.960,-0.28
2014,06,02,03,18,45.270,-0.97
2014,06,02,04,46,41.490,0.06
2014,06,02,04,54,19.950,-0.79
2014,06,02,05,01,30.910,-0.92
2014,06,02,05,14,05.530,-0.79
2014,06,02,05,14,33.490,1.05
2014,06,02,05,17,06.630,-0.64
2014,06,02,06,09,33.990,-0.68
2014,06,02,06,20,56.430,0.39
2014,06,02,06,24,00.640,-0.15
2014,06,02,07,01,39.730,-0.58
2014,06,02,07,19,53.650,0.81
2014,06,02,07,25,39.010,-0.69
2014,06,02,07,42,37.640,-0.89
2014,06,02,10,07,03.990,-0.95
2014,06,02,10,59,20.660,-0.89
2014,06,02,12,30,22.360,1.18
2014,06,02,12,33,34.400,1.05
2014,06,02,12,34,15.520,-0.56
2014,06,02,12,34,19.990,0.75
2014,06,02,13,40,11.270,-0.37
2014,06,02,13,43,12.670,0.53
2014,06,02,16,54,46.890,0.14
2014,06,02,18,28,35.880,0.36
2014,06,02,23,36,49.640,-0.50
2014,06,02,23,59,42.680,0.45
2014,06,03,00,01,26.520,0.27
2014,06,03,00,12,45.090,1.05
2014,06,03,00,47,45.620,0.67
2014,06,03,00,54,58.180,1.21
2014,06,03,01,43,42.440,-0.74
2014,06,03,01,57,59.350,0.58
2014,06,03,03,20,12.270,-0.71
2014,06,03,03,47,05.180,0.28
2014,06,03,03,59,28.550,1.48
2014,06,03,05,38,49.350,-0.61
2014,06,03,06,10,29.490,-0.81
2014,06,03,06,21,00.530,-0.31
2014,06,03,07,34,02.900,-0.38
2014,06,03,09,47,25.270,-0.73
2014,06,03,09,50,45.580,-0.91
2014,06,03,10,07,06.350,-0.67
2014,06,03,10,16,53.850,1.40
2014,06,03,10,18,18.450,0.28
2014,06,03,10,23,07.380,-0.44
2014,06,03,10,27,53.220,1.39
2014,06,03,10,31,21.150,-0.03
2014,06,03,10,42,28.650,0.58
2014,06,03,10,46,08.130,-0.89
2014,06,03,10,46,38.870,0.38
2014,06,03,10,48,51.920,-0.17
2014,06,03,10,49,20.030,-0.69
2014,06,03,10,54,07.530,-0.69
2014,06,03,10,56,28.300,-0.67
2014,06,03,10,57,27.680,0.81
2014,06,03,11,05,39.280,0.56
2014,06,03,11,10,25.780,-0.02
2014,06,03,11,20,42.000,-0.23
2014,06,03,11,20,46.040,-0.37
2014,06,03,11,26,51.630,0.58
2014,06,03,12,07,43.470,0.47
2014,06,03,12,18,41.340,-0.55
2014,06,03,12,19,08.950,-0.51
2014,06,03,12,19,55.750,-0.31
2014,06,03,13,02,34.900,-0.26
2014,06,03,13,15,55.160,-0.78
2014,06,03,13,30,27.230,-0.53
2014,06,03,13,34,15.530,1.67
2014,06,03,13,34,48.530,-0.17
2014,06,03,13,40,22.070,1.27
2014,06,03,13,54,13.370,0.60
2014,06,03,14,07,54.640,-0.45
2014,06,03,14,18,06.930,-0.55
2014,06,03,14,26,14.610,-0.07
2014,06,03,14,34,25.110,-0.38
2014,06,03,14,56,29.680,-0.51
2014,06,03,16,29,16.460,-0.09
2014,06,03,17,19,08.540,-0.03
2014,06,03,17,28,34.060,0.42
2014,06,03,17,46,55.800,-0.85
2014,06,03,20,47,55.160,-0.34
2014,06,03,22,22,09.600,-0.04
2014,06,03,22,40,41.360,-0.29
2014,06,03,22,58,24.200,-0.11
2014,06,03,23,10,36.840,-0.38
2014,06,03,23,45,54.920,0.18
2014,06,03,23,50,19.440,-0.10
2014,06,04,00,00,52.260,0.63
2014,06,04,00,31,22.830,0.00
2014,06,04,00,32,15.160,-0.32
2014,06,04,00,35,38.600,0.09
2014,06,04,02,27,08.190,-0.30
2014,06,04,02,31,52.450,-0.45
2014,06,04,03,10,06.260,0.52
2014,06,04,04,17,54.970,-0.25
2014,06,04,08,01,12.870,-0.71
2014,06,04,12,32,25.050,-0.30
2014,06,04,13,08,34.510,0.35
2014,06,04,13,20,16.210,-0.48
2014,06,04,13,35,40.010,-0.33
2014,06,04,13,41,17.990,1.48
2014,06,04,14,06,57.450,1.17
2014,06,04,14,36,35.150,-0.14
2014,06,04,14,37,18.050,-0.37
2014,06,04,15,28,39.970,0.34
2014,06,04,15,51,09.380,-0.32
2014,06,04,15,58,38.420,0.33
2014,06,04,16,05,06.070,0.38
2014,06,04,16,12,04.850,1.30
2014,06,04,16,12,14.460,0.24
2014,06,04,16,14,05.170,-0.53
2014,06,04,16,22,57.900,-0.14
2014,06,04,16,36,01.410,-0.04
2014,06,04,16,49,25.150,-0.70
2014,06,04,17,17,47.000,-0.39
2014,06,04,17,34,03.680,-0.05
2014,06,04,17,47,20.640,-0.66
2014,06,04,18,05,11.900,-0.47
2014,06,04,18,15,56.440,0.83
2014,06,04,18,22,38.480,-0.16
2014,06,04,19,48,00.600,-0.74
2014,06,04,20,32,46.000,-0.34
2014,06,04,20,53,24.800,-0.63
2014,06,04,21,04,47.880,0.58
2014,06,04,21,14,20.720,-0.65
2014,06,04,21,48,20.200,-0.32
2014,06,04,22,23,30.800,0.06
2014,06,04,23,11,12.160,-0.35
2014,06,05,00,02,07.440,-0.45
2014,06,05,00,13,50.930,-0.41
2014,06,05,00,28,01.280,0.34
2014,06,05,21,07,44.880,-0.24
2014,06,06,02,27,45.150,-0.68
2014,06,06,03,32,27.250,1.13
2014,06,06,03,33,46.440,-0.62
2014,06,06,03,35,41.280,0.36
2014,06,06,03,37,34.980,-0.41
2014,06,06,03,42,31.230,0.31
2014,06,06,03,53,28.770,-0.16
2014,06,06,04,12,44.170,0.36
2014,06,06,04,12,51.940,-0.30
2014,06,06,04,52,36.030,0.35
2014,06,06,05,32,40.000,0.60
2014,06,06,05,52,44.670,-0.42
2014,06,06,06,23,38.310,-0.47
2014,06,06,06,44,19.590,-0.53
2014,06,06,07,28,26.230,-0.13
2014,06,06,07,39,41.520,0.33
2014,06,06,07,43,13.050,-0.27
2014,06,06,07,50,56.210,0.06
2014,06,06,08,13,05.460,0.36
2014,06,06,08,13,15.820,-0.24
2014,06,06,08,22,23.250,0.44
2014,06,06,08,24,25.420,-0.12
2014,06,06,08,24,36.090,-0.04
2014,06,06,08,35,39.240,0.01
2014,06,06,08,43,09.490,0.03
2014,06,06,09,03,22.630,-0.66
2014,06,06,09,05,01.110,-0.39
2014,06,06,09,29,12.100,0.03
2014,06,06,09,39,56.780,-0.90
2014,06,06,09,46,29.270,-0.29
2014,06,06,11,45,53.440,-0.72
2014,06,06,11,46,22.630,-0.35
2014,06,06,11,47,57.950,-0.70
2014,06,06,13,12,30.610,0.23
2014,06,06,13,32,18.700,-0.42
2014,06,06,13,58,08.860,0.94
2014,06,06,13,58,26.830,1.12
2014,06,06,14,09,37.770,0.53
2014,06,06,15,33,41.880,-0.34
2014,06,06,19,32,44.200,1.10
2014,06,06,20,06,31.720,0.38
2014,06,06,20,28,54.800,-0.45
2014,06,07,02,40,13.930,-0.63
2014,06,07,03,47,38.920,0.26
2014,06,07,07,44,25.580,-0.37
2014,06,07,08,06,10.590,-0.34
2014,06,07,13,17,09.560,0.21
2014,06,07,23,45,29.080,0.33
2014,06,08,10,35,22.610,-0.57
2014,06,08,20,15,02.040,0.14
2014,06,09,09,22,33.140,-0.86
2014,06,10,06,01,04.350,-0.64
2014,06,10,06,04,30.130,0.11
2014,06,10,06,19,58.350,0.05
2014,06,10,06,20,50.890,-0.84
2014,06,10,06,30,51.450,-0.61
2014,06,10,07,15,50.200,0.56
2014,06,10,07,20,25.840,-0.36
2014,06,10,07,28,50.130,-0.15
2014,06,10,07,31,09.700,1.24
2014,06,10,07,31,21.270,-0.17
2014,06,10,07,38,15.330,0.76
2014,06,10,07,38,21.290,1.37
2014,06,10,07,41,36.680,0.26
2014,06,10,07,43,55.550,-0.88
2014,06,10,07,44,45.960,0.51
2014,06,10,07,48,01.840,-0.47
2014,06,10,07,52,04.060,0.07
2014,06,10,07,52,15.690,-0.56
2014,06,10,07,53,12.560,-0.67
2014,06,10,07,53,27.440,1.16
2014,06,10,07,53,58.990,-0.59
2014,06,10,07,54,37.060,-0.18
2014,06,10,07,55,38.480,0.40
2014,06,10,07,58,16.290,-0.33
2014,06,10,07,58,24.190,-0.28
2014,06,10,07,59,15.170,-0.69
2014,06,10,08,03,25.500,-0.22
2014,06,10,08,04,32.170,-0.01
2014,06,10,08,04,45.760,-0.11
2014,06,10,08,11,27.430,-0.45
2014,06,10,08,13,03.990,-0.38
2014,06,10,08,15,56.300,-0.95
2014,06,10,08,21,23.070,0.29
2014,06,10,08,21,35.630,-1.06
2014,06,10,08,33,56.530,-0.74
2014,06,10,08,35,03.470,-0.85
2014,06,10,08,43,33.070,-0.89
2014,06,10,08,46,32.320,-0.58
2014,06,10,08,54,35.520,-0.58
2014,06,10,08,55,35.470,-0.49
2014,06,10,08,55,53.490,-0.76
2014,06,10,08,56,14.400,-0.10
2014,06,10,09,01,25.820,-0.88
2014,06,10,09,30,21.070,-1.21
2014,06,10,09,33,53.010,-0.81
2014,06,10,09,37,01.580,0.04
2014,06,10,09,58,06.410,-0.25
2014,06,10,09,59,03.690,-0.84
2014,06,10,10,16,32.410,-0.64
2014,06,10,10,22,02.670,0.34
2014,06,10,10,22,49.290,-0.07
2014,06,10,10,44,18.490,-0.37
2014,06,10,10,44,23.600,0.06
2014,06,10,10,45,14.820,-0.32
2014,06,10,10,48,53.690,-0.50
2014,06,10,10,51,05.590,0.16
2014,06,10,10,52,54.610,-0.88
2014,06,10,10,54,13.290,-1.17
2014,06,10,10,57,49.080,-0.65
2014,06,10,11,05,30.190,-0.66
2014,06,10,11,06,46.910,-0.65
2014,06,10,11,10,21.340,-0.91
2014,06,10,11,11,36.490,1.23
2014,06,10,11,12,16.820,-0.75
2014,06,10,11,12,46.350,0.60
2014,06,10,11,15,12.480,0.47
2014,06,10,11,16,20.420,-1.01
2014,06,10,11,17,08.430,0.38
2014,06,10,11,19,41.060,-0.17
2014,06,10,11,22,32.730,0.28
2014,06,10,11,27,11.060,-0.87
2014,06,10,11,28,15.250,-0.95
2014,06,10,11,31,32.870,-0.92
2014,06,10,11,44,37.530,-0.88
2014,06,10,11,46,41.670,-0.06
2014,06,10,11,59,24.370,-0.09
2014,06,10,11,59,29.270,0.81
2014,06,10,12,00,31.890,-0.41
2014,06,10,12,14,11.060,-1.17
2014,06,10,12,18,52.670,0.63
2014,06,10,12,21,24.000,-0.16
2014,06,10,12,25,44.800,-0.72
2014,06,10,12,30,09.690,0.48
2014,06,10,12,34,23.980,0.51
2014,06,10,12,34,45.110,0.35
2014,06,10,12,40,19.330,0.62
2014,06,10,12,48,33.210,0.81
2014,06,10,13,05,25.820,-0.29
2014,06,10,13,05,52.690,-0.24
2014,06,10,13,06,43.270,-0.12
2014,06,10,13,08,02.910,-0.34
2014,06,10,13,15,16.580,-0.78
2014,06,10,13,16,09.080,-0.65
2014,06,10,13,33,52.380,-0.94
2014,06,10,13,40,20.250,-0.26
2014,06,10,13,41,30.090,-0.53
2014,06,10,13,42,43.000,-0.96
2014,06,10,13,47,35.390,-0.71
2014,06,10,13,48,07.270,-0.49
2014,06,10,13,48,12.410,-0.74
2014,06,10,14,00,34.330,-0.40
2014,06,10,14,02,48.420,-0.03
2014,06,10,14,03,02.540,-0.17
2014,06,10,14,03,29.390,-0.21
2014,06,10,14,05,03.080,-0.56
2014,06,10,14,07,37.710,-0.18
2014,06,10,14,07,56.580,-0.89
2014,06,10,14,08,48.870,0.41
2014,06,10,14,36,16.350,-0.93
2014,06,10,14,37,22.570,1.15
2014,06,10,14,40,45.120,-0.56
2014,06,10,14,41,42.250,-0.69
2014,06,10,14,42,30.110,-0.65
2014,06,10,15,00,35.740,-1.16
2014,06,10,15,09,18.120,-0.07
2014,06,10,15,13,38.060,1.38
2014,06,10,15,14,50.900,-0.57
2014,06,10,15,18,14.210,-0.99
2014,06,10,15,18,27.900,-0.65
2014,06,10,15,22,31.480,-0.76
2014,06,10,15,22,42.710,-0.72
2014,06,10,15,45,25.140,0.50
2014,06,10,15,51,49.020,0.07
2014,06,10,16,04,02.680,-0.21
2014,06,10,16,06,21.100,-0.65
2014,06,10,16,06,40.420,-1.12
2014,06,10,16,12,18.370,0.40
2014,06,10,16,17,01.920,-0.46
2014,06,10,16,21,25.520,-0.36
2014,06,10,16,28,59.920,-0.96
2014,06,10,16,46,03.690,-0.71
2014,06,10,17,30,02.040,-0.67
2014,06,10,17,37,35.280,-0.47
2014,06,10,17,54,10.480,-0.84
2014,06,10,17,56,30.060,-0.80
2014,06,10,18,04,13.920,-0.77
2014,06,10,18,15,06.600,-0.62
2014,06,10,18,31,27.600,0.36
2014,06,10,18,36,50.720,0.37
2014,06,10,18,38,38.040,0.38
2014,06,10,18,46,11.080,-0.07
2014,06,10,18,55,52.000,-0.46
2014,06,10,19,07,04.120,0.25
2014,06,10,19,14,35.080,-0.74
2014,06,10,19,15,48.860,-0.10
2014,06,10,19,29,43.820,-0.86
2014,06,10,19,52,02.380,0.21
2014,06,10,19,59,31.320,-0.64
2014,06,10,20,24,48.460,-0.93
2014,06,10,20,31,43.600,-0.92
2014,06,10,21,03,46.240,-0.94
2014,06,10,21,05,45.480,-0.81
2014,06,10,21,36,58.240,-0.59
2014,06,10,22,00,35.640,-0.26
2014,06,10,23,25,14.360,0.15
2014,06,10,23,25,19.060,0.48
2014,06,10,23,53,34.120,-0.77
2014,06,11,00,17,04.890,-1.10
2014,06,11,00,43,37.120,-0.46
2014,06,11,00,45,08.140,-0.01
2014,06,11,00,56,05.050,-0.59
2014,06,11,01,14,47.680,-0.23
2014,06,11,01,49,39.840,0.86
2014,06,11,05,02,36.510,-0.66
2014,06,11,06,32,05.270,-1.29
2014,06,11,09,38,54.580,-0.26
2014,06,11,11,59,55.540,-0.07
2014,06,11,12,06,50.300,-0.18
2014,06,11,12,21,26.910,-0.83
2014,06,11,14,21,32.540,-0.51
2014,06,14,01,14,29.420,-0.30
2014,06,14,02,25,26.180,-0.71
2014,06,14,07,25,57.490,-0.99
2014,06,14,23,31,22.140,0.20
2014,06,16,03,57,43.410,-0.53
2014,06,16,19,40,00.120,0.36
2014,06,16,19,41,54.780,-0.04
2014,06,17,02,43,58.030,0.66
2014,06,17,06,09,12.440,-0.59
2014,06,17,20,45,48.000,0.70
2014,06,18,15,12,09.410,0.00
2014,06,18,18,30,23.720,-0.02
2014,06,19,07,24,16.100,-0.80
2014,06,19,08,43,12.310,0.33
2014,06,19,08,50,03.470,0.40
2014,06,19,08,50,26.120,-0.66
2014,06,19,08,50,42.330,-0.68
2014,06,19,08,54,55.250,-0.49
2014,06,19,08,56,20.590,-0.35
2014,06,19,09,06,23.070,-0.72
2014,06,19,09,07,50.530,-0.43
2014,06,19,09,08,57.990,-0.95
2014,06,19,09,09,16.870,-0.48
2014,06,19,09,26,07.060,-0.68
2014,06,19,09,26,40.340,-0.26
2014,06,19,10,09,36.180,-0.28
2014,06,19,10,10,34.810,-0.78
2014,06,19,11,05,12.860,-0.90
2014,06,19,12,43,52.570,-0.20
2014,06,19,13,04,04.820,-0.19
2014,06,19,13,09,03.230,-0.85
2014,06,19,13,12,18.650,-0.80
2014,06,19,15,59,59.110,-0.54
2014,06,19,17,44,20.680,-0.82
2014,06,20,20,13,49.440,1.10
2014,06,20,20,17,19.840,-0.16
2014,06,21,06,31,51.360,-0.49
2014,06,21,07,22,30.500,-0.52
2014,06,21,19,17,16.840,-0.40
2014,06,21,20,40,18.960,-0.12
2014,06,21,21,49,12.800,-0.05
2014,06,24,02,29,56.100,-0.03
2014,06,24,02,36,59.920,0.64
2014,06,25,05,11,37.390,-0.88
2014,06,25,15,53,04.400,0.70
2014,06,25,22,11,05.080,-0.29
2014,06,26,17,12,45.960,-0.09
