year,month,day,hour,minute,second,lat(deg),lon(deg),depth(km),x(m),y(m),z(m),magnitude
2014,07,07,11,22,14.670,37.654146,-118.852539,7.015,-106.7,-168.5,1024.2,0.49
2014,07,07,11,23,15.980,37.654081,-118.852474,7.018,-101.3,-175.9,1026.9,0.78
2014,07,07,11,23,46.660,37.653967,-118.852498,6.999,-103.6,-188.2,1007.4,-0.05
2014,07,07,11,25,13.260,37.656445,-118.852629,7.063,-115.0,86.6,1071.5,0.94
2014,07,07,11,25,15.890,37.653569,-118.852360,7.008,-91.5,-232.4,1017.0,0.65
2014,07,07,11,25,55.960,37.651644,-118.852368,6.912,-92.2,-446.2,920.7,0.22
2014,07,07,11,26,42.420,37.652466,-118.851514,7.176,-16.3,-354.9,1184.8,1.21
2014,07,07,11,27,01.170,37.652889,-118.851554,7.198,-20.5,-308.1,1207.0,1.55
2014,07,07,11,27,24.810,37.653141,-118.851473,7.245,-13.1,-280.0,1254.0,0.29
2014,07,07,11,27,39.830,37.652205,-118.851603,7.130,-24.4,-384.1,1138.4,-0.01
2014,07,07,11,27,44.180,37.653202,-118.852596,6.962,-111.8,-273.1,970.6,0.93
2014,07,07,11,28,32.320,37.652539,-118.851131,7.257,17.5,-346.8,1265.9,1.25
2014,07,07,11,28,49.930,37.652384,-118.851090,7.231,21.0,-364.0,1240.0,0.09
2014,07,07,11,29,10.230,37.652555,-118.851872,7.115,-48.2,-345.0,1124.3,0.26
2014,07,07,11,29,34.240,37.652673,-118.851562,7.150,-20.9,-331.9,1158.4,-0.53
2014,07,07,11,29,59.760,37.653117,-118.852612,6.947,-113.6,-282.5,955.3,0.79
2014,07,07,11,30,19.650,37.652706,-118.852083,6.967,-66.5,-328.4,975.5,-0.57
2014,07,07,11,32,32.700,37.649646,-118.851042,7.068,25.0,-667.9,1076.3,-0.31
2014,07,07,11,33,24.900,37.652901,-118.852547,6.958,-107.4,-306.5,966.8,0.55
2014,07,07,11,34,12.160,37.653389,-118.852629,6.956,-115.2,-252.6,965.3,0.67
2014,07,07,11,34,24.940,37.654061,-118.852490,7.007,-103.0,-178.1,1016.0,0.04
2014,07,07,11,34,58.430,37.653385,-118.852596,6.953,-112.0,-252.9,962.0,-0.38
2014,07,07,11,35,35.800,37.652531,-118.851139,7.288,16.2,-347.9,1296.8,1.06
2014,07,07,11,37,00.760,37.652913,-118.851440,7.237,-9.7,-305.2,1246.1,0.01
2014,07,07,11,37,42.090,37.652580,-118.852246,7.019,-81.4,-342.2,1027.9,-0.50
2014,07,07,11,38,36.070,37.652307,-118.851115,7.229,18.9,-372.5,1238.0,-0.24
2014,07,07,11,38,42.640,37.654036,-118.852515,6.979,-104.8,-180.6,988.0,-0.22
2014,07,07,11,39,32.760,37.649032,-118.851750,6.777,-37.6,-736.1,786.2,0.40
2014,07,07,11,39,57.830,37.648987,-118.850911,7.035,36.4,-741.0,1043.5,-0.57
2014,07,07,11,40,21.920,37.653389,-118.851440,7.193,-10.3,-252.6,1201.8,0.25
2014,07,07,11,41,37.890,37.655477,-118.852344,7.137,-90.0,-20.7,1145.9,-0.57
2014,07,07,11,41,51.410,37.653467,-118.852645,6.946,-116.0,-244.0,955.0,0.80
2014,07,07,11,42,29.400,37.653121,-118.851522,7.203,-17.6,-282.2,1211.5,-0.19
2014,07,07,11,46,27.890,37.652816,-118.851017,7.299,27.6,-316.3,1307.4,-0.58
2014,07,07,11,47,35.400,37.654130,-118.852523,6.974,-105.2,-170.3,982.9,-0.25
2014,07,07,11,51,13.170,37.653145,-118.852588,6.923,-111.2,-279.3,931.4,0.13
2014,07,07,11,52,28.320,37.651375,-118.850895,7.219,38.0,-476.2,1227.6,-0.53
2014,07,07,11,54,26.720,37.654244,-118.851953,7.189,-55.1,-157.7,1197.5,-0.54
2014,07,07,11,57,56.410,37.653499,-118.851628,7.176,-26.4,-240.3,1184.7,-0.84
2014,07,07,12,03,50.620,37.654106,-118.852572,6.954,-109.7,-173.0,963.2,-0.65
2014,07,07,12,05,56.630,37.650509,-118.851644,6.974,-28.0,-572.2,982.5,-0.38
2014,07,07,12,06,34.300,37.655924,-118.852401,7.047,-94.9,29.0,1055.5,-0.27
2014,07,07,12,07,18.470,37.653829,-118.851921,7.206,-52.2,-203.6,1214.4,-0.67
2014,07,07,12,07,39.950,37.654598,-118.851774,7.206,-39.5,-118.5,1214.7,-0.68
2014,07,07,12,08,39.160,37.652051,-118.852466,6.930,-100.5,-401.0,938.4,-0.25
2014,07,07,12,09,58.270,37.654289,-118.852547,6.988,-107.7,-152.8,997.0,-0.28
2014,07,07,12,11,21.810,37.653117,-118.852596,6.915,-111.7,-282.6,923.9,-0.23
2014,07,07,12,14,43.400,37.654582,-118.851872,7.216,-48.3,-120.0,1224.7,-0.65
2014,07,07,12,16,40.020,37.652515,-118.852148,6.968,-72.9,-349.5,976.7,-0.39
2014,07,07,12,20,44.090,37.650916,-118.850936,7.193,34.3,-527.0,1201.4,-0.12
2014,07,07,12,21,29.390,37.653263,-118.851872,7.151,-48.2,-266.6,1159.8,-0.47
2014,07,07,12,23,50.390,37.653939,-118.852401,7.025,-94.5,-191.5,1033.7,0.53
2014,07,07,12,24,37.310,37.653475,-118.851774,7.168,-39.6,-242.8,1176.8,-0.33
2014,07,07,12,27,11.530,37.649552,-118.850944,7.131,33.6,-678.4,1140.2,1.79
2014,07,07,12,27,20.670,37.649858,-118.850944,7.134,33.8,-644.5,1143.1,2.29
2014,07,07,12,27,42.060,37.649980,-118.851253,7.195,6.6,-631.0,1204.1,1.25
2014,07,07,12,27,46.900,37.650326,-118.851489,7.018,-14.4,-592.5,1027.1,1.74
2014,07,07,12,28,15.710,37.651245,-118.851489,7.100,-14.0,-490.6,1108.8,0.37
2014,07,07,12,28,22.100,37.650610,-118.851652,7.013,-28.7,-560.8,1021.9,1.96
2014,07,07,12,28,34.380,37.650749,-118.851847,6.970,-46.1,-545.6,978.4,1.03
2014,07,07,12,28,40.820,37.652397,-118.852523,6.931,-105.8,-362.6,940.2,0.94
2014,07,07,12,29,01.490,37.651038,-118.851725,7.002,-35.1,-513.4,1010.3,0.01
2014,07,07,12,29,41.980,37.651009,-118.851831,6.961,-44.6,-516.6,970.0,0.63
2014,07,07,12,30,20.860,37.649459,-118.851009,7.165,27.9,-688.6,1173.9,0.39
2014,07,07,12,30,36.210,37.651123,-118.851847,6.965,-45.8,-503.8,974.2,-0.40
2014,07,07,12,30,44.660,37.648678,-118.850716,7.050,53.9,-775.4,1058.8,-0.20
2014,07,07,12,31,18.990,37.649589,-118.851090,7.189,20.6,-674.3,1198.3,0.47
2014,07,07,12,31,31.190,37.648877,-118.850920,7.028,36.1,-753.1,1036.7,-0.38
2014,07,07,12,31,44.150,37.649756,-118.851001,7.198,28.8,-655.9,1206.4,-0.33
2014,07,07,12,31,53.690,37.653829,-118.851790,7.174,-41.2,-203.8,1182.9,0.98
2014,07,07,12,32,08.160,37.653048,-118.851375,7.265,-4.6,-290.6,1274.0,2.46
2014,07,07,12,32,57.840,37.650936,-118.851530,7.059,-18.1,-524.6,1067.8,0.86
2014,07,07,12,33,04.470,37.654260,-118.851782,7.252,-40.4,-155.8,1261.0,0.83
2014,07,07,12,33,20.930,37.652856,-118.852035,7.057,-62.6,-311.6,1065.8,-0.06
2014,07,07,12,33,27.510,37.652840,-118.852596,6.935,-111.7,-313.2,943.9,1.01
2014,07,07,12,33,58.960,37.653577,-118.851562,7.203,-20.8,-231.8,1211.7,0.50
2014,07,07,12,34,12.180,37.653385,-118.852189,7.038,-75.9,-252.7,1046.7,-0.46
2014,07,07,12,34,18.600,37.653625,-118.851538,7.194,-18.7,-226.4,1203.2,0.85
2014,07,07,12,34,38.580,37.654675,-118.851709,7.246,-33.5,-109.7,1254.8,-0.07
2014,07,07,12,34,48.080,37.652551,-118.851921,7.028,-52.6,-345.4,1037.0,0.25
2014,07,07,12,35,07.890,37.652441,-118.852043,6.993,-62.9,-357.7,1001.8,-0.08
2014,07,07,12,35,22.910,37.649662,-118.851424,6.943,-8.9,-666.2,951.3,0.80
2014,07,07,12,35,36.660,37.649076,-118.851082,7.020,21.8,-731.0,1029.1,-0.32
2014,07,07,12,35,40.780,37.648263,-118.850822,7.135,44.7,-821.7,1143.4,0.19
2014,07,07,12,36,23.740,37.650431,-118.851302,7.094,2.0,-580.6,1102.7,-0.30
2014,07,07,12,36,31.530,37.653503,-118.851497,7.177,-14.9,-239.7,1185.9,0.35
2014,07,07,12,36,58.050,37.654187,-118.851864,7.249,-47.7,-163.8,1257.5,0.17
2014,07,07,12,37,25.530,37.650533,-118.851375,7.085,-4.4,-569.6,1093.9,-0.26
2014,07,07,12,37,39.040,37.648201,-118.850830,7.140,44.1,-828.2,1148.6,0.19
2014,07,07,12,37,50.330,37.651188,-118.851912,6.964,-51.9,-496.6,972.4,-0.02
2014,07,07,12,37,59.340,37.653792,-118.851636,7.280,-27.4,-207.8,1288.8,-0.30
2014,07,07,12,38,27.080,37.654358,-118.852482,6.979,-102.2,-144.8,988.2,0.29
2014,07,07,12,38,42.610,37.654358,-118.851880,7.250,-48.7,-145.1,1259.0,0.84
2014,07,07,12,39,08.890,37.648767,-118.851009,7.011,27.7,-765.5,1020.0,0.14
2014,07,07,12,39,16.560,37.648100,-118.850741,7.133,51.6,-839.6,1141.8,0.01
2014,07,07,12,39,35.000,37.653711,-118.852067,7.091,-65.6,-216.7,1099.7,-0.17
2014,07,07,12,39,48.260,37.648828,-118.850822,7.041,44.5,-758.9,1049.6,-0.56
2014,07,07,12,39,55.160,37.652812,-118.852539,6.906,-106.7,-316.4,914.5,-0.06
2014,07,07,12,40,08.510,37.652401,-118.852490,6.931,-102.5,-362.3,939.8,1.78
2014,07,07,12,41,23.940,37.651257,-118.851953,6.983,-55.5,-489.1,992.0,-0.09
2014,07,07,12,41,36.660,37.653304,-118.851270,7.321,4.7,-262.2,1330.0,-0.19
2014,07,07,12,41,42.640,37.651396,-118.851986,6.984,-58.3,-473.5,992.7,0.54
2014,07,07,12,41,48.860,37.651766,-118.851961,6.994,-55.9,-432.4,1002.9,2.00
2014,07,07,12,41,55.090,37.651973,-118.852059,7.029,-65.0,-409.4,1037.7,1.56
2014,07,07,12,42,31.580,37.651815,-118.852018,6.970,-60.8,-427.4,978.4,0.87
2014,07,07,12,42,56.530,37.651090,-118.852295,6.969,-85.5,-507.8,977.3,0.07
2014,07,07,12,43,12.200,37.652551,-118.852254,6.996,-82.1,-345.7,1005.0,-0.11
2014,07,07,12,43,23.710,37.651375,-118.852051,6.976,-63.8,-476.2,984.9,0.12
2014,07,07,12,43,28.240,37.650362,-118.851367,7.065,-3.4,-588.6,1074.0,1.27
2014,07,07,12,43,49.740,37.648218,-118.850822,7.149,44.5,-826.6,1157.5,0.26
2014,07,07,12,43,59.540,37.648324,-118.850854,7.156,41.4,-814.8,1165.2,0.10
2014,07,07,12,44,26.040,37.654102,-118.851978,7.183,-57.7,-173.4,1192.0,-0.15
2014,07,07,12,44,39.080,37.648201,-118.850773,7.021,49.2,-828.3,1029.5,-0.29
2014,07,07,12,45,02.170,37.655652,-118.852132,7.230,-71.3,-1.5,1238.7,-0.40
2014,07,07,12,45,21.460,37.652470,-118.852018,7.053,-60.8,-354.4,1061.4,-0.32
2014,07,07,12,45,50.500,37.652478,-118.852352,6.867,-90.7,-353.7,876.2,0.49
2014,07,07,12,46,01.810,37.652425,-118.852563,6.907,-109.5,-359.3,915.9,2.52
2014,07,07,12,47,20.450,37.652083,-118.852433,6.966,-97.6,-397.3,974.9,2.25
2014,07,07,12,47,54.300,37.648743,-118.850838,7.125,43.3,-768.1,1133.5,0.47
2014,07,07,12,48,34.580,37.651005,-118.852083,6.946,-67.1,-516.9,954.3,-0.06
2014,07,07,12,48,39.850,37.652718,-118.852555,6.948,-108.1,-327.2,957.3,0.30
2014,07,07,12,49,04.410,37.652458,-118.852116,6.864,-69.6,-355.9,872.7,-0.24
2014,07,07,12,49,23.690,37.652604,-118.852205,6.959,-77.5,-339.8,968.0,0.24
2014,07,07,12,49,45.310,37.652743,-118.852425,6.957,-97.0,-324.2,966.0,0.01
2014,07,07,12,49,55.400,37.652173,-118.852100,7.010,-68.2,-387.5,1019.0,0.75
2014,07,07,12,51,31.520,37.651872,-118.851416,7.184,-7.9,-420.7,1192.5,-0.22
2014,07,07,12,51,40.160,37.654036,-118.851766,7.287,-38.9,-180.5,1295.3,-0.25
2014,07,07,12,52,03.400,37.653491,-118.852547,6.974,-108.0,-241.2,982.7,1.09
2014,07,07,12,52,15.020,37.653666,-118.852637,6.955,-115.8,-221.8,963.4,0.32
2014,07,07,12,52,35.760,37.650842,-118.852059,7.002,-64.4,-535.1,1010.4,-0.06
2014,07,07,12,54,00.060,37.653906,-118.851628,7.274,-26.2,-194.9,1283.1,-0.26
2014,07,07,12,54,06.880,37.653263,-118.852002,7.117,-59.8,-266.5,1125.6,-0.15
2014,07,07,12,54,18.460,37.652783,-118.851815,6.857,-43.2,-319.8,866.3,-0.21
2014,07,07,12,55,15.570,37.648368,-118.850895,7.099,38.0,-809.9,1107.6,-0.12
2014,07,07,12,56,05.200,37.650948,-118.852181,6.998,-75.7,-523.5,1007.3,-0.42
2014,07,07,12,56,48.510,37.653101,-118.851440,7.334,-9.7,-284.6,1342.8,-0.56
2014,07,07,12,57,15.320,37.648389,-118.850977,7.032,30.8,-807.5,1041.1,0.35
2014,07,07,12,57,21.200,37.650208,-118.852035,6.852,-62.7,-605.6,860.7,1.08
2014,07,07,12,57,41.720,37.650004,-118.852018,6.848,-61.4,-628.1,857.2,0.82
2014,07,07,12,58,42.870,37.648181,-118.851188,7.105,12.3,-830.6,1113.7,-0.01
2014,07,07,12,58,47.330,37.652144,-118.852157,6.826,-72.9,-390.5,834.4,0.47
2014,07,07,12,59,15.140,37.651868,-118.852010,6.783,-60.4,-421.5,791.6,0.12
2014,07,07,13,00,45.930,37.652869,-118.852466,6.952,-100.8,-310.0,960.9,-0.05
2014,07,07,13,02,26.960,37.653247,-118.852091,7.018,-67.7,-268.3,1027.0,-0.17
2014,07,07,13,03,26.580,37.654435,-118.851782,7.261,-40.4,-136.6,1269.4,-0.39
2014,07,07,13,04,37.100,37.651628,-118.852035,6.806,-62.5,-448.2,815.0,1.25
2014,07,07,13,05,16.210,37.649329,-118.850952,7.102,33.3,-703.3,1111.2,-0.29
2014,07,07,13,06,04.890,37.653227,-118.852075,7.038,-65.8,-270.7,1046.8,-0.33
2014,07,07,13,06,34.530,37.652848,-118.852002,6.912,-59.3,-312.5,920.3,-0.32
2014,07,07,13,06,51.190,37.651001,-118.851326,7.006,-0.1,-517.4,1014.7,0.85
2014,07,07,13,06,53.610,37.654281,-118.852425,7.002,-96.7,-153.8,1011.1,0.59
2014,07,07,13,07,41.390,37.654183,-118.852490,6.981,-102.9,-164.3,989.3,0.56
2014,07,07,13,13,03.600,37.649577,-118.851326,6.915,0.3,-675.6,923.9,-0.46
2014,07,07,13,14,17.460,37.654618,-118.852067,7.243,-65.7,-115.9,1251.4,0.72
2014,07,07,13,15,14.530,37.651009,-118.852148,6.855,-72.9,-516.7,863.4,-0.02
2014,07,07,13,16,10.340,37.655827,-118.852279,7.029,-83.7,18.1,1037.8,1.13
2014,07,07,13,16,13.570,37.648238,-118.851009,7.123,28.2,-824.3,1132.2,0.71
2014,07,07,13,16,56.870,37.648267,-118.851147,7.082,15.7,-821.2,1091.2,0.82
2014,07,07,13,17,09.210,37.652075,-118.852051,6.786,-63.9,-398.5,794.7,1.92
2014,07,07,13,17,15.010,37.648604,-118.850911,7.121,36.5,-783.6,1129.8,1.68
2014,07,07,13,17,34.080,37.655461,-118.852368,7.038,-91.7,-22.7,1047.3,1.93
2014,07,07,13,17,56.850,37.655770,-118.852319,7.010,-87.4,11.9,1018.8,1.06
2014,07,07,13,18,40.550,37.655770,-118.852384,7.042,-93.6,11.8,1050.9,0.20
2014,07,07,13,19,37.900,37.656160,-118.852222,7.003,-79.2,55.2,1012.0,-0.14
2014,07,07,13,19,52.110,37.651681,-118.852051,6.785,-64.2,-442.3,793.9,-0.19
2014,07,07,13,20,13.590,37.652783,-118.851628,7.125,-26.6,-320.0,1134.0,0.09
2014,07,07,13,21,07.980,37.656283,-118.852458,7.051,-100.0,68.8,1059.4,2.30
2014,07,07,13,22,30.740,37.656197,-118.852425,7.058,-96.9,59.0,1066.5,-0.14
2014,07,07,13,23,05.400,37.652747,-118.852441,6.975,-98.4,-323.7,983.8,-0.29
2014,07,07,13,23,13.560,37.651770,-118.851961,6.775,-56.2,-432.1,784.2,-0.05
2014,07,07,13,24,20.530,37.656376,-118.852083,6.988,-66.5,79.1,996.7,-0.26
2014,07,07,13,24,52.930,37.652661,-118.852555,6.946,-108.6,-333.4,955.0,1.37
2014,07,07,13,25,34.360,37.657129,-118.852588,7.042,-111.4,162.5,1050.7,0.58
2014,07,07,13,25,50.280,37.656458,-118.852205,6.981,-77.7,87.9,989.5,0.09
2014,07,07,13,26,08.710,37.652999,-118.852401,6.856,-94.7,-296.0,865.9,-0.17
2014,07,07,13,26,38.690,37.656547,-118.852604,7.044,-112.6,97.8,1053.2,0.18
2014,07,07,13,26,46.410,37.651477,-118.851774,7.034,-39.3,-464.8,1042.7,-0.16
2014,07,07,13,27,28.650,37.656632,-118.852547,7.059,-107.4,107.6,1067.9,-0.26
2014,07,07,13,27,56.810,37.648376,-118.851050,7.095,24.5,-808.9,1103.7,0.26
2014,07,07,13,28,05.880,37.655920,-118.852051,6.983,-63.8,28.3,991.8,0.02
2014,07,07,13,28,25.630,37.651611,-118.852002,6.808,-59.4,-449.6,817.0,2.18
2014,07,07,13,28,32.550,37.652124,-118.852075,6.818,-66.3,-392.8,827.1,1.97
2014,07,07,13,28,42.110,37.652913,-118.851733,6.923,-35.7,-305.5,931.4,1.66
2014,07,07,13,29,15.750,37.652511,-118.852059,6.816,-64.7,-350.1,825.8,1.00
2014,07,07,13,29,25.050,37.656014,-118.852279,7.003,-84.1,39.0,1011.6,0.87
2014,07,07,13,30,06.800,37.652482,-118.851807,6.840,-42.3,-353.0,848.6,-0.23
2014,07,07,13,30,15.560,37.648486,-118.851408,7.067,-7.1,-796.8,1076.0,0.23
2014,07,07,13,30,35.430,37.648295,-118.851310,7.071,1.3,-818.1,1079.4,0.76
2014,07,07,13,31,06.110,37.650602,-118.852067,6.842,-65.7,-561.8,850.9,0.78
2014,07,07,13,31,28.340,37.652043,-118.851912,6.737,-51.8,-401.9,745.3,1.16
2014,07,07,13,32,20.080,37.648515,-118.851310,7.069,1.5,-793.7,1077.8,1.26
2014,07,07,13,32,52.390,37.655461,-118.852157,7.055,-73.1,-22.8,1063.8,-0.21
2014,07,07,13,33,15.040,37.650008,-118.852051,6.867,-63.7,-627.8,876.0,1.41
2014,07,07,13,33,40.780,37.656429,-118.852100,6.984,-68.1,84.7,993.2,0.71
2014,07,07,13,33,48.060,37.656128,-118.852197,6.980,-76.6,51.5,989.1,0.13
2014,07,07,13,34,39.920,37.650073,-118.852108,6.882,-68.9,-620.3,891.1,1.07
2014,07,07,13,36,26.740,37.656238,-118.852067,6.963,-65.1,63.5,971.4,-0.16
2014,07,07,13,36,36.290,37.652616,-118.852132,6.810,-71.2,-338.3,818.6,0.26
2014,07,07,13,39,33.610,37.653817,-118.852572,6.968,-109.6,-205.1,977.2,0.31
2014,07,07,13,40,10.510,37.652091,-118.851912,6.702,-51.6,-396.5,710.3,-0.21
2014,07,07,13,41,21.650,37.651766,-118.851904,6.759,-50.7,-432.8,767.4,1.94
2014,07,07,13,41,35.540,37.652417,-118.851978,6.755,-57.7,-360.2,763.8,1.13
2014,07,07,13,42,15.800,37.656478,-118.852482,7.023,-102.0,90.5,1031.8,0.54
2014,07,07,13,42,30.390,37.651493,-118.851611,6.718,-25.5,-462.8,726.4,0.04
2014,07,07,13,44,40.510,37.651811,-118.851823,6.709,-43.9,-427.7,718.2,1.56
2014,07,07,13,45,32.900,37.651831,-118.852173,7.000,-74.4,-425.6,1008.4,0.81
2014,07,07,13,50,36.240,37.653748,-118.852645,6.946,-116.6,-212.7,954.6,1.24
2014,07,07,13,54,03.880,37.650244,-118.851351,7.084,-2.5,-601.7,1092.6,-0.20
2014,07,07,13,56,08.300,37.653821,-118.852637,6.946,-115.7,-204.5,954.9,-0.11
2014,07,07,13,56,49.600,37.650212,-118.851424,7.092,-8.9,-605.2,1100.5,-0.16
2014,07,07,14,00,53.680,37.650468,-118.851660,6.737,-29.1,-576.7,746.2,0.64
2014,07,07,14,02,01.320,37.650305,-118.851579,6.727,-22.0,-594.6,736.4,-0.03
2014,07,07,14,03,29.470,37.652861,-118.851912,6.817,-51.6,-311.1,825.8,-0.32
2014,07,07,14,03,44.100,37.652539,-118.851823,6.711,-43.4,-346.7,719.6,0.76
2014,07,07,14,05,34.460,37.651799,-118.852287,6.947,-84.9,-429.2,956.0,0.02
2014,07,07,14,06,21.050,37.650179,-118.851538,7.089,-18.4,-608.8,1098.2,-0.17
2014,07,07,14,08,16.310,37.650431,-118.851603,6.720,-24.3,-581.0,729.0,-0.19
2014,07,07,14,08,30.300,37.652812,-118.851953,6.806,-55.5,-316.7,815.0,0.04
2014,07,07,14,08,42.990,37.652673,-118.851961,6.827,-55.7,-331.8,836.0,1.55
2014,07,07,14,09,11.760,37.652771,-118.851896,6.845,-50.1,-321.1,853.4,1.23
2014,07,07,14,13,56.560,37.654769,-118.852140,7.243,-71.5,-99.3,1251.9,1.06
2014,07,07,14,15,07.070,37.654968,-118.852173,7.279,-74.7,-77.5,1287.5,-0.13
2014,07,07,14,15,13.420,37.652543,-118.851961,6.855,-56.0,-346.4,864.3,-0.08
2014,07,07,14,15,59.320,37.650391,-118.851823,6.759,-43.9,-585.3,767.7,-0.12
2014,07,07,14,17,58.260,37.654895,-118.852132,7.247,-71.4,-85.4,1256.2,0.07
2014,07,07,14,20,01.790,37.650045,-118.851758,7.079,-38.3,-623.5,1087.6,0.39
2014,07,07,14,21,02.990,37.652775,-118.852140,7.062,-72.0,-320.7,1070.7,-0.04
2014,07,07,14,22,08.770,37.655225,-118.852189,7.244,-76.3,-48.9,1252.7,-0.38
2014,07,07,14,25,40.810,37.650232,-118.851603,7.100,-24.6,-603.0,1108.5,0.33
2014,07,07,14,26,03.390,37.650281,-118.851693,7.090,-32.2,-597.5,1099.2,-0.19
2014,07,07,14,36,19.290,37.653194,-118.851978,6.837,-57.3,-274.2,845.3,1.91
2014,07,07,14,36,31.250,37.653288,-118.852043,6.852,-63.0,-263.9,860.5,1.21
2014,07,07,14,38,23.080,37.653894,-118.852669,6.940,-118.6,-196.5,948.6,0.23
2014,07,07,14,44,31.460,37.653589,-118.852018,6.844,-60.9,-230.5,852.4,-0.05
2014,07,07,14,47,18.520,37.650537,-118.851733,7.029,-35.9,-569.3,1038.2,-0.19
2014,07,07,14,47,31.000,37.649080,-118.851473,6.898,-12.9,-730.9,906.8,-0.04
2014,07,07,14,51,59.920,37.653752,-118.852059,6.848,-64.6,-212.1,856.4,0.03
2014,07,07,14,54,09.790,37.651811,-118.851799,7.000,-42.0,-427.8,1008.6,-0.21
2014,07,07,14,58,49.490,37.654203,-118.852075,6.797,-65.8,-162.0,805.7,0.73
2014,07,07,14,59,19.020,37.651314,-118.852384,6.944,-93.5,-482.7,952.8,-0.36
2014,07,07,14,59,29.950,37.651282,-118.852271,6.979,-83.0,-486.4,987.9,0.70
2014,07,07,14,59,59.840,37.651143,-118.852336,6.940,-89.1,-501.6,948.9,-0.15
2014,07,07,15,02,08.200,37.653361,-118.851969,6.865,-56.6,-255.7,874.0,-0.03
2014,07,07,15,03,46.720,37.648157,-118.850830,7.069,44.2,-833.2,1077.3,0.12
2014,07,07,15,04,00.880,37.649137,-118.851383,7.054,-4.8,-724.6,1063.0,0.14
2014,07,07,15,04,36.890,37.648336,-118.850895,7.069,38.2,-813.3,1077.9,-0.16
2014,07,07,15,06,48.760,37.654643,-118.852214,6.782,-78.0,-113.5,790.9,0.15
2014,07,07,15,07,45.350,37.651184,-118.851961,6.737,-56.0,-497.2,745.8,-0.15
2014,07,07,15,10,30.030,37.654883,-118.852474,6.998,-101.5,-86.6,1007.2,-0.28
2014,07,07,15,11,24.770,37.648185,-118.850936,7.064,34.7,-830.1,1072.7,-0.52
2014,07,07,15,12,56.300,37.651164,-118.852035,6.729,-62.2,-499.3,737.8,0.15
2014,07,07,15,13,55.110,37.653601,-118.852010,6.863,-60.5,-228.7,871.7,0.93
2014,07,07,15,14,28.350,37.650114,-118.851701,6.755,-33.4,-616.0,763.5,-0.16
2014,07,07,15,15,07.300,37.653520,-118.851953,6.867,-55.6,-238.2,875.7,0.03
2014,07,07,15,15,29.920,37.653153,-118.851961,6.865,-56.2,-278.4,873.5,0.39
2014,07,07,15,16,12.290,37.653870,-118.852051,6.848,-63.7,-199.2,856.7,-0.09
2014,07,07,15,16,27.830,37.652995,-118.851823,6.862,-44.0,-296.3,871.9,-0.17
2014,07,07,15,18,52.430,37.648128,-118.850903,7.087,37.5,-836.3,1095.8,-0.05
2014,07,07,15,19,45.140,37.649186,-118.851953,6.832,-55.1,-719.2,840.6,-0.17
2014,07,07,15,20,00.620,37.649121,-118.851912,6.838,-51.9,-726.3,847.2,-0.24
2014,07,07,15,22,12.290,37.654228,-118.852124,6.847,-70.2,-159.6,855.9,1.47
2014,07,07,15,24,44.000,37.651147,-118.852051,6.723,-63.8,-501.2,731.7,0.48
2014,07,07,15,25,16.520,37.653792,-118.851693,6.709,-32.5,-207.9,718.0,0.23
2014,07,07,15,28,46.200,37.653617,-118.851896,6.788,-50.0,-227.0,797.1,0.34
2014,07,07,15,29,16.320,37.654378,-118.852100,6.787,-67.9,-142.9,795.6,-0.07
2014,07,07,15,32,02.600,37.653418,-118.851953,6.865,-55.5,-249.2,874.3,0.78
2014,07,07,15,33,10.870,37.655005,-118.852148,6.868,-72.3,-73.3,876.6,-0.41
2014,07,07,15,35,27.040,37.648242,-118.850773,7.099,48.5,-823.6,1107.9,-0.17
2014,07,07,15,36,36.330,37.653743,-118.852059,6.849,-64.6,-213.0,857.7,0.12
2014,07,07,15,38,16.610,37.654606,-118.852124,6.852,-70.2,-117.5,860.4,0.76
2014,07,07,15,39,46.770,37.653805,-118.852067,6.854,-65.2,-206.5,862.7,-0.24
2014,07,07,15,41,24.100,37.653739,-118.852051,6.842,-63.9,-213.7,850.8,0.38
2014,07,07,15,41,48.050,37.654590,-118.852165,6.835,-74.3,-119.3,843.3,0.41
2014,07,07,15,43,17.320,37.648930,-118.851326,6.902,-0.1,-747.3,910.6,-0.24
2014,07,07,15,45,59.530,37.654354,-118.851831,6.704,-44.8,-145.2,713.1,0.86
2014,07,07,15,46,16.640,37.653988,-118.852002,6.794,-59.6,-186.2,802.4,0.23
2014,07,07,15,49,39.040,37.654264,-118.852140,6.875,-71.7,-155.6,883.9,0.73
2014,07,07,15,50,06.400,37.653544,-118.851774,6.802,-39.3,-235.4,811.0,-0.24
2014,07,07,15,50,33.730,37.654122,-118.851994,6.884,-59.0,-171.2,892.7,-0.21
2014,07,07,15,51,42.980,37.651034,-118.852287,6.957,-85.0,-513.9,966.2,-0.03
2014,07,07,15,53,27.450,37.654378,-118.852083,6.819,-66.7,-142.8,827.6,0.40
2014,07,07,15,56,50.260,37.654154,-118.851750,6.710,-37.6,-167.5,718.3,1.12
2014,07,07,15,57,44.720,37.654464,-118.852059,6.778,-64.7,-133.4,786.9,-0.41
2014,07,07,15,58,59.860,37.653894,-118.851953,6.785,-55.1,-196.6,793.4,0.01
2014,07,07,15,59,43.140,37.654260,-118.852026,6.780,-61.7,-155.8,788.5,0.41
2014,07,07,16,01,15.430,37.653947,-118.851660,6.691,-29.4,-190.5,699.6,0.10
