year,month,day,hour,minute,second,lat(deg),lon(deg),depth(km),x(m),y(m),z(m),magnitude
2014,09,26,04,57,28.330,37.649369,-118.850033,5.866,114.4,-698.6,-125.5,0.04
2014,09,26,04,57,35.870,37.653137,-118.848983,6.383,207.0,-280.4,392.3,-0.11
2014,09,26,04,57,53.240,37.648140,-118.847469,6.019,340.1,-835.0,28.2,1.11
2014,09,26,04,58,16.800,37.655660,-118.849080,5.720,198.0,-0.5,-271.3,0.06
2014,09,26,04,58,35.300,37.653031,-118.848649,5.723,236.4,-292.3,-268.2,0.61
2014,09,26,04,58,50.370,37.651420,-118.848372,5.700,260.4,-471.1,-291.0,0.65
2014,09,26,04,59,05.890,37.657548,-118.849056,6.037,200.6,209.2,45.9,0.39
2014,09,26,04,59,28.030,37.652836,-118.849992,5.905,117.6,-313.7,-86.3,0.32
2014,09,26,04,59,34.180,37.651851,-118.847697,6.003,320.4,-423.1,11.4,0.64
2014,09,26,04,59,56.630,37.653805,-118.849015,5.702,204.2,-206.5,-289.3,-0.13
2014,09,26,05,00,04.910,37.651554,-118.848372,5.717,260.7,-456.3,-274.6,0.66
2014,09,26,05,00,10.450,37.653914,-118.849064,5.722,199.8,-194.3,-268.9,0.41
2014,09,26,05,00,40.890,37.660026,-118.848828,5.849,220.5,484.1,-142.5,0.81
2014,09,26,05,01,03.100,37.655172,-118.849105,5.713,196.1,-54.4,-278.6,0.26
2014,09,26,05,01,23.020,37.658040,-118.848804,6.372,222.3,263.5,381.0,0.31
2014,09,26,05,01,48.650,37.653548,-118.849146,6.122,192.7,-234.9,131.1,0.24
2014,09,26,05,01,52.530,37.656580,-118.848779,6.056,224.8,101.4,64.6,0.52
2014,09,26,05,02,03.080,37.651957,-118.849162,6.386,191.1,-411.6,394.3,0.21
2014,09,26,05,02,18.260,37.662341,-118.849886,5.695,127.2,741.1,-295.9,0.18
2014,09,26,05,02,31.500,37.659054,-118.849365,5.657,173.2,376.2,-334.2,1.67
2014,09,26,05,02,46.580,37.652922,-118.849170,6.144,190.2,-304.6,152.5,0.97
2014,09,26,05,03,21.520,37.645667,-118.848966,5.723,208.1,-1109.6,-268.1,1.40
2014,09,26,05,03,50.360,37.660722,-118.850179,5.509,101.6,561.2,-482.6,0.80
2014,09,26,05,04,16.560,37.660636,-118.849316,5.606,177.6,551.9,-384.8,-0.30
2014,09,26,05,04,52.070,37.657845,-118.848714,5.890,230.5,242.0,-101.2,2.27
2014,09,26,05,05,32.000,37.659469,-118.848665,5.861,234.8,422.4,-130.3,0.20
2014,09,26,05,06,06.190,37.655009,-118.849064,6.214,199.7,-72.9,223.0,-0.10
2014,09,26,05,06,21.450,37.656608,-118.848942,6.182,210.6,105.0,190.5,0.39
2014,09,26,05,06,35.030,37.657129,-118.849186,5.627,188.8,162.5,-364.3,1.11
2014,09,26,05,07,10.760,37.653442,-118.848844,6.501,218.7,-246.5,509.7,0.32
2014,09,26,05,07,18.990,37.646305,-118.848421,5.880,256.1,-1038.5,-111.3,0.59
2014,09,26,05,07,28.610,37.659139,-118.849398,5.536,170.3,385.8,-454.8,0.76
2014,09,26,05,08,02.910,37.656335,-118.849780,5.633,136.5,74.7,-358.2,-0.19
2014,09,26,05,08,07.980,37.654419,-118.849243,6.404,183.5,-138.0,413.2,-0.14
2014,09,26,05,08,20.640,37.656287,-118.849805,5.633,134.6,69.0,-358.3,0.79
2014,09,26,05,08,52.340,37.650391,-118.848649,6.131,236.0,-585.1,140.2,-0.07
2014,09,26,05,09,28.730,37.660042,-118.848885,5.737,215.5,485.8,-254.3,-0.19
2014,09,26,05,09,34.460,37.654224,-118.848934,6.594,211.4,-160.1,602.9,1.40
2014,09,26,05,10,29.730,37.659294,-118.849316,5.574,177.6,402.8,-417.3,-0.17
2014,09,26,05,10,46.590,37.650452,-118.848649,6.138,236.1,-578.4,146.8,1.16
2014,09,26,05,11,24.100,37.653031,-118.849121,6.133,194.4,-292.1,142.0,0.21
2014,09,26,05,11,35.900,37.658097,-118.849951,5.579,121.6,270.0,-412.3,-0.22
2014,09,26,05,11,48.520,37.662492,-118.850236,5.651,96.2,757.6,-339.8,0.61
2014,09,26,05,11,58.300,37.654757,-118.849056,6.612,200.6,-100.8,620.9,0.24
2014,09,26,05,12,28.610,37.652258,-118.847949,5.975,298.1,-378.1,-16.3,0.11
2014,09,26,05,12,35.420,37.644893,-118.849105,5.604,196.4,-1195.4,-387.2,0.66
2014,09,26,05,12,44.670,37.648450,-118.848901,5.824,214.2,-800.9,-167.0,0.95
2014,09,26,05,13,23.120,37.661926,-118.849455,5.751,165.0,695.2,-240.2,0.01
2014,09,26,05,13,37.350,37.652901,-118.848934,5.577,211.1,-306.6,-414.4,0.43
2014,09,26,05,13,42.020,37.653414,-118.849056,5.620,200.4,-250.0,-371.0,0.54
2014,09,26,05,14,07.010,37.658484,-118.849821,5.661,132.9,313.0,-330.3,-0.25
2014,09,26,05,14,11.610,37.653939,-118.848966,6.661,208.1,-191.6,670.1,0.42
2014,09,26,05,14,18.560,37.644271,-118.847616,6.001,327.5,-1264.5,10.2,1.79
2014,09,26,05,14,58.100,37.653959,-118.848918,6.653,212.8,-189.3,661.5,1.33
2014,09,26,05,15,32.410,37.656254,-118.849870,5.656,128.4,65.7,-334.8,0.39
2014,09,26,05,15,40.850,37.648612,-118.848494,5.794,249.6,-782.5,-197.1,0.71
2014,09,26,05,15,57.170,37.660946,-118.848551,5.907,244.7,586.1,-84.1,-0.43
2014,09,26,05,16,12.660,37.654163,-118.850521,5.756,71.3,-166.7,-235.3,0.81
2014,09,26,05,16,26.690,37.644743,-118.847624,5.982,327.1,-1212.0,-8.8,0.87
2014,09,26,05,17,07.630,37.662219,-118.850854,5.466,41.5,727.6,-524.9,-0.06
2014,09,26,05,17,24.500,37.654598,-118.850846,5.789,42.6,-118.4,-202.0,0.13
2014,09,26,05,17,35.510,37.656331,-118.847876,5.587,304.3,74.1,-403.8,-0.02
2014,09,26,05,17,45.490,37.654842,-118.848633,6.261,238.0,-91.0,269.8,0.29
2014,09,26,05,17,59.220,37.646733,-118.847778,5.879,312.9,-991.2,-112.0,0.34
2014,09,26,05,18,39.500,37.657027,-118.848828,5.749,220.8,151.4,-241.8,-0.12
2014,09,26,05,18,50.980,37.662268,-118.850350,5.579,86.3,732.9,-412.6,1.21
2014,09,26,05,19,43.600,37.644149,-118.847705,5.966,319.5,-1277.9,-25.4,1.13
2014,09,26,05,20,16.580,37.662154,-118.850260,5.641,94.2,720.5,-349.8,1.38
2014,09,26,05,20,40.680,37.644877,-118.847648,5.968,324.7,-1197.2,-22.9,2.05
2014,09,26,05,21,00.210,37.644377,-118.847778,5.911,313.1,-1252.7,-79.7,0.85
2014,09,26,05,21,11.680,37.644153,-118.847567,6.033,331.6,-1277.6,41.4,1.25
2014,09,26,05,21,45.580,37.649561,-118.848242,6.685,271.9,-677.3,693.5,0.62
2014,09,26,05,22,14.770,37.660982,-118.849805,5.607,134.2,590.5,-384.2,0.18
2014,09,26,05,23,37.570,37.656274,-118.850000,5.602,117.3,67.7,-389.7,0.58
2014,09,26,05,24,26.850,37.651758,-118.849967,5.821,119.6,-433.6,-170.5,-0.25
2014,09,26,05,25,18.350,37.660819,-118.849235,5.622,184.6,572.3,-368.9,-0.26
2014,09,26,05,25,31.830,37.658476,-118.848804,5.993,222.6,312.2,1.6,0.49
2014,09,26,05,25,40.820,37.658004,-118.849137,5.772,193.0,259.8,-219.0,0.27
2014,09,26,05,26,13.390,37.644051,-118.847713,5.934,319.1,-1289.1,-57.4,0.63
2014,09,26,05,26,27.200,37.644181,-118.847640,5.944,325.7,-1274.6,-46.8,-0.03
2014,09,26,05,26,31.900,37.655208,-118.848942,5.713,210.8,-50.8,-278.2,0.15
2014,09,26,05,26,36.950,37.652474,-118.849284,5.834,180.2,-354.1,-157.1,0.80
2014,09,26,05,26,53.550,37.654163,-118.850545,5.736,69.2,-166.6,-254.8,0.18
2014,09,26,05,26,57.890,37.654215,-118.850578,5.733,66.4,-160.7,-257.8,0.20
2014,09,26,05,27,03.730,37.644674,-118.848853,5.802,218.6,-1220.0,-189.3,0.21
2014,09,26,05,27,15.940,37.643974,-118.847673,5.918,322.6,-1297.5,-73.5,0.25
2014,09,26,05,27,19.700,37.661324,-118.849398,5.778,169.9,628.2,-213.1,0.88
2014,09,26,05,28,00.450,37.649768,-118.848315,6.692,266.0,-654.3,701.1,0.05
2014,09,26,05,28,09.110,37.652519,-118.849390,5.834,171.2,-349.0,-157.2,0.11
2014,09,26,05,28,18.620,37.661589,-118.849430,5.754,167.6,657.8,-237.2,-0.35
2014,09,26,05,28,27.980,37.643884,-118.847705,5.952,319.4,-1307.3,-39.5,0.33
2014,09,26,05,29,26.200,37.660730,-118.849259,5.634,182.2,562.3,-357.6,0.39
2014,09,26,05,29,34.830,37.659302,-118.850708,5.484,54.9,403.7,-507.6,0.40
2014,09,26,05,29,51.680,37.648987,-118.848381,6.543,260.0,-741.0,551.4,0.89
2014,09,26,05,29,54.690,37.643884,-118.847534,6.002,334.4,-1307.2,10.8,1.36
2014,09,26,05,30,08.140,37.648584,-118.849666,5.676,146.4,-785.9,-315.2,1.98
2014,09,26,05,30,26.680,37.661707,-118.849471,5.764,163.9,670.5,-227.3,1.15
2014,09,26,05,30,41.810,37.657104,-118.849032,6.207,202.7,159.7,216.1,0.84
2014,09,26,05,31,18.550,37.643884,-118.847518,5.947,336.4,-1307.3,-44.2,-0.13
2014,09,26,05,31,48.830,37.655827,-118.848844,6.262,219.2,18.2,270.6,-0.34
2014,09,26,05,31,54.360,37.645028,-118.848755,5.794,227.0,-1180.6,-197.3,0.15
2014,09,26,05,32,00.580,37.654797,-118.849251,6.368,183.0,-96.0,376.6,0.23
2014,09,26,05,32,16.170,37.656136,-118.850627,5.596,61.8,52.4,-394.7,-0.28
2014,09,26,05,32,31.580,37.661104,-118.850334,5.482,87.6,603.6,-509.2,-0.08
2014,09,26,05,32,36.720,37.648812,-118.849683,5.610,145.4,-760.4,-381.2,1.41
2014,09,26,05,33,12.810,37.659932,-118.849186,5.650,188.7,473.9,-341.3,0.04
2014,09,26,05,33,34.690,37.654097,-118.850480,5.730,75.0,-173.7,-261.6,0.60
2014,09,26,05,34,04.900,37.661723,-118.849414,5.697,168.8,672.5,-293.9,-0.02
2014,09,26,05,34,21.510,37.650236,-118.849976,5.706,119.5,-602.3,-285.1,-0.27
2014,09,26,05,34,30.120,37.657829,-118.849194,5.670,188.0,240.4,-321.7,0.87
2014,09,26,05,34,35.070,37.661983,-118.849373,5.773,172.4,701.2,-218.0,0.67
2014,09,26,05,35,31.140,37.658167,-118.849740,5.570,140.0,277.8,-420.8,-0.19
2014,09,26,05,35,43.540,37.646004,-118.849113,5.653,195.2,-1072.4,-338.5,-0.28
2014,09,26,05,35,49.340,37.656002,-118.849593,5.551,152.8,37.6,-440.5,0.20
2014,09,26,05,36,06.120,37.649862,-118.848706,5.748,231.4,-644.2,-243.7,-0.03
2014,09,26,05,37,03.150,37.648783,-118.849642,5.581,149.0,-763.6,-410.7,0.32
2014,09,26,05,37,10.650,37.645414,-118.848535,5.836,246.3,-1137.8,-154.7,-0.09
2014,09,26,05,37,24.770,37.658036,-118.849097,5.553,197.0,263.3,-438.3,0.31
2014,09,26,05,37,47.710,37.646924,-118.848812,5.890,222.0,-970.0,-101.7,-0.05
2014,09,26,05,38,03.910,37.656018,-118.849243,5.648,184.1,39.2,-342.8,-0.36
2014,09,26,05,38,25.660,37.655831,-118.849528,5.549,158.6,18.4,-441.8,0.12
2014,09,26,05,38,34.570,37.661914,-118.849455,5.758,165.0,693.8,-233.5,1.14
2014,09,26,05,39,15.020,37.661161,-118.849202,5.867,187.4,610.2,-124.2,0.18
2014,09,26,05,39,21.930,37.659587,-118.850578,5.549,65.7,435.3,-442.3,2.06
2014,09,26,05,39,38.030,37.659188,-118.850716,5.503,53.9,391.0,-487.8,1.04
2014,09,26,05,39,54.010,37.661353,-118.849146,5.861,192.5,631.4,-130.3,0.45
2014,09,26,05,40,12.310,37.660055,-118.850822,5.538,44.5,487.1,-453.3,0.83
2014,09,26,05,40,33.330,37.658801,-118.850488,5.539,74.2,348.0,-452.2,0.24
2014,09,26,05,41,03.620,37.660177,-118.850879,5.534,39.4,501.0,-457.6,0.78
2014,09,26,05,41,21.830,37.658781,-118.850203,5.569,99.5,346.0,-422.7,0.25
2014,09,26,05,41,25.320,37.646667,-118.847762,5.868,314.2,-998.4,-123.0,0.85
2014,09,26,05,42,01.490,37.653105,-118.848836,6.219,219.9,-284.1,227.8,-0.26
2014,09,26,05,42,19.650,37.659139,-118.850423,5.644,80.0,385.9,-347.5,0.17
2014,09,26,05,42,35.750,37.659245,-118.849797,5.636,135.1,397.5,-355.6,0.10
2014,09,26,05,42,43.950,37.657320,-118.849569,5.594,155.4,183.7,-397.3,-0.23
2014,09,26,05,42,49.730,37.645496,-118.849080,5.688,198.5,-1128.5,-303.1,0.34
2014,09,26,05,42,58.330,37.653703,-118.848869,5.760,216.7,-217.7,-231.3,-0.14
2014,09,26,05,43,05.810,37.656067,-118.849634,5.544,149.3,44.5,-447.4,0.53
2014,09,26,05,43,17.540,37.647493,-118.849666,5.554,146.8,-906.8,-437.4,1.11
2014,09,26,05,43,35.140,37.658793,-118.850163,5.599,103.0,347.2,-392.4,1.04
2014,09,26,05,44,06.110,37.652816,-118.848405,5.566,258.0,-316.1,-425.0,-0.03
2014,09,26,05,44,14.940,37.654187,-118.849056,6.700,200.5,-164.2,708.9,1.55
2014,09,26,05,44,57.260,37.654598,-118.849032,6.592,202.8,-118.4,601.0,0.83
2014,09,26,05,45,27.370,37.655469,-118.849235,6.595,184.4,-21.7,603.4,0.42
2014,09,26,05,45,52.780,37.656124,-118.849650,5.518,147.9,51.1,-473.0,-0.37
2014,09,26,05,46,01.430,37.658700,-118.850513,5.526,71.8,337.1,-465.1,1.51
2014,09,26,05,46,24.220,37.655990,-118.846045,6.666,465.7,36.0,674.3,3.03
2014,09,26,05,46,54.990,37.658024,-118.848853,5.966,218.0,262.0,-25.0,1.34
2014,09,26,05,47,18.550,37.660738,-118.848177,6.106,278.1,563.1,114.4,2.09
2014,09,26,05,47,22.700,37.660946,-118.848006,6.127,292.7,586.2,136.0,1.40
2014,09,26,05,47,44.760,37.661007,-118.848022,6.085,291.8,592.9,93.4,2.01
2014,09,26,05,47,50.150,37.657222,-118.848869,6.165,217.0,172.8,174.1,2.27
2014,09,26,05,48,13.170,37.660380,-118.848340,6.027,263.4,523.3,36.1,1.26
2014,09,26,05,48,38.670,37.657556,-118.848828,6.236,220.6,210.2,245.0,0.16
2014,09,26,05,48,43.170,37.658439,-118.850309,5.551,89.8,307.8,-440.1,0.38
2014,09,26,05,48,49.630,37.660535,-118.848478,6.057,251.4,540.7,65.5,0.31
2014,09,26,05,48,59.050,37.654228,-118.849105,6.734,196.3,-159.4,742.6,0.43
2014,09,26,05,49,02.160,37.661308,-118.848617,6.131,239.3,626.6,140.1,1.00
2014,09,26,05,49,12.550,37.659595,-118.848682,5.977,233.4,436.3,-13.9,0.12
2014,09,26,05,49,17.850,37.658927,-118.849064,6.113,199.7,362.1,121.8,1.41
2014,09,26,05,49,27.150,37.658582,-118.848787,5.970,224.0,323.7,-21.1,0.50
2014,09,26,05,49,32.990,37.661259,-118.848405,6.045,257.7,621.1,53.9,0.80
2014,09,26,05,49,42.660,37.648930,-118.848421,5.871,256.4,-747.4,-120.3,1.15
2014,09,26,05,49,46.430,37.651969,-118.847909,5.964,301.4,-410.3,-26.8,1.51
2014,09,26,05,49,54.390,37.658545,-118.849064,6.178,199.3,319.9,186.6,1.26
2014,09,26,05,50,04.360,37.661410,-118.848421,6.017,256.2,637.7,25.5,0.20
2014,09,26,05,50,18.690,37.661031,-118.848079,6.178,286.5,595.5,186.6,0.76
2014,09,26,05,50,32.200,37.661019,-118.848576,5.981,242.4,594.3,-10.0,1.68
2014,09,26,05,50,44.870,37.661426,-118.848535,5.940,246.5,639.4,-50.8,1.50
2014,09,26,05,51,09.270,37.661108,-118.848592,5.941,241.3,604.4,-50.7,0.53
2014,09,26,05,51,23.740,37.655717,-118.848869,5.623,216.8,5.7,-368.1,0.80
2014,09,26,05,51,31.130,37.661723,-118.848047,6.247,289.2,672.2,256.2,2.04
2014,09,26,05,51,43.720,37.659550,-118.848641,5.853,236.9,431.3,-138.4,0.97
2014,09,26,05,51,51.440,37.661475,-118.848690,6.118,232.5,645.1,127.1,1.44
2014,09,26,05,52,05.880,37.661169,-118.848543,5.893,245.4,610.8,-97.8,1.15
2014,09,26,05,52,23.910,37.658716,-118.848796,6.003,223.4,338.9,11.5,0.16
2014,09,26,05,52,33.480,37.654541,-118.848747,5.605,227.4,-124.7,-386.6,-0.04
2014,09,26,05,52,38.030,37.660140,-118.850952,5.503,33.0,496.8,-488.5,0.45
2014,09,26,05,52,47.130,37.660815,-118.848608,5.927,239.5,571.7,-63.7,1.37
2014,09,26,05,52,53.810,37.655404,-118.848991,6.291,205.9,-28.9,299.7,1.39
2014,09,26,05,53,11.260,37.661784,-118.848551,6.028,245.0,679.3,37.3,0.68
2014,09,26,05,53,21.740,37.661418,-118.848519,5.994,247.8,638.7,2.9,0.71
2014,09,26,05,53,37.190,37.658272,-118.848999,6.090,205.6,289.4,98.9,0.49
2014,09,26,05,53,49.420,37.656514,-118.848657,6.116,235.7,94.6,124.8,-0.26
2014,09,26,05,53,54.880,37.658215,-118.848828,6.031,220.5,283.2,39.9,0.20
2014,09,26,05,53,59.070,37.655391,-118.848861,5.668,217.8,-30.1,-323.5,0.79
2014,09,26,05,54,17.070,37.655180,-118.849227,5.569,185.6,-53.8,-422.4,-0.02
2014,09,26,05,54,25.020,37.656132,-118.849325,6.433,176.4,52.2,442.0,0.31
2014,09,26,05,54,31.700,37.661397,-118.848348,6.345,262.9,636.3,354.1,0.27
2014,09,26,05,54,39.240,37.661039,-118.848421,5.898,256.7,596.4,-93.0,-0.23
2014,09,26,05,54,45.100,37.660852,-118.847982,6.026,294.8,575.9,34.6,-0.36
2014,09,26,05,54,57.380,37.661255,-118.848560,5.953,244.3,620.7,-38.0,-0.31
2014,09,26,05,55,05.010,37.655107,-118.849186,5.542,188.9,-61.8,-449.0,0.04
2014,09,26,05,55,17.340,37.661792,-118.847982,6.131,295.0,680.2,140.1,0.31
2014,09,26,05,55,27.600,37.648881,-118.850342,5.863,86.9,-752.9,-128.5,1.24
2014,09,26,05,55,31.670,37.661483,-118.848478,5.888,251.2,645.8,-103.1,0.88
2014,09,26,05,55,40.840,37.662032,-118.849292,5.790,179.7,706.9,-201.0,1.40
2014,09,26,05,55,52.270,37.660758,-118.848665,5.905,234.7,565.4,-86.1,0.56
2014,09,26,05,55,56.610,37.657511,-118.848812,5.804,222.0,205.0,-187.7,0.61
2014,09,26,05,56,03.990,37.653564,-118.848975,6.153,207.5,-232.9,161.8,0.27
2014,09,26,05,56,16.110,37.659900,-118.848730,6.102,228.8,470.0,110.9,-0.10
2014,09,26,05,56,27.260,37.655880,-118.849357,5.496,173.8,24.1,-495.2,0.35
2014,09,26,05,56,34.760,37.658671,-118.849072,6.014,198.7,333.7,23.3,0.36
2014,09,26,05,56,52.170,37.660909,-118.848551,5.886,245.0,582.3,-105.1,0.20
2014,09,26,05,57,03.860,37.661393,-118.848755,6.134,227.2,635.7,142.8,-0.04
2014,09,26,05,57,11.040,37.654834,-118.849080,5.531,198.3,-91.9,-460.4,0.77
2014,09,26,05,57,34.280,37.662166,-118.848332,6.325,264.2,721.6,333.7,-0.16
2014,09,26,05,57,55.290,37.658765,-118.850293,5.554,91.1,344.2,-437.1,-0.18
2014,09,26,05,58,11.340,37.656632,-118.849113,5.548,195.3,107.7,-443.2,-0.03
2014,09,26,05,58,20.520,37.657869,-118.849023,6.384,203.2,244.7,392.8,0.88
2014,09,26,05,58,24.920,37.661654,-118.849284,5.813,180.1,664.6,-178.3,1.36
2014,09,26,05,58,30.630,37.658089,-118.849023,6.373,203.3,269.1,381.3,2.73
2014,09,26,05,58,59.290,37.657792,-118.848950,6.325,210.0,236.0,333.5,2.36
2014,09,26,05,59,47.130,37.648792,-118.850374,5.848,83.8,-762.7,-142.7,1.54
2014,09,26,06,00,24.990,37.647493,-118.849609,5.574,151.7,-907.0,-417.7,0.92
2014,09,26,06,00,35.640,37.660339,-118.848617,5.907,239.4,518.7,-84.0,1.98
2014,09,26,06,01,26.000,37.659953,-118.848201,5.909,275.7,476.2,-82.0,1.75
2014,09,26,06,01,30.860,37.661898,-118.849146,5.829,192.4,691.9,-162.5,1.42
2014,09,26,06,01,45.230,37.656791,-118.848193,5.562,276.7,125.3,-429.3,0.87
2014,09,26,06,01,59.670,37.661112,-118.848608,5.938,240.1,604.6,-53.5,0.46
2014,09,26,06,02,07.170,37.661540,-118.848413,5.880,257.2,652.0,-111.2,0.41
2014,09,26,06,02,19.290,37.649235,-118.849935,5.897,122.9,-713.4,-94.1,0.08
2014,09,26,06,02,25.310,37.662345,-118.847998,6.213,293.4,741.5,222.0,0.64
2014,09,26,06,02,49.880,37.661230,-118.848560,5.930,244.4,617.7,-61.4,0.43
2014,09,26,06,03,02.390,37.660628,-118.848568,5.833,243.7,550.8,-158.5,0.10
2014,09,26,06,03,07.060,37.661161,-118.847982,6.045,295.2,610.2,54.1,1.46
2014,09,26,06,03,54.470,37.649198,-118.848364,6.603,261.2,-717.7,611.8,0.34
2014,09,26,06,04,11.780,37.655286,-118.849292,5.523,179.4,-42.2,-468.6,0.42
2014,09,26,06,04,21.320,37.660807,-118.848079,6.020,286.4,571.0,28.8,0.38
2014,09,26,06,04,29.040,37.657373,-118.848747,6.408,227.4,189.7,417.2,0.63
2014,09,26,06,04,45.750,37.655302,-118.848966,6.217,208.5,-40.3,225.9,-0.02
2014,09,26,06,04,51.830,37.656726,-118.848853,6.442,218.3,117.7,450.3,0.17
2014,09,26,06,04,56.420,37.658748,-118.848722,5.998,229.6,342.4,7.3,0.37
2014,09,26,06,05,03.360,37.655546,-118.849211,6.582,186.6,-13.2,591.2,0.83
2014,09,26,06,05,11.280,37.661218,-118.848584,6.411,242.1,616.4,420.1,1.15
2014,09,26,06,05,35.130,37.656608,-118.849357,6.395,173.6,104.8,403.3,0.31
2014,09,26,06,05,55.680,37.661784,-118.848250,6.352,271.8,679.3,360.9,2.21
2014,09,26,06,06,11.150,37.655648,-118.849243,6.593,184.1,-1.7,601.4,2.03
2014,09,26,06,06,18.730,37.657202,-118.849178,6.314,189.8,170.5,323.2,1.32
2014,09,26,06,06,33.000,37.658582,-118.850562,5.491,67.9,324.0,-500.5,0.93
2014,09,26,06,07,03.510,37.658268,-118.849756,5.592,138.4,289.1,-399.5,-0.13
2014,09,26,06,07,19.180,37.659041,-118.851001,5.598,29.0,374.8,-393.2,0.27
2014,09,26,06,07,34.680,37.661715,-118.848429,6.368,255.6,671.4,376.9,0.49
2014,09,26,06,07,40.800,37.661715,-118.849504,5.702,160.5,671.5,-289.3,0.75
2014,09,26,06,07,44.990,37.657133,-118.849113,6.345,195.0,162.9,353.8,0.57
2014,09,26,06,07,49.630,37.655575,-118.849365,5.540,173.1,-10.2,-451.0,0.26
2014,09,26,06,07,57.100,37.655180,-118.849300,5.558,178.5,-53.8,-433.6,0.84
2014,09,26,06,08,24.280,37.649638,-118.849398,5.895,170.3,-668.7,-96.7,1.15
2014,09,26,06,08,28.620,37.660071,-118.848275,5.929,269.1,489.2,-61.9,1.14
2014,09,26,06,08,44.050,37.661906,-118.849536,5.693,158.2,692.7,-298.3,0.26
2014,09,26,06,08,48.340,37.654810,-118.849064,5.512,199.8,-94.7,-479.0,0.78
2014,09,26,06,09,12.030,37.660234,-118.848096,5.950,285.1,507.3,-40.9,0.60
2014,09,26,06,09,14.880,37.661755,-118.848201,6.129,275.9,676.0,137.9,0.51
2014,09,26,06,09,21.130,37.657048,-118.848934,6.487,211.0,153.4,495.4,0.68
2014,09,26,06,09,39.540,37.649345,-118.848787,6.722,223.9,-701.6,730.4,0.05
2014,09,26,06,09,47.500,37.655758,-118.849487,5.548,162.4,10.5,-442.7,0.79
2014,09,26,06,10,03.090,37.661886,-118.849520,5.734,159.4,690.5,-257.4,0.22
2014,09,26,06,10,10.880,37.661877,-118.848527,6.382,247.1,689.5,390.9,0.52
2014,09,26,06,10,22.120,37.654736,-118.848926,6.166,212.1,-103.1,174.4,0.19
2014,09,26,06,10,27.440,37.661023,-118.848389,6.029,259.3,594.8,37.6,-0.17
2014,09,26,06,10,49.070,37.655924,-118.849585,5.494,153.7,29.0,-496.8,1.32
2014,09,26,06,10,51.690,37.651908,-118.852173,5.756,-74.4,-417.0,-234.7,0.84
2014,09,26,06,11,02.480,37.660885,-118.848356,5.853,262.0,579.5,-138.5,0.15
2014,09,26,06,11,09.280,37.658223,-118.848877,6.006,216.4,283.9,15.0,0.15
2014,09,26,06,11,23.550,37.661035,-118.847982,6.075,295.0,596.0,84.2,-0.27
2014,09,26,06,11,27.220,37.656942,-118.848861,6.401,217.9,141.7,409.8,0.24
2014,09,26,06,11,37.670,37.649768,-118.849772,5.794,137.3,-654.3,-197.2,-0.13
2014,09,26,06,11,51.400,37.656991,-118.849154,6.357,191.4,147.4,365.6,-0.10
2014,09,26,06,11,55.970,37.660282,-118.848836,5.927,220.1,512.5,-63.9,-0.19
2014,09,26,06,11,58.820,37.655924,-118.849447,5.563,165.9,28.7,-427.9,-0.18
2014,09,26,06,12,07.010,37.655135,-118.849284,5.582,180.3,-58.8,-409.2,-0.33
2014,09,26,06,12,16.720,37.660522,-118.848429,6.388,255.5,539.1,397.2,-0.49
2014,09,26,06,12,42.180,37.661112,-118.848104,6.185,284.7,604.8,194.2,1.46
2014,09,26,06,12,47.990,37.661471,-118.847974,6.179,296.2,644.6,187.5,2.09
2014,09,26,06,14,04.610,37.655843,-118.849463,5.552,164.1,19.9,-439.5,-0.08
2014,09,26,06,14,15.320,37.654850,-118.849113,5.593,195.5,-90.4,-398.6,0.15
2014,09,26,06,14,41.970,37.661593,-118.849528,5.700,159.0,658.1,-290.9,0.50
2014,09,26,06,15,00.620,37.650533,-118.849788,5.710,135.6,-569.4,-281.0,-0.12
2014,09,26,06,15,08.000,37.656873,-118.849048,5.544,201.4,134.2,-447.4,-0.22
2014,09,26,06,15,15.410,37.658907,-118.848543,5.973,245.6,359.8,-18.5,-0.29
2014,09,26,06,15,27.140,37.652543,-118.849658,5.848,147.4,-346.5,-143.1,0.08
2014,09,26,06,15,35.200,37.659745,-118.848771,6.437,225.3,453.2,445.5,0.76
2014,09,26,06,15,56.280,37.660575,-118.848503,6.063,249.1,545.0,72.3,0.43
2014,09,26,06,16,10.110,37.661206,-118.848234,6.094,272.7,615.3,102.6,-0.12
2014,09,26,06,16,16.140,37.659969,-118.848153,5.870,280.2,477.7,-121.2,0.46
2014,09,26,06,16,22.070,37.653605,-118.848877,6.451,216.4,-228.5,459.6,1.41
2014,09,26,06,16,26.240,37.657080,-118.849398,6.295,170.3,157.3,303.3,0.95
2014,09,26,06,16,36.370,37.662211,-118.848234,6.125,272.9,726.4,133.5,0.25
2014,09,26,06,16,58.630,37.660994,-118.848543,5.834,245.6,591.8,-156.9,-0.24
2014,09,26,06,17,18.370,37.659550,-118.850472,5.548,75.2,431.2,-443.7,0.01
2014,09,26,06,17,48.800,37.655396,-118.849365,5.545,173.1,-30.0,-445.9,-0.09
2014,09,26,06,17,52.230,37.654679,-118.848893,5.706,214.9,-109.3,-285.0,0.25
2014,09,26,06,18,00.710,37.659741,-118.850651,5.621,59.9,452.4,-369.8,0.22
2014,09,26,06,18,05.260,37.661161,-118.848324,5.985,264.9,610.3,-6.2,-0.17
