DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
2015/10/14 17:00:56.69,37.78245,-121.96085,6.715,1.12,Md,0,0,0,0.00,NCSN,72536825
2015/10/14 17:12:48.06,37.78307,-121.95949,5.566,0.70,Md,0,0,0,0.00,NCSN,72536845
2015/10/14 18:15:13.85,37.79325,-121.96084,8.596,0.91,Md,0,0,0,0.00,NCSN,72536865
2015/10/14 18:21:20.22,37.78977,-121.95511,7.366,2.30,Md,0,0,0,0.00,NCSN,72536870
2015/10/14 18:27:12.48,37.78538,-121.96430,7.118,2.40,Md,0,0,0,0.00,NCSN,72536875
2015/10/14 18:45:55.34,37.78943,-121.95636,7.561,1.57,Md,0,0,0,0.00,NCSN,72536890
2015/10/14 18:46:02.38,37.78899,-121.95759,7.423,1.54,Md,0,0,0,0.00,NCSN,71097639
2015/10/14 18:47:38.92,37.78897,-121.95797,7.432,1.49,Md,0,0,0,0.00,NCSN,72536895
2015/10/14 20:08:38.54,37.79028,-121.95927,7.485,1.84,Md,0,0,0,0.00,NCSN,72536920
2015/10/14 20:56:31.56,37.78837,-121.96168,7.641,0.95,Md,0,0,0,0.00,NCSN,72536935
2015/10/14 21:00:42.49,37.78850,-121.95819,7.750,1.49,Md,0,0,0,0.00,NCSN,72536940
2015/10/14 21:24:31.83,37.78854,-121.96036,7.476,2.15,Md,0,0,0,0.00,NCSN,72536955
2015/10/14 21:38:09.24,37.78833,-121.96109,7.511,2.21,Md,0,0,0,0.00,NCSN,72536965
2015/10/14 21:38:48.18,37.78842,-121.96085,7.298,1.23,Md,0,0,0,0.00,NCSN,72536975
2015/10/14 22:08:34.49,37.78876,-121.95902,7.560,1.56,Md,0,0,0,0.00,NCSN,72537000
2015/10/14 22:44:54.36,37.79070,-121.95974,7.623,2.56,Md,0,0,0,0.00,NCSN,72537010
2015/10/14 22:50:47.13,37.78878,-121.94255,7.301,1.17,Md,0,0,0,0.00,NCSN,72537020
2015/10/14 23:04:16.51,37.78956,-121.94910,6.194,0.96,Md,0,0,0,0.00,NCSN,72537025
2015/10/14 23:07:48.30,37.79090,-121.95942,7.529,1.78,Md,0,0,0,0.00,NCSN,72537030
2015/10/14 23:49:30.67,37.79211,-121.95978,7.409,1.13,Md,0,0,0,0.00,NCSN,72537055
2015/10/14 23:56:42.54,37.78952,-121.96146,6.988,1.51,Md,0,0,0,0.00,NCSN,72537060
2015/10/15 00:22:37.38,37.79179,-121.95963,7.424,0.85,Md,0,0,0,0.00,NCSN,72537070
2015/10/15 01:07:54.63,37.79412,-121.95819,9.309,0.96,Md,0,0,0,0.00,NCSN,72537105
2015/10/15 02:12:37.42,37.79264,-121.95757,8.215,1.10,Md,0,0,0,0.00,NCSN,72537150
2015/10/15 06:51:19.49,37.78641,-121.95999,7.345,1.05,Md,0,0,0,0.00,NCSN,72537405
2015/10/15 07:59:44.27,37.78679,-121.95987,7.340,0.84,Md,0,0,0,0.00,NCSN,72537500
2015/10/15 08:40:19.10,37.78508,-121.95766,6.811,1.13,Md,0,0,0,0.00,NCSN,72537530
2015/10/15 13:10:21.13,37.78764,-121.96137,7.379,3.36,Mw,0,0,0,0.00,NCSN,72537675
2015/10/15 13:15:56.20,37.78975,-121.96042,7.552,1.08,Md,0,0,0,0.00,NCSN,72537680
2015/10/15 13:33:55.77,37.78465,-121.96365,6.974,1.55,Md,0,0,0,0.00,NCSN,72537700
2015/10/15 14:04:58.38,37.78608,-121.96232,7.457,1.40,Md,0,0,0,0.00,NCSN,72537705
2015/10/15 16:22:01.67,37.78933,-121.95582,7.423,1.47,Md,0,0,0,0.00,NCSN,72537740
2015/10/15 16:35:19.01,37.78371,-121.96117,7.090,1.12,Md,0,0,0,0.00,NCSN,72537750
2015/10/15 16:35:37.94,37.78718,-121.95481,6.015,0.87,Md,0,0,0,0.00,NCSN,71097704
2015/10/15 16:36:50.69,37.78363,-121.96403,6.666,1.11,Md,0,0,0,0.00,NCSN,72537755
2015/10/15 16:49:34.23,37.78534,-121.96355,7.114,1.07,Md,0,0,0,0.00,NCSN,72537760
2015/10/15 16:54:05.71,37.78529,-121.96366,7.210,1.71,Md,0,0,0,0.00,NCSN,72537765
2015/10/15 16:56:53.44,37.78717,-121.96011,7.364,1.69,Md,0,0,0,0.00,NCSN,72537770
2015/10/15 16:57:11.71,37.78578,-121.95866,6.608,0.84,Md,0,0,0,0.00,NCSN,71097709
2015/10/15 17:06:23.27,37.78329,-121.96436,6.592,1.08,Md,0,0,0,0.00,NCSN,72537775
2015/10/15 17:16:20.06,37.78342,-121.96437,6.830,1.54,Md,0,0,0,0.00,NCSN,72537780
2015/10/15 17:40:26.62,37.78543,-121.96231,7.249,1.34,Md,0,0,0,0.00,NCSN,72537790
2015/10/15 19:09:39.89,37.79225,-121.95997,7.501,1.84,Md,0,0,0,0.00,NCSN,72537835
2015/10/15 19:09:47.66,37.79661,-121.96122,9.570,1.59,Md,0,0,0,0.00,NCSN,71097714
2015/10/15 19:47:52.16,37.78416,-121.95914,7.565,1.14,Md,0,0,0,0.00,NCSN,72537850
2015/10/15 19:48:57.71,37.78612,-121.96339,7.400,1.12,Md,0,0,0,0.00,NCSN,72537855
2015/10/15 19:49:15.40,37.78783,-121.96314,7.811,0.83,Md,0,0,0,0.00,NCSN,71097669
2015/10/15 20:08:46.07,37.78440,-121.96317,7.090,1.29,Md,0,0,0,0.00,NCSN,72537865
2015/10/15 20:15:14.21,37.78857,-121.95460,7.262,1.14,Md,0,0,0,0.00,NCSN,72537870
2015/10/15 20:25:50.41,37.79192,-121.95380,7.256,0.88,Md,0,0,0,0.00,NCSN,72537875
2015/10/15 22:38:45.84,37.79177,-121.96019,7.580,1.26,Md,0,0,0,0.00,NCSN,72537935
2015/10/16 00:28:31.77,37.79018,-121.95947,7.661,1.47,Md,0,0,0,0.00,NCSN,72537985
2015/10/16 01:02:32.62,37.78693,-121.95746,7.241,0.81,Md,0,0,0,0.00,NCSN,72537995
2015/10/16 01:05:31.41,37.79914,-121.96280,7.016,1.87,Md,0,0,0,0.00,NCSN,72538000
2015/10/16 01:10:51.85,37.78205,-121.96504,6.489,1.77,Md,0,0,0,0.00,NCSN,72538005
2015/10/16 01:12:51.06,37.78083,-121.96385,5.985,0.98,Md,0,0,0,0.00,NCSN,72538010
2015/10/16 01:18:22.97,37.78724,-121.95763,7.065,0.86,Md,0,0,0,0.00,NCSN,72538020
2015/10/16 01:18:41.05,37.80015,-121.95803,6.241,1.72,Md,0,0,0,0.00,NCSN,72538015
2015/10/16 01:33:21.12,37.79854,-121.96559,7.197,0.77,Md,0,0,0,0.00,NCSN,72538025
2015/10/16 03:09:29.75,37.78471,-121.96138,6.819,1.10,Md,0,0,0,0.00,NCSN,72538070
2015/10/16 03:25:59.32,37.79117,-121.96442,9.175,0.78,Md,0,0,0,0.00,NCSN,72538085
2015/10/16 04:44:33.05,37.78240,-121.96042,6.346,0.85,Md,0,0,0,0.00,NCSN,72538125
2015/10/16 04:45:02.26,37.78562,-121.95799,6.613,1.16,Md,0,0,0,0.00,NCSN,72538120
2015/10/16 05:26:16.61,37.78559,-121.96495,7.107,0.80,Md,0,0,0,0.00,NCSN,72538130
2015/10/16 06:16:07.15,37.78251,-121.96147,7.146,0.77,Md,0,0,0,0.00,NCSN,72538155
2015/10/16 08:37:45.50,37.79392,-121.96280,8.418,0.96,Md,0,0,0,0.00,NCSN,72538245
2015/10/16 10:28:40.50,37.78806,-121.95878,6.672,0.86,Md,0,0,0,0.00,NCSN,72538285
2015/10/16 10:40:05.60,37.78531,-121.96224,7.039,1.12,Md,0,0,0,0.00,NCSN,72538295
2015/10/16 10:41:10.57,37.78368,-121.95804,6.271,1.14,Md,0,0,0,0.00,NCSN,72538290
2015/10/16 11:02:06.47,37.78883,-121.95849,7.738,0.86,Md,0,0,0,0.00,NCSN,72538305
2015/10/16 11:02:35.56,37.78961,-121.95880,6.940,1.06,Md,0,0,0,0.00,NCSN,72538300
2015/10/16 11:34:32.05,37.79444,-121.96354,6.318,2.05,Md,0,0,0,0.00,NCSN,72538320
2015/10/16 12:05:32.44,37.78633,-121.95904,7.495,0.95,Md,0,0,0,0.00,NCSN,72538355
2015/10/16 12:58:02.83,37.79518,-121.96524,6.051,1.09,Md,0,0,0,0.00,NCSN,72538380
2015/10/16 13:19:40.54,37.79115,-121.95928,7.612,1.11,Md,0,0,0,0.00,NCSN,72538400
2015/10/16 14:39:38.16,37.78739,-121.96214,8.483,0.83,Md,0,0,0,0.00,NCSN,72538435
2015/10/16 15:16:17.47,37.78429,-121.95951,6.277,1.03,Md,0,0,0,0.00,NCSN,72538455
2015/10/16 15:16:27.14,37.78557,-121.95550,6.788,1.10,Md,0,0,0,0.00,NCSN,72538450
2015/10/16 15:25:57.09,37.78061,-121.96664,6.493,1.77,Md,0,0,0,0.00,NCSN,72538460
2015/10/16 17:06:02.12,37.79394,-121.95353,7.302,1.58,Md,0,0,0,0.00,NCSN,72538520
2015/10/16 17:20:14.19,37.79105,-121.96084,7.604,1.06,Md,0,0,0,0.00,NCSN,72538545
2015/10/16 18:00:16.62,37.78713,-121.95973,6.515,0.81,Md,0,0,0,0.00,NCSN,72538575
2015/10/16 19:07:40.26,37.78267,-121.96005,6.400,1.40,Md,0,0,0,0.00,NCSN,72538585
2015/10/16 20:49:08.33,37.78670,-121.96079,7.532,1.10,Md,0,0,0,0.00,NCSN,72538620
2015/10/16 21:29:36.34,37.79042,-121.95837,7.637,0.84,Md,0,0,0,0.00,NCSN,72538630
2015/10/16 22:43:00.75,37.78670,-121.96073,6.657,1.39,Md,0,0,0,0.00,NCSN,72538650
2015/10/17 01:05:37.67,37.78990,-121.95825,7.518,1.05,Md,0,0,0,0.00,NCSN,72538695
2015/10/17 01:36:04.64,37.78722,-121.96106,7.628,1.13,Md,0,0,0,0.00,NCSN,72538745
2015/10/17 02:00:15.61,37.78188,-121.96066,6.924,1.77,Md,0,0,0,0.00,NCSN,72538775
2015/10/17 02:05:15.86,37.78453,-121.95583,6.245,1.37,Md,0,0,0,0.00,NCSN,72538780
2015/10/17 05:18:16.34,37.78319,-121.95748,6.766,1.97,Md,0,0,0,0.00,NCSN,72538895
2015/10/17 06:22:14.04,37.80144,-121.96158,6.872,1.31,Md,0,0,0,0.00,NCSN,72538930
2015/10/17 07:29:56.26,37.78670,-121.95203,6.254,0.87,Md,0,0,0,0.00,NCSN,72538955
2015/10/17 07:36:46.48,37.78219,-121.95787,6.252,1.84,Md,0,0,0,0.00,NCSN,72538960
2015/10/17 10:28:49.02,37.78311,-121.95900,7.000,2.03,Md,0,0,0,0.00,NCSN,72539020
2015/10/17 10:33:27.51,37.78697,-121.95888,6.357,1.10,Md,0,0,0,0.00,NCSN,72539025
2015/10/17 16:25:47.77,37.79037,-121.96344,7.610,1.78,Md,0,0,0,0.00,NCSN,72539140
2015/10/17 16:27:51.02,37.78973,-121.96393,7.810,2.29,Md,0,0,0,0.00,NCSN,72539150
2015/10/17 16:27:56.72,37.78979,-121.96350,7.848,2.22,Md,0,0,0,0.00,NCSN,72539155
2015/10/17 16:29:13.02,37.79050,-121.95207,8.079,1.20,Md,0,0,0,0.00,NCSN,71097734
2015/10/17 17:07:23.96,37.79028,-121.95847,7.251,2.15,Md,0,0,0,0.00,NCSN,72539175
2015/10/17 17:29:06.42,37.79006,-121.96549,7.692,1.10,Md,0,0,0,0.00,NCSN,72539190
2015/10/17 17:39:11.39,37.78831,-121.96495,7.544,1.51,Md,0,0,0,0.00,NCSN,72539195
2015/10/17 18:56:01.73,37.78886,-121.96276,7.738,2.02,Md,0,0,0,0.00,NCSN,72539225
2015/10/17 20:01:51.04,37.78551,-121.95918,6.983,1.87,Md,0,0,0,0.00,NCSN,72539245
2015/10/17 20:03:30.92,37.78542,-121.95938,6.597,1.55,Md,0,0,0,0.00,NCSN,72539250
2015/10/17 20:44:50.69,37.78612,-121.95865,7.016,1.86,Md,0,0,0,0.00,NCSN,72539270
2015/10/17 20:51:05.96,37.78942,-121.95941,7.133,1.18,Md,0,0,0,0.00,NCSN,72539280
2015/10/17 20:53:59.02,37.79070,-121.95778,7.065,0.81,Md,0,0,0,0.00,NCSN,72539285
2015/10/17 21:19:18.54,37.78562,-121.96008,6.028,1.77,Md,0,0,0,0.00,NCSN,72539300
2015/10/17 21:45:05.73,37.78416,-121.95691,6.764,2.54,Md,0,0,0,0.00,NCSN,72539310
2015/10/17 21:45:14.55,37.78191,-121.96229,6.039,2.63,Md,0,0,0,0.00,NCSN,72539315
2015/10/17 21:47:08.24,37.78538,-121.95805,6.479,1.50,Md,0,0,0,0.00,NCSN,72539320
2015/10/17 21:57:46.53,37.78525,-121.96693,6.763,1.34,Md,0,0,0,0.00,NCSN,72539325
2015/10/17 21:59:25.57,37.78332,-121.95818,6.495,2.24,Md,0,0,0,0.00,NCSN,72539330
2015/10/17 22:21:01.00,37.78571,-121.95949,6.871,1.14,Md,0,0,0,0.00,NCSN,72539335
2015/10/17 22:23:15.07,37.78460,-121.95977,6.410,1.29,Md,0,0,0,0.00,NCSN,72539340
2015/10/17 22:25:10.16,37.78808,-121.95877,7.021,2.30,Md,0,0,0,0.00,NCSN,72539345
2015/10/17 23:30:41.55,37.78505,-121.96044,6.365,1.61,Md,0,0,0,0.00,NCSN,72539365
2015/10/17 23:43:20.29,37.78480,-121.94572,6.502,1.02,Md,0,0,0,0.00,NCSN,72539375
2015/10/18 00:16:27.42,37.78563,-121.95782,6.895,1.93,Md,0,0,0,0.00,NCSN,72539385
2015/10/18 00:35:02.96,37.78478,-121.95807,6.537,2.10,Md,0,0,0,0.00,NCSN,72539395
2015/10/18 00:46:23.48,37.78911,-121.96116,6.432,1.22,Md,0,0,0,0.00,NCSN,72539405
2015/10/18 00:50:52.32,37.78497,-121.95948,7.174,1.49,Md,0,0,0,0.00,NCSN,72539410
2015/10/18 00:59:20.33,37.78818,-121.95739,6.390,1.42,Md,0,0,0,0.00,NCSN,72539420
2015/10/18 01:02:23.21,37.79032,-121.95854,6.720,2.00,Md,0,0,0,0.00,NCSN,72539425
2015/10/18 01:02:38.78,37.78716,-121.96276,5.849,1.37,Md,0,0,0,0.00,NCSN,71097784
2015/10/18 01:07:32.38,37.78920,-121.95891,7.465,1.38,Md,0,0,0,0.00,NCSN,72539435
2015/10/18 01:13:29.75,37.78484,-121.96179,7.021,0.90,Md,0,0,0,0.00,NCSN,72539440
2015/10/18 01:26:35.91,37.78522,-121.95999,6.771,1.90,Md,0,0,0,0.00,NCSN,72539465
2015/10/18 01:51:26.29,37.78281,-121.95870,5.982,1.42,Md,0,0,0,0.00,NCSN,72539485
2015/10/18 03:35:34.70,37.78528,-121.95679,6.739,1.42,Md,0,0,0,0.00,NCSN,72539535
2015/10/18 03:39:34.46,37.79178,-121.96121,7.743,1.12,Md,0,0,0,0.00,NCSN,72539540
2015/10/18 04:09:36.16,37.78399,-121.95803,6.251,1.10,Md,0,0,0,0.00,NCSN,72539555
2015/10/18 04:41:37.32,37.78552,-121.96288,6.320,1.11,Md,0,0,0,0.00,NCSN,72539575
2015/10/18 05:21:50.68,37.78315,-121.95620,6.411,1.63,Md,0,0,0,0.00,NCSN,72539580
2015/10/18 05:37:28.43,37.78377,-121.95987,6.110,1.14,Md,0,0,0,0.00,NCSN,72539585
2015/10/18 06:14:28.65,37.78484,-121.96209,6.679,1.01,Md,0,0,0,0.00,NCSN,72539600
2015/10/18 06:46:25.60,37.78687,-121.95896,6.345,1.37,Md,0,0,0,0.00,NCSN,72539615
2015/10/18 06:48:44.90,37.78427,-121.95970,6.397,0.84,Md,0,0,0,0.00,NCSN,72539620
2015/10/18 06:58:17.96,37.78587,-121.95982,6.519,1.87,Md,0,0,0,0.00,NCSN,72539625
2015/10/18 07:01:49.57,37.78785,-121.95856,6.539,1.48,Md,0,0,0,0.00,NCSN,72539630
2015/10/18 09:36:35.27,37.78542,-121.95895,7.082,1.67,Md,0,0,0,0.00,NCSN,72539655
2015/10/18 09:43:05.39,37.78644,-121.95811,6.877,1.54,Md,0,0,0,0.00,NCSN,72539660
2015/10/18 10:41:20.52,37.78822,-121.95841,6.853,1.94,Md,0,0,0,0.00,NCSN,72539675
2015/10/18 11:03:51.82,37.78196,-121.95777,5.701,1.23,Md,0,0,0,0.00,NCSN,72539680
2015/10/18 12:38:08.34,37.78503,-121.95812,7.335,1.14,Md,0,0,0,0.00,NCSN,72539710
2015/10/18 14:38:54.51,37.78578,-121.95807,6.854,1.51,Md,0,0,0,0.00,NCSN,72539835
2015/10/18 14:54:25.05,37.78622,-121.95898,7.161,1.86,Md,0,0,0,0.00,NCSN,72539855
2015/10/18 17:39:01.55,37.78871,-121.96185,8.471,1.04,Md,0,0,0,0.00,NCSN,72539905
2015/10/18 17:42:07.39,37.78346,-121.96159,7.024,1.64,Md,0,0,0,0.00,NCSN,72539910
2015/10/18 18:49:57.15,37.78378,-121.96611,6.915,2.42,Md,0,0,0,0.00,NCSN,72539935
2015/10/18 18:50:06.17,37.78415,-121.96012,5.501,2.22,Md,0,0,0,0.00,NCSN,71097774
2015/10/18 19:25:38.59,37.78666,-121.95749,7.046,2.63,Md,0,0,0,0.00,NCSN,72539965
2015/10/18 19:28:42.53,37.78405,-121.96234,6.864,1.45,Md,0,0,0,0.00,NCSN,72539975
2015/10/18 19:29:08.70,37.78417,-121.95879,6.942,2.33,Md,0,0,0,0.00,NCSN,72539970
2015/10/18 19:30:09.45,37.78237,-121.96010,6.056,0.98,Md,0,0,0,0.00,NCSN,72539980
2015/10/18 20:56:53.83,37.78992,-121.95978,7.005,1.07,Md,0,0,0,0.00,NCSN,72540025
2015/10/18 21:17:04.88,37.78587,-121.95808,7.379,1.16,Md,0,0,0,0.00,NCSN,72540045
2015/10/18 22:00:40.70,37.79158,-121.95838,7.552,1.80,Md,0,0,0,0.00,NCSN,72540100
2015/10/18 22:31:28.31,37.78918,-121.96175,7.488,3.26,Mw,0,0,0,0.00,NCSN,72540130
2015/10/18 23:36:08.97,37.79589,-121.96188,6.368,1.54,Md,0,0,0,0.00,NCSN,72540170
2015/10/18 23:41:36.17,37.78519,-121.96018,7.133,1.85,Md,0,0,0,0.00,NCSN,72540175
2015/10/19 00:09:46.72,37.79108,-121.95933,7.373,1.30,Md,0,0,0,0.00,NCSN,72540190
2015/10/19 00:29:49.73,37.78859,-121.95519,7.108,1.14,Md,0,0,0,0.00,NCSN,72540210
2015/10/19 01:28:02.95,37.79109,-121.95659,7.050,1.14,Md,0,0,0,0.00,NCSN,72540235
2015/10/19 01:29:17.09,37.79202,-121.95688,7.150,1.79,Md,0,0,0,0.00,NCSN,72540240
2015/10/19 01:31:36.67,37.79089,-121.96002,7.248,1.12,Md,0,0,0,0.00,NCSN,72540245
2015/10/19 01:54:18.50,37.79111,-121.95777,7.086,1.94,Md,0,0,0,0.00,NCSN,72540255
2015/10/19 01:56:50.53,37.79170,-121.95767,7.166,1.28,Md,0,0,0,0.00,NCSN,72540260
2015/10/19 02:04:47.17,37.79060,-121.95932,7.087,1.39,Md,0,0,0,0.00,NCSN,72540265
2015/10/19 02:35:59.62,37.78533,-121.95965,6.690,1.82,Md,0,0,0,0.00,NCSN,72540270
2015/10/19 02:49:13.24,37.78797,-121.95593,6.973,1.41,Md,0,0,0,0.00,NCSN,72540275
2015/10/19 03:26:41.44,37.78365,-121.96256,5.759,0.93,Md,0,0,0,0.00,NCSN,72540285
2015/10/19 03:31:12.20,37.79456,-121.96467,6.813,1.83,Md,0,0,0,0.00,NCSN,72540290
2015/10/19 05:15:32.13,37.78776,-121.95927,7.036,1.55,Md,0,0,0,0.00,NCSN,72540305
2015/10/19 06:48:13.19,37.78175,-121.96079,6.558,1.26,Md,0,0,0,0.00,NCSN,72540325
2015/10/19 06:50:29.03,37.78314,-121.95897,6.358,1.35,Md,0,0,0,0.00,NCSN,72540330
2015/10/19 06:55:41.97,37.79090,-121.95812,7.352,1.98,Md,0,0,0,0.00,NCSN,72540335
2015/10/19 07:28:43.27,37.79431,-121.96604,9.131,0.62,Md,0,0,0,0.00,NCSN,72540350
2015/10/19 07:28:46.64,37.78849,-121.95832,5.947,0.72,Md,0,0,0,0.00,NCSN,71097759
2015/10/19 08:03:24.63,37.79073,-121.95521,7.459,1.92,Md,0,0,0,0.00,NCSN,72540365
2015/10/19 10:06:35.13,37.78565,-121.95578,7.282,1.40,Md,0,0,0,0.00,NCSN,72540410
2015/10/19 14:05:50.41,37.79055,-121.95674,7.470,1.09,Md,0,0,0,0.00,NCSN,72540445
2015/10/19 15:29:38.75,37.79573,-121.96085,5.989,1.53,Md,0,0,0,0.00,NCSN,72540470
2015/10/19 16:17:40.40,37.79599,-121.96071,6.072,2.19,Md,0,0,0,0.00,NCSN,72540480
2015/10/19 16:27:34.19,37.79474,-121.96902,6.300,0.77,Md,0,0,0,0.00,NCSN,72540485
2015/10/19 16:33:13.08,37.79592,-121.96285,6.070,0.87,Md,0,0,0,0.00,NCSN,72540490
2015/10/19 16:35:59.51,37.79466,-121.96300,6.330,1.53,Md,0,0,0,0.00,NCSN,72540495
2015/10/19 16:36:12.73,37.79549,-121.96208,6.254,2.14,Md,0,0,0,0.00,NCSN,72540500
2015/10/19 17:22:29.45,37.79000,-121.96070,7.597,1.45,Md,0,0,0,0.00,NCSN,72540525
2015/10/19 17:24:09.87,37.78725,-121.96063,6.699,1.08,Md,0,0,0,0.00,NCSN,72540530
2015/10/19 17:24:27.45,37.78855,-121.96195,6.881,0.91,Md,0,0,0,0.00,NCSN,71097999
2015/10/19 17:44:07.92,37.79359,-121.96267,5.878,1.12,Md,0,0,0,0.00,NCSN,72540540
2015/10/19 17:53:35.17,37.79464,-121.96320,6.815,1.94,Md,0,0,0,0.00,NCSN,72540555
2015/10/19 18:11:27.10,37.79726,-121.96014,6.445,2.36,Md,0,0,0,0.00,NCSN,72540560
2015/10/19 18:29:59.26,37.79690,-121.96208,6.034,0.82,Md,0,0,0,0.00,NCSN,72540570
2015/10/19 19:00:46.75,37.79558,-121.96238,6.460,1.85,Md,0,0,0,0.00,NCSN,72540585
