yyyy,mm,dd,HH,MM,SS.SSS,lat(deg),lon(deg),depth(km),x(m),y(m),z(m),magnitude
2015,07,10,05,06,21.960,34.404879,-118.986670,14.060,-216.7,219.4,-20.8,0.92
2015,07,10,05,08,19.800,34.401510,-118.977694,13.895,608.4,-154.4,-186.3,1.58
2015,07,10,05,13,45.330,34.405554,-118.987012,14.094,-248.4,294.3,13.0,0.68
2015,07,10,05,16,41.320,34.401192,-118.977889,13.879,590.3,-189.4,-201.8,1.02
2015,07,10,05,19,11.070,34.402079,-118.986068,13.927,-161.9,-91.1,-154.4,1.86
2015,07,10,05,19,45.790,34.401514,-118.986214,13.908,-175.2,-154.0,-173.4,0.72
2015,07,10,05,20,59.270,34.403540,-118.977572,13.910,619.5,70.8,-171.3,0.16
2015,07,10,05,24,49.170,34.402315,-118.977458,13.921,630.2,-64.9,-160.2,0.96
2015,07,10,05,26,03.580,34.402177,-118.989551,14.044,-481.7,-80.6,-37.5,0.45
2015,07,10,05,30,13.670,34.399618,-118.979036,13.792,484.8,-364.2,-289.0,1.33
2015,07,10,05,30,42.510,34.399471,-118.979622,13.812,430.9,-380.5,-269.0,2.20
2015,07,10,05,31,10.580,34.399402,-118.979207,13.776,469.0,-388.2,-305.3,1.12
2015,07,10,05,31,25.170,34.405111,-118.983610,13.974,64.7,245.0,-107.4,1.09
2015,07,10,05,31,43.740,34.399504,-118.978800,13.796,506.5,-377.0,-284.6,0.76
2015,07,10,05,32,00.090,34.399736,-118.980916,13.794,311.8,-351.3,-286.9,1.08
2015,07,10,05,32,41.710,34.402665,-118.977677,13.928,609.6,-26.2,-152.9,0.72
2015,07,10,05,33,17.160,34.402677,-118.977563,13.937,620.6,-24.7,-144.2,1.10
2015,07,10,05,33,28.680,34.400252,-118.980160,13.815,381.3,-294.0,-265.7,1.27
2015,07,10,05,36,13.420,34.402014,-118.978353,13.917,548.0,-98.3,-164.2,0.62
2015,07,10,05,37,07.600,34.400472,-118.980363,13.864,363.0,-269.7,-216.8,0.26
2015,07,10,05,39,00.600,34.400081,-118.978898,13.819,497.7,-312.8,-262.1,0.85
2015,07,10,05,44,26.860,34.399312,-118.987956,13.854,-335.3,-398.3,-227.3,0.79
2015,07,10,05,45,04.800,34.398438,-118.980558,13.721,344.6,-495.0,-360.5,0.34
2015,07,10,05,49,12.060,34.403996,-118.978133,13.966,567.8,121.3,-115.0,0.72
2015,07,10,05,50,35.580,34.405823,-118.987695,14.114,-311.0,324.3,33.0,0.99
2015,07,10,05,51,07.970,34.398930,-118.987931,13.853,-332.9,-440.8,-227.7,1.18
2015,07,10,05,52,57.420,34.398653,-118.987728,13.826,-314.0,-471.1,-254.8,1.10
2015,07,10,05,55,14.910,34.401436,-118.977962,13.895,583.5,-162.6,-186.0,0.71
2015,07,10,05,56,37.070,34.398381,-118.987679,13.827,-309.9,-501.5,-254.3,0.07
2015,07,10,05,58,31.750,34.403019,-118.982332,13.929,181.6,12.9,-152.5,0.20
2015,07,10,06,00,36.920,34.401383,-118.978345,13.886,548.2,-168.1,-195.4,1.64
2015,07,10,06,03,55.540,34.403800,-118.977726,13.993,605.3,99.7,-88.2,0.64
2015,07,10,06,05,07.220,34.405701,-118.982015,13.999,210.6,310.4,-81.9,1.06
2015,07,10,06,06,49.350,34.404085,-118.977922,14.016,587.3,131.4,-65.5,0.92
2015,07,10,06,08,15.600,34.402104,-118.989331,13.952,-461.5,-88.6,-128.8,0.38
2015,07,10,06,09,38.280,34.398429,-118.987443,13.926,-287.9,-496.0,-154.8,0.37
2015,07,10,06,13,53.270,34.399813,-118.978239,13.832,558.1,-342.4,-249.2,1.15
2015,07,10,06,15,15.280,34.400334,-118.986255,13.862,-178.6,-285.0,-219.1,0.96
2015,07,10,06,19,14.540,34.403829,-118.978068,13.991,573.8,103.0,-90.3,1.49
2015,07,10,06,19,33.090,34.403320,-118.978182,13.974,563.5,46.5,-107.5,0.60
2015,07,10,06,20,56.840,34.404285,-118.977897,14.014,590.0,153.4,-67.3,0.59
2015,07,10,06,22,14.750,34.404488,-118.977441,13.718,631.3,176.0,-362.8,0.46
2015,07,10,06,24,04.820,34.404614,-118.977629,13.837,614.4,189.8,-244.3,0.32
2015,07,10,06,26,11.830,34.400623,-118.980265,13.874,372.0,-252.6,-207.4,0.60
2015,07,10,06,26,58.370,34.398873,-118.987337,13.857,-278.0,-446.7,-224.4,0.66
2015,07,10,06,32,41.540,34.404167,-118.989225,14.022,-452.3,140.5,-59.0,0.12
2015,07,10,06,33,23.700,34.401872,-118.976660,13.877,703.6,-114.2,-204.0,0.37
2015,07,10,06,37,36.410,34.398649,-118.987948,13.829,-334.8,-471.8,-251.6,1.12
2015,07,10,06,42,38.180,34.400260,-118.986629,13.856,-213.3,-293.1,-225.0,0.05
2015,07,10,06,45,13.310,34.401632,-118.988298,13.961,-366.4,-141.0,-119.9,2.15
2015,07,10,06,45,32.320,34.401192,-118.988916,13.938,-423.3,-189.7,-143.0,1.47
2015,07,10,06,47,15.200,34.399312,-118.987451,13.932,-288.6,-398.3,-149.3,0.08
2015,07,10,06,48,09.410,34.405717,-118.986906,14.105,-238.7,312.2,23.7,1.79
2015,07,10,06,51,45.520,34.404183,-118.977686,13.894,609.3,142.1,-187.3,0.35
2015,07,10,06,52,05.090,34.399182,-118.977759,13.808,602.3,-412.7,-272.8,0.18
2015,07,10,06,56,04.590,34.399141,-118.979460,13.754,445.7,-417.1,-327.5,0.52
2015,07,10,06,57,07.800,34.399512,-118.979419,13.765,449.7,-376.1,-316.3,0.30
2015,07,10,06,57,28.870,34.402970,-118.989111,14.050,-441.3,7.8,-30.6,0.37
2015,07,10,07,01,28.680,34.404488,-118.988232,14.078,-360.6,176.1,-2.9,0.16
2015,07,10,07,04,54.230,34.404602,-118.980851,13.965,317.9,188.6,-115.8,0.80
2015,07,10,07,04,57.080,34.400411,-118.989722,13.907,-497.9,-276.1,-174.3,0.90
2015,07,10,07,06,06.610,34.400989,-118.978670,13.895,518.6,-212.1,-185.8,0.52
2015,07,10,07,07,23.710,34.400134,-118.989429,13.901,-470.5,-306.8,-180.5,1.39
2015,07,10,07,08,31.580,34.399223,-118.988460,13.878,-381.5,-407.8,-202.9,0.23
2015,07,10,07,09,24.180,34.401929,-118.989836,13.978,-508.4,-108.0,-103.1,0.29
2015,07,10,07,11,16.730,34.399475,-118.978678,13.808,517.6,-380.0,-272.8,0.61
2015,07,10,07,17,37.440,34.400004,-118.988973,13.949,-428.9,-321.6,-132.0,0.44
2015,07,10,07,17,42.150,34.404163,-118.978809,13.998,505.8,139.7,-83.4,0.88
2015,07,10,07,20,00.210,34.404073,-118.979069,14.089,482.0,129.8,8.3,0.42
2015,07,10,07,25,57.020,34.406047,-118.985433,14.071,-103.3,348.9,-9.7,0.67
2015,07,10,07,28,31.680,34.404395,-118.978182,13.961,563.3,165.8,-120.1,0.63
2015,07,10,07,29,44.030,34.399569,-118.989266,13.804,-455.6,-369.5,-276.8,0.15
2015,07,10,07,31,40.070,34.403841,-118.978703,13.990,515.3,104.3,-91.4,1.67
2015,07,10,07,33,06.780,34.400651,-118.987410,13.891,-284.9,-249.4,-190.2,1.35
2015,07,10,07,33,17.830,34.400614,-118.987085,13.879,-255.5,-253.7,-202.3,0.87
2015,07,10,07,33,39.850,34.400354,-118.987687,13.908,-310.7,-282.6,-173.4,0.25
2015,07,10,07,35,28.200,34.399418,-118.987777,13.910,-319.1,-386.5,-171.3,0.39
2015,07,10,07,38,23.670,34.402112,-118.989510,14.022,-478.2,-87.7,-59.1,0.19
2015,07,10,07,38,48.240,34.404130,-118.978874,13.946,499.8,136.3,-134.7,0.17
2015,07,10,07,39,54.110,34.399752,-118.989209,13.894,-450.8,-349.6,-187.2,0.77
2015,07,10,07,41,15.570,34.403552,-118.978402,13.977,543.0,72.2,-103.8,0.88
2015,07,10,07,41,43.810,34.400167,-118.989071,13.956,-438.0,-303.4,-124.8,0.37
2015,07,10,07,48,42.540,34.399776,-118.988908,13.951,-423.1,-346.5,-129.8,0.34
2015,07,10,07,53,35.350,34.400509,-118.989958,13.907,-519.0,-265.6,-173.9,1.18
2015,07,10,07,54,49.890,34.400326,-118.989575,13.770,-484.1,-285.5,-311.2,0.01
2015,07,10,07,56,15.510,34.400932,-118.989746,13.927,-499.8,-218.5,-154.1,0.84
2015,07,10,08,13,15.520,34.404561,-118.978638,14.001,521.5,184.1,-80.2,0.87
2015,07,10,08,16,30.980,34.403967,-118.979378,13.965,453.2,118.2,-115.6,0.95
2015,07,10,08,19,30.130,34.404582,-118.977718,13.998,606.4,186.5,-82.8,0.67
2015,07,10,08,22,33.710,34.399955,-118.986637,13.849,-214.0,-326.8,-231.6,1.26
2015,07,10,08,24,43.430,34.402832,-118.984823,14.034,-47.1,-7.5,-47.3,0.16
2015,07,10,08,24,59.120,34.399984,-118.986995,13.917,-247.2,-323.8,-164.3,0.28
2015,07,10,08,26,57.540,34.403552,-118.978947,13.955,493.3,72.0,-126.5,0.93
2015,07,10,08,28,00.680,34.401090,-118.975562,13.938,804.6,-200.9,-143.4,0.53
2015,07,10,08,38,02.380,34.401412,-118.989494,13.893,-476.5,-165.3,-188.2,0.29
2015,07,10,08,39,20.030,34.405241,-118.986743,14.076,-224.0,259.4,-5.2,0.77
2015,07,10,08,41,33.840,34.404525,-118.978198,13.923,561.8,180.2,-158.5,0.42
2015,07,10,08,47,20.220,34.404659,-118.978866,14.013,500.3,194.9,-68.5,0.70
2015,07,10,08,47,23.370,34.399426,-118.978011,13.789,579.3,-385.2,-291.6,0.66
2015,07,10,08,54,17.180,34.401518,-118.989673,13.931,-493.3,-153.4,-150.3,0.91
2015,07,10,09,04,54.670,34.400777,-118.975863,13.863,776.4,-235.7,-218.1,0.56
2015,07,10,09,07,36.620,34.403072,-118.976489,13.805,719.0,18.9,-275.6,0.41
2015,07,10,09,12,53.320,34.399231,-118.988534,13.850,-388.3,-407.0,-231.0,0.35
2015,07,10,09,13,31.890,34.405273,-118.986165,14.080,-170.2,263.0,-1.1,0.85
2015,07,10,09,17,02.000,34.400448,-118.978507,13.927,533.4,-272.1,-154.2,0.33
2015,07,10,09,21,54.390,34.405469,-118.986149,14.079,-169.3,284.7,-1.9,1.22
2015,07,10,09,26,25.030,34.405444,-118.985750,14.036,-132.3,282.1,-45.5,0.24
2015,07,10,09,28,10.520,34.401404,-118.975545,13.723,806.2,-166.0,-358.3,0.86
2015,07,10,09,32,48.910,34.405973,-118.986597,14.167,-210.3,340.8,86.0,0.10
2015,07,10,09,35,28.950,34.405457,-118.985726,14.075,-130.5,283.3,-6.3,0.56
2015,07,10,09,37,48.950,34.405725,-118.985913,14.093,-147.2,313.1,12.0,1.55
2015,07,10,09,38,50.780,34.405933,-118.986239,14.077,-177.3,336.4,-3.9,0.92
2015,07,10,09,41,23.200,34.405058,-118.986149,14.029,-169.4,239.3,-52.3,0.44
2015,07,10,09,43,19.580,34.406185,-118.985872,14.007,-143.6,364.1,-73.8,0.27
2015,07,10,09,46,07.820,34.404464,-118.978548,13.982,529.8,173.3,-98.9,0.84
2015,07,10,09,46,25.750,34.404199,-118.979321,13.983,458.8,144.2,-98.3,0.75
2015,07,10,09,50,59.800,34.404911,-118.985506,14.038,-109.8,223.1,-43.0,0.95
2015,07,10,09,56,22.490,34.404911,-118.985229,14.012,-84.4,223.1,-69.2,0.73
2015,07,10,10,03,26.800,34.405953,-118.985636,14.071,-122.1,338.4,-9.6,0.89
2015,07,10,10,05,27.560,34.400903,-118.976310,13.949,735.3,-221.8,-132.1,0.46
2015,07,10,10,12,15.500,34.405656,-118.985384,14.080,-99.1,305.8,-0.6,0.25
2015,07,10,10,14,49.960,34.405391,-118.985229,14.027,-84.6,276.3,-53.7,1.43
2015,07,10,10,15,26.960,34.404456,-118.981152,13.941,290.3,172.2,-140.5,0.34
2015,07,10,10,17,33.820,34.398503,-118.979907,13.759,405.1,-487.9,-322.5,0.39
2015,07,10,10,27,42.410,34.404586,-118.978312,13.944,551.5,186.7,-137.5,0.62
2015,07,10,10,28,50.080,34.405310,-118.984814,13.987,-46.7,267.2,-94.5,0.41
2015,07,10,10,30,05.630,34.404793,-118.978231,13.799,558.7,209.8,-282.0,0.57
2015,07,10,10,30,54.790,34.406258,-118.986662,14.022,-216.5,372.3,-59.3,0.26
2015,07,10,10,31,35.530,34.405884,-118.985832,13.918,-139.8,330.8,-163.2,0.19
2015,07,10,10,53,57.650,34.406095,-118.987508,14.022,-294.0,354.5,-59.1,0.34
2015,07,10,10,56,02.100,34.405815,-118.987956,14.105,-335.2,323.0,24.2,0.56
2015,07,10,11,17,02.210,34.404683,-118.980046,14.008,392.4,197.7,-72.9,0.40
2015,07,10,11,30,32.400,34.405448,-118.988322,14.101,-369.2,282.7,20.1,0.79
2015,07,10,11,40,09.810,34.403528,-118.980192,13.944,378.6,69.5,-137.0,0.61
2015,07,10,11,44,28.230,34.404838,-118.979541,13.929,438.2,214.7,-151.9,0.30
2015,07,10,11,47,31.870,34.399504,-118.988924,14.043,-424.2,-376.9,-38.0,0.12
2015,07,10,11,50,27.740,34.401477,-118.980249,13.880,373.3,-158.1,-201.0,1.35
2015,07,10,11,52,12.430,34.405416,-118.988118,14.099,-349.9,279.1,17.9,0.89
2015,07,10,11,56,00.920,34.405912,-118.985075,13.951,-70.0,334.0,-130.2,0.39
2015,07,10,12,36,40.280,34.404928,-118.988859,14.077,-418.1,224.8,-3.9,1.42
2015,07,10,12,41,15.160,34.401860,-118.989933,13.996,-516.8,-115.3,-85.2,0.29
2015,07,10,13,02,04.180,34.400659,-118.986637,13.838,-214.0,-248.8,-243.5,0.27
2015,07,10,13,11,11.040,34.404427,-118.988810,14.069,-413.6,169.4,-11.6,1.03
2015,07,10,13,16,29.500,34.404301,-118.989233,14.051,-453.0,155.5,-29.7,1.58
2015,07,10,13,24,51.170,34.404488,-118.988835,14.146,-416.0,176.0,64.5,0.29
2015,07,10,13,31,40.890,34.405151,-118.988916,14.089,-423.3,249.8,7.8,0.96
2015,07,10,13,34,37.710,34.404220,-118.979598,13.901,433.5,146.3,-180.4,0.67
2015,07,10,13,37,59.200,34.405579,-118.989388,14.175,-466.8,297.2,94.3,0.10
2015,07,10,13,47,59.470,34.399255,-118.988729,13.863,-406.3,-404.3,-218.5,1.39
2015,07,10,13,55,44.570,34.403866,-118.979972,13.944,399.1,106.9,-137.0,0.31
2015,07,10,13,59,05.210,34.404252,-118.979476,13.998,444.4,149.9,-82.6,0.78
2015,07,10,14,20,21.130,34.402995,-118.976465,13.901,721.0,10.4,-179.8,0.65
2015,07,10,14,30,32.890,34.405709,-118.987402,13.928,-284.4,311.4,-153.4,0.29
2015,07,10,14,46,23.970,34.405363,-118.981567,13.977,251.9,272.9,-104.4,0.82
2015,07,10,15,42,27.880,34.400024,-118.988574,13.878,-391.9,-319.3,-203.4,1.35
2015,07,10,15,42,58.950,34.399768,-118.988273,13.864,-364.1,-347.6,-216.6,1.40
2015,07,10,15,52,30.090,34.398796,-118.988688,13.902,-402.9,-455.4,-179.1,0.50
2015,07,10,16,00,26.760,34.404228,-118.979297,13.833,460.8,147.1,-247.6,0.52
2015,07,10,16,03,07.000,34.405416,-118.989583,14.027,-485.2,279.1,-53.8,0.34
2015,07,10,16,14,38.780,34.405554,-118.989632,14.128,-489.1,294.5,47.1,0.67
2015,07,10,16,15,28.720,34.400439,-118.988094,13.895,-347.8,-273.0,-186.1,0.94
2015,07,10,16,45,15.670,34.401636,-118.978011,13.971,578.9,-140.2,-109.7,0.42
2015,07,10,17,07,52.680,34.407121,-118.987313,14.110,-276.5,468.2,29.2,0.64
2015,07,10,17,12,36.120,34.400476,-118.986841,13.893,-232.4,-269.0,-187.8,2.28
2015,07,10,17,15,30.960,34.406889,-118.987581,14.112,-300.9,442.4,30.5,0.67
2015,07,10,18,00,00.040,34.403971,-118.979232,13.926,466.7,118.8,-155.4,0.85
2015,07,10,18,10,12.840,34.399756,-118.989209,13.887,-450.2,-348.9,-193.6,0.34
2015,07,10,18,11,51.120,34.399508,-118.989307,13.891,-459.2,-376.4,-190.2,0.54
2015,07,10,18,39,48.000,34.400045,-118.976839,13.821,687.2,-316.7,-259.9,0.84
2015,07,10,19,33,18.800,34.407072,-118.987484,14.099,-292.1,462.6,17.8,0.80
2015,07,10,19,34,27.880,34.406995,-118.987337,14.082,-278.2,453.9,1.1,0.71
2015,07,10,21,21,26.020,34.405839,-118.988973,14.123,-429.0,325.7,42.4,0.74
2015,07,10,21,35,28.680,34.402059,-118.979362,13.932,454.8,-93.4,-148.7,0.96
2015,07,10,22,02,00.200,34.405656,-118.988607,14.122,-394.9,305.7,40.5,1.71
2015,07,10,22,06,30.640,34.405676,-118.989087,14.101,-439.5,307.8,19.9,0.59
2015,07,10,22,27,17.400,34.404484,-118.988216,14.059,-359.5,175.6,-21.9,0.67
2015,07,11,02,16,36.950,34.398035,-118.986092,13.915,-164.0,-539.7,-165.6,0.72
2015,07,11,02,23,01.370,34.398389,-118.986027,13.813,-157.8,-500.4,-267.8,1.20
2015,07,11,02,49,20.760,34.402364,-118.976123,13.847,752.9,-59.5,-233.7,0.60
2015,07,11,03,22,15.370,34.397990,-118.985881,13.761,-144.6,-544.9,-319.7,0.74
2015,07,11,05,32,16.050,34.402486,-118.979867,13.910,408.4,-46.0,-171.3,0.68
2015,07,11,07,05,24.490,34.404358,-118.980697,13.876,332.0,161.8,-204.9,0.22
2015,07,11,07,40,01.500,34.399581,-118.976750,13.837,695.4,-368.4,-243.6,0.48
2015,07,11,08,05,28.930,34.399552,-118.976807,13.808,689.9,-371.3,-273.0,0.66
2015,07,11,08,45,21.020,34.399443,-118.976506,13.775,717.9,-383.9,-305.9,0.78
2015,07,11,12,00,06.910,34.405990,-118.986597,14.110,-209.9,342.6,28.8,0.11
2015,07,11,13,04,03.500,34.400871,-118.980794,13.871,323.1,-225.1,-210.5,0.26
2015,07,11,14,40,53.050,34.405815,-118.981584,13.990,250.6,323.1,-90.9,0.40
2015,07,12,06,39,04.170,34.398328,-118.982536,13.808,162.8,-507.5,-273.3,0.53
2015,07,12,07,10,21.650,34.403841,-118.979020,13.864,486.7,104.4,-217.4,0.42
2015,07,12,08,02,09.700,34.406283,-118.988029,14.112,-341.9,375.1,30.5,0.45
2015,07,12,08,54,02.290,34.403451,-118.987638,14.017,-306.4,60.7,-64.4,0.64
2015,07,12,14,09,25.890,34.403263,-118.979045,13.902,484.1,40.3,-179.2,0.24
2015,07,12,14,58,40.760,34.404456,-118.979704,13.814,423.2,172.5,-267.1,0.62
2015,07,12,14,59,17.470,34.404443,-118.980184,13.834,379.2,171.1,-246.8,0.58
2015,07,12,15,13,52.690,34.403731,-118.989600,14.050,-486.7,92.0,-31.5,1.46
2015,07,12,15,15,19.410,34.403438,-118.989551,14.052,-481.5,59.5,-29.0,0.56
2015,07,12,15,19,59.430,34.403166,-118.989925,14.067,-516.5,29.2,-13.6,0.64
2015,07,12,15,38,56.610,34.403276,-118.990007,14.055,-524.1,41.4,-26.3,0.64
2015,07,12,15,49,22.860,34.401957,-118.989966,14.011,-520.4,-104.8,-69.9,2.27
2015,07,12,15,52,09.180,34.401855,-118.989404,13.979,-468.5,-115.9,-102.3,1.48
2015,07,12,15,53,04.180,34.400887,-118.990080,13.910,-530.7,-223.6,-171.5,0.35
2015,07,12,15,54,11.510,34.403308,-118.989006,14.032,-432.1,45.3,-49.0,1.34
2015,07,12,15,58,32.510,34.401257,-118.990625,13.931,-580.7,-182.3,-149.7,0.59
2015,07,12,15,59,14.070,34.403430,-118.988688,14.044,-402.7,58.6,-37.4,0.50
2015,07,12,16,00,31.110,34.403276,-118.988656,14.031,-399.3,41.4,-50.5,0.56
2015,07,12,16,06,02.680,34.402718,-118.989494,14.029,-476.3,-20.5,-52.2,0.77
2015,07,12,16,07,24.990,34.401457,-118.989502,13.955,-477.7,-160.4,-126.4,1.88
2015,07,12,16,08,30.980,34.401115,-118.989136,13.906,-443.5,-198.2,-175.0,0.48
2015,07,12,16,08,58.820,34.401001,-118.989681,13.935,-493.9,-210.7,-146.3,0.48
2015,07,12,16,09,06.370,34.401225,-118.990389,13.915,-559.1,-186.1,-166.1,0.76
2015,07,12,16,20,45.510,34.403308,-118.990129,14.059,-534.7,45.2,-21.8,2.07
2015,07,12,16,21,27.820,34.404053,-118.989054,14.079,-436.6,127.7,-2.2,0.63
2015,07,12,16,29,13.710,34.404028,-118.988721,14.044,-405.9,124.9,-37.3,0.67
2015,07,12,16,34,31.200,34.404415,-118.990365,14.105,-557.0,167.9,24.3,0.49
2015,07,12,16,44,40.900,34.404240,-118.990381,14.085,-558.2,148.6,4.0,1.05
2015,07,12,16,51,56.850,34.403739,-118.990609,14.093,-579.1,92.8,11.9,2.22
2015,07,12,16,52,21.700,34.404655,-118.989274,14.104,-456.6,194.8,23.0,2.07
2015,07,12,16,53,54.630,34.405021,-118.988867,14.106,-419.3,235.3,25.2,0.66
2015,07,12,17,01,13.040,34.403918,-118.991374,14.042,-649.2,113.0,-38.7,0.34
2015,07,12,17,04,53.960,34.405151,-118.989876,14.101,-511.9,249.5,19.9,0.99
2015,07,12,17,05,21.600,34.404411,-118.990991,14.113,-614.4,167.6,31.5,1.70
2015,07,12,17,06,28.840,34.404496,-118.991178,14.110,-631.2,177.0,29.0,0.88
2015,07,12,17,11,53.060,34.402852,-118.990739,14.058,-590.9,-5.3,-23.4,1.33
2015,07,12,17,16,08.400,34.405164,-118.989575,14.096,-483.8,251.1,15.3,0.69
2015,07,12,17,31,09.600,34.405583,-118.989616,14.096,-487.8,297.5,15.1,0.50
2015,07,12,17,32,31.760,34.405721,-118.989852,14.128,-509.4,312.8,46.9,0.92
2015,07,12,17,35,43.880,34.405652,-118.989697,14.110,-495.6,304.9,28.7,0.55
2015,07,12,17,37,39.360,34.402934,-118.991016,14.087,-616.7,3.7,6.0,0.67
2015,07,12,18,05,23.660,34.403288,-118.991333,14.063,-646.1,42.9,-17.8,0.50
2015,07,12,18,34,01.000,34.404517,-118.990340,14.075,-554.5,179.1,-5.8,0.39
2015,07,12,18,34,09.180,34.404211,-118.990413,14.092,-561.3,145.4,11.3,0.78
2015,07,12,18,39,55.320,34.405025,-118.990674,14.102,-585.0,235.4,21.0,1.38
2015,07,12,18,53,39.160,34.405815,-118.990023,14.142,-525.6,323.3,61.1,0.83
2015,07,12,18,55,22.280,34.404985,-118.989632,14.063,-489.4,231.0,-18.2,0.53
2015,07,12,19,12,21.340,34.404895,-118.989925,14.111,-516.0,221.1,29.6,1.88
2015,07,12,19,45,49.560,34.401803,-118.990885,14.006,-604.4,-122.1,-74.8,1.16
2015,07,12,19,46,01.160,34.401835,-118.991162,14.022,-629.8,-118.2,-59.5,1.37
2015,07,12,20,00,22.900,34.406205,-118.988306,14.143,-367.3,366.5,62.2,0.53
2015,07,12,20,32,25.640,34.404989,-118.990422,14.109,-562.1,231.5,28.0,0.54
2015,07,12,21,14,45.620,34.404317,-118.991268,14.114,-639.8,157.2,32.8,0.27
2015,07,12,21,16,03.640,34.404761,-118.979419,13.862,449.6,206.2,-219.4,0.43
2015,07,12,21,24,48.360,34.404419,-118.979476,13.856,444.7,168.6,-225.3,0.75
2015,07,12,22,56,46.480,34.406970,-118.989339,14.113,-462.3,451.3,32.0,0.62
2015,07,13,00,27,38.590,34.401912,-118.992155,14.042,-721.7,-109.8,-38.8,0.76
2015,07,13,00,59,15.210,34.403577,-118.980762,14.100,326.3,74.8,19.4,0.48
2015,07,13,01,30,28.360,34.406470,-118.990096,14.227,-532.0,395.9,146.0,0.31
2015,07,13,03,22,57.570,34.403935,-118.979338,14.038,457.0,114.4,-42.9,0.55
2015,07,13,05,31,05.860,34.401090,-118.991748,14.089,-683.6,-200.8,8.2,0.57
2015,07,13,05,44,58.590,34.401286,-118.991805,14.041,-689.3,-179.3,-40.2,0.78
2015,07,13,05,47,00.160,34.401099,-118.991919,14.063,-699.5,-200.0,-18.1,0.77
2015,07,13,05,56,17.350,34.401534,-118.991634,14.063,-673.3,-151.5,-18.1,0.19
2015,07,13,06,14,58.800,34.402409,-118.992440,13.995,-747.7,-54.7,-86.0,0.16
2015,07,13,07,30,00.070,34.401998,-118.991797,14.052,-688.6,-100.2,-29.5,1.15
2015,07,13,07,33,59.380,34.404525,-118.979541,13.946,438.3,180.2,-134.7,0.47
2015,07,13,07,36,22.720,34.402393,-118.991553,14.072,-665.9,-56.2,-9.4,2.55
2015,07,13,07,37,50.490,34.401245,-118.992358,14.047,-739.7,-183.8,-34.2,0.71
2015,07,13,07,38,05.960,34.402181,-118.991903,14.063,-698.0,-79.7,-18.3,0.35
2015,07,13,07,39,26.690,34.401095,-118.992188,14.044,-724.1,-200.5,-36.8,0.98
2015,07,13,07,43,11.640,34.403752,-118.991764,14.173,-685.0,94.3,92.0,0.29
2015,07,13,07,44,54.660,34.402006,-118.992090,14.009,-715.0,-99.4,-71.6,0.28
2015,07,13,07,46,09.150,34.401025,-118.992505,14.113,-753.6,-207.9,32.2,0.37
2015,07,13,07,46,54.010,34.403455,-118.991764,14.106,-685.2,61.4,25.2,0.59
2015,07,13,07,48,33.770,34.403593,-118.991585,14.108,-668.7,77.0,26.5,2.22
2015,07,13,07,51,54.240,34.401111,-118.992529,14.085,-755.6,-198.6,4.3,0.22
2015,07,13,07,59,53.710,34.404753,-118.991463,14.120,-657.8,205.5,39.2,0.68
2015,07,13,08,01,40.000,34.404329,-118.991854,14.115,-693.9,158.2,34.0,0.97
2015,07,13,08,04,18.860,34.404944,-118.991325,14.157,-645.3,226.4,76.3,2.52
2015,07,13,08,06,33.500,34.405306,-118.990438,14.153,-563.8,266.9,72.0,2.45
2015,07,13,08,08,13.640,34.404561,-118.991935,14.135,-701.4,184.1,54.3,0.48
2015,07,13,08,08,24.130,34.405778,-118.991032,14.131,-617.7,319.3,49.9,0.97
2015,07,13,08,09,54.840,34.404964,-118.991992,14.146,-706.4,228.9,65.1,1.82
2015,07,13,08,11,07.470,34.403178,-118.992334,14.095,-738.0,30.5,13.9,0.36
2015,07,13,08,11,14.470,34.404154,-118.991707,14.095,-680.5,138.9,14.2,0.39
2015,07,13,08,11,44.190,34.406108,-118.989738,14.147,-499.0,355.5,65.5,0.24
2015,07,13,08,12,21.450,34.404712,-118.989429,14.037,-470.7,200.9,-43.8,0.18
2015,07,13,08,13,24.580,34.405575,-118.991382,14.125,-650.5,296.5,44.0,0.73
2015,07,13,08,14,25.050,34.406108,-118.989950,14.147,-518.4,355.7,66.1,0.27
2015,07,13,08,17,52.780,34.406120,-118.991829,14.175,-691.1,356.9,93.7,0.40
2015,07,13,08,18,21.960,34.404753,-118.992301,14.126,-734.9,205.2,44.5,1.29
2015,07,13,08,21,17.070,34.404932,-118.993001,14.234,-799.0,225.4,152.5,0.11
2015,07,13,08,24,28.000,34.404024,-118.989705,14.007,-495.8,124.6,-73.9,0.02
2015,07,13,08,24,52.440,34.401371,-118.992017,14.003,-708.4,-169.6,-77.9,0.10
2015,07,13,08,25,02.200,34.406230,-118.989201,14.107,-449.8,369.3,25.5,0.30
2015,07,13,08,25,42.230,34.406079,-118.991610,14.246,-671.5,352.3,164.5,0.21
2015,07,13,08,26,35.090,34.405802,-118.988810,14.159,-413.8,321.7,77.9,2.34
2015,07,13,08,30,00.980,34.404195,-118.992196,14.136,-724.9,143.4,54.5,2.47
2015,07,13,08,31,28.760,34.405786,-118.992383,14.105,-741.9,320.1,24.4,0.55
2015,07,13,08,32,50.380,34.403084,-118.992570,14.103,-759.4,20.4,21.7,2.29
2015,07,13,08,34,02.190,34.405933,-118.991577,14.147,-668.4,336.2,65.7,0.63
2015,07,13,08,34,11.350,34.406327,-118.989144,14.152,-444.6,379.9,70.6,1.43
