yyyy,mm,dd,HH,MM,SS.SSS,lat(deg),lon(deg),depth(km),x(m),y(m),z(m),magnitude
2015,07,13,08,34,44.670,34.402478,-118.992310,14.000,-735.4,-46.8,-81.1,0.38
2015,07,13,08,34,48.680,34.405355,-118.992643,14.143,-766.1,272.1,61.6,0.39
2015,07,13,08,35,45.210,34.403638,-118.991813,14.125,-690.1,81.9,43.7,0.43
2015,07,13,08,37,57.500,34.402205,-118.992350,13.963,-739.2,-77.0,-117.8,0.24
2015,07,13,08,41,55.860,34.406649,-118.989323,14.148,-460.9,415.6,66.8,0.86
2015,07,13,08,42,20.010,34.402283,-118.992562,14.071,-758.6,-68.6,-9.9,0.24
2015,07,13,08,43,07.390,34.404850,-118.988468,14.074,-382.2,216.2,-7.1,0.15
2015,07,13,08,43,56.120,34.402563,-118.992684,14.070,-769.7,-37.6,-11.5,1.00
2015,07,13,08,45,12.990,34.406405,-118.989591,14.158,-486.0,388.8,77.0,0.67
2015,07,13,08,46,35.430,34.406405,-118.989827,14.164,-507.4,388.5,83.3,1.70
2015,07,13,08,48,52.670,34.406966,-118.989844,14.163,-509.1,451.1,82.4,0.33
2015,07,13,08,49,12.670,34.404492,-118.989722,14.075,-497.8,176.6,-5.9,0.61
2015,07,13,08,49,50.730,34.406571,-118.990894,14.187,-605.6,407.2,106.1,0.17
2015,07,13,08,50,08.580,34.403910,-118.991919,14.106,-699.7,112.1,25.1,0.88
2015,07,13,08,50,36.780,34.403556,-118.993319,14.107,-828.7,72.9,26.0,-0.01
2015,07,13,08,51,25.210,34.405575,-118.992822,13.955,-782.4,296.6,-125.9,0.28
2015,07,13,08,52,13.400,34.405693,-118.992912,14.118,-790.9,309.8,37.3,0.38
2015,07,13,08,54,03.150,34.400545,-118.992350,14.027,-739.3,-261.3,-53.7,0.81
2015,07,13,08,54,31.810,34.404350,-118.992985,14.120,-797.6,160.5,39.2,0.80
2015,07,13,08,57,04.690,34.406681,-118.990340,14.175,-554.8,419.3,93.6,0.46
2015,07,13,08,59,32.620,34.406201,-118.991626,14.178,-672.8,366.1,97.3,0.22
2015,07,13,09,00,11.910,34.401876,-118.992586,14.040,-760.8,-113.6,-40.6,0.63
2015,07,13,09,00,34.140,34.401615,-118.992480,14.047,-751.2,-142.7,-34.5,0.57
2015,07,13,09,00,44.780,34.404220,-118.988045,14.060,-343.7,146.4,-20.8,0.37
2015,07,13,09,02,42.720,34.401302,-118.992643,14.023,-766.0,-177.2,-58.1,0.25
2015,07,13,09,03,18.070,34.401367,-118.992765,14.051,-777.5,-170.4,-30.4,0.29
2015,07,13,09,03,34.430,34.400936,-118.990023,13.926,-525.0,-217.8,-155.3,0.44
2015,07,13,09,03,54.000,34.401009,-118.989836,13.921,-508.2,-210.0,-160.3,0.44
2015,07,13,09,04,08.660,34.402486,-118.992993,14.069,-798.3,-45.9,-12.0,0.47
2015,07,13,09,09,13.820,34.401115,-118.990649,13.979,-582.8,-198.0,-101.9,0.23
2015,07,13,09,12,10.140,34.401270,-118.992334,14.056,-737.6,-180.9,-24.9,0.70
2015,07,13,09,13,07.200,34.407316,-118.992033,14.179,-710.0,489.7,97.7,0.27
2015,07,13,09,13,51.600,34.406441,-118.990926,14.187,-608.6,392.8,106.1,1.39
2015,07,13,09,18,45.280,34.402437,-118.992782,13.993,-779.1,-51.6,-87.6,0.26
2015,07,13,09,19,23.560,34.405013,-118.993026,14.119,-801.1,234.2,37.9,0.82
2015,07,13,09,22,36.110,34.405872,-118.991504,14.178,-661.7,329.5,97.2,0.45
2015,07,13,09,22,57.700,34.403434,-118.991040,14.066,-618.9,59.0,-15.5,0.94
2015,07,13,09,26,00.360,34.401286,-118.991561,14.021,-666.9,-179.1,-60.0,0.59
2015,07,13,09,27,45.740,34.404366,-118.988354,14.068,-371.8,162.6,-12.9,1.09
2015,07,13,09,29,51.770,34.403023,-118.990991,14.118,-614.3,13.4,36.6,0.22
2015,07,13,09,35,05.080,34.404810,-118.992383,14.120,-742.5,211.6,39.3,0.78
2015,07,13,09,37,00.660,34.401355,-118.992529,14.040,-756.1,-171.7,-41.1,0.77
2015,07,13,09,43,12.600,34.401090,-118.992790,14.050,-779.7,-200.7,-31.2,0.95
2015,07,13,09,44,56.550,34.400867,-118.992944,14.078,-793.8,-225.7,-3.3,0.24
2015,07,13,09,51,10.580,34.402808,-118.992952,14.089,-794.6,-10.4,7.8,0.63
2015,07,13,09,54,11.160,34.400431,-118.992253,14.016,-730.4,-274.1,-64.6,0.74
2015,07,13,09,57,03.840,34.400631,-118.992651,14.116,-767.3,-252.0,35.3,0.11
2015,07,13,09,57,21.380,34.406132,-118.989575,14.155,-484.0,358.2,74.2,0.38
2015,07,13,09,59,40.550,34.403495,-118.991333,14.239,-646.1,66.1,158.0,0.14
2015,07,13,10,01,45.380,34.403337,-118.993343,14.085,-830.5,48.3,4.4,0.59
2015,07,13,10,04,51.770,34.400472,-118.992489,14.071,-751.8,-269.6,-9.9,0.49
2015,07,13,10,07,15.550,34.401147,-118.992798,14.041,-780.8,-194.6,-40.3,0.71
2015,07,13,10,09,50.040,34.404919,-118.992660,14.021,-767.7,223.9,-60.1,0.16
2015,07,13,10,14,23.630,34.405986,-118.991512,14.171,-662.1,342.1,90.1,1.99
2015,07,13,10,16,16.800,34.400468,-118.992773,14.104,-778.5,-269.7,22.5,0.78
2015,07,13,10,16,28.730,34.400977,-118.993123,14.075,-810.5,-213.5,-5.8,0.69
2015,07,13,10,19,19.780,34.404736,-118.991951,14.131,-702.7,203.7,50.1,0.46
2015,07,13,10,19,38.480,34.406352,-118.991309,14.172,-643.3,383.0,91.4,1.28
2015,07,13,10,21,29.970,34.406645,-118.991496,14.186,-660.7,415.3,104.7,0.86
2015,07,13,10,24,21.400,34.405709,-118.992399,14.114,-744.0,311.4,33.0,0.74
2015,07,13,10,27,47.830,34.402454,-118.993099,14.082,-808.1,-49.8,1.0,2.14
2015,07,13,10,30,10.170,34.402307,-118.993465,14.086,-841.7,-66.0,4.5,0.11
2015,07,13,10,32,33.650,34.401550,-118.993123,14.070,-810.3,-149.8,-10.8,0.40
2015,07,13,10,34,03.370,34.402307,-118.993660,14.061,-859.6,-65.7,-19.6,1.43
2015,07,13,10,35,26.340,34.401339,-118.993481,14.082,-843.3,-173.1,1.3,0.25
2015,07,13,10,45,10.690,34.402938,-118.992676,14.103,-769.2,4.0,22.1,0.19
2015,07,13,10,49,07.560,34.401742,-118.993620,14.025,-855.7,-128.6,-55.7,0.55
2015,07,13,10,51,11.360,34.401648,-118.993530,14.028,-847.6,-139.1,-52.8,0.06
2015,07,13,10,54,12.790,34.406156,-118.986759,14.077,-225.5,361.2,-4.3,0.19
2015,07,13,10,54,56.620,34.404183,-118.993270,14.069,-823.5,142.1,-12.2,0.20
2015,07,13,11,03,19.080,34.401453,-118.993058,14.048,-804.4,-160.6,-32.7,0.63
2015,07,13,11,04,08.690,34.406755,-118.991309,14.163,-643.8,427.6,81.9,0.31
2015,07,13,11,08,04.190,34.407043,-118.991374,14.180,-649.5,459.3,98.8,0.88
2015,07,13,11,08,49.970,34.407166,-118.991431,14.149,-655.0,472.9,67.6,0.32
2015,07,13,11,13,06.760,34.401530,-118.993595,14.055,-853.8,-152.2,-26.3,0.91
2015,07,13,11,14,05.900,34.407312,-118.991764,14.146,-685.4,489.4,65.0,0.64
2015,07,13,11,14,55.260,34.401953,-118.993498,13.991,-844.5,-105.1,-90.2,0.11
2015,07,13,11,16,02.060,34.401493,-118.992562,13.881,-758.4,-156.1,-199.8,0.01
2015,07,13,11,32,21.790,34.405017,-118.987826,14.096,-323.0,234.7,14.8,0.62
2015,07,13,11,33,27.900,34.401371,-118.993343,14.047,-830.3,-169.7,-34.2,1.47
2015,07,13,11,34,02.360,34.401131,-118.993180,14.033,-815.8,-196.2,-48.1,0.54
2015,07,13,11,34,26.120,34.405237,-118.987744,14.094,-315.9,259.3,13.2,0.40
2015,07,13,11,34,37.600,34.401005,-118.993221,14.033,-819.1,-210.1,-47.9,1.09
2015,07,13,11,35,58.920,34.401200,-118.993392,14.031,-835.2,-188.7,-50.3,0.38
2015,07,13,11,36,59.230,34.401652,-118.993294,14.030,-826.3,-138.7,-51.5,0.40
2015,07,13,11,38,44.000,34.406433,-118.988184,14.132,-355.9,391.7,51.4,0.26
2015,07,13,11,42,48.300,34.400403,-118.992464,14.021,-749.7,-277.3,-60.2,0.91
2015,07,13,11,48,37.170,34.400309,-118.993009,14.084,-799.7,-287.4,2.9,0.18
2015,07,13,11,51,09.890,34.407109,-118.992114,14.206,-717.7,466.6,124.6,0.56
2015,07,13,11,52,38.100,34.402730,-118.993693,14.077,-862.8,-18.9,-3.6,0.92
2015,07,13,11,52,54.020,34.402584,-118.994076,14.076,-898.0,-35.0,-5.4,0.20
2015,07,13,11,55,05.950,34.401070,-118.993807,14.056,-873.1,-203.1,-25.2,0.02
2015,07,13,11,57,14.250,34.402669,-118.994214,14.093,-910.3,-25.9,12.1,0.31
2015,07,13,11,59,55.460,34.404720,-118.982332,13.777,182.0,201.8,-303.8,1.33
2015,07,13,12,03,11.450,34.401676,-118.993636,14.062,-857.4,-135.8,-19.5,1.03
2015,07,13,12,05,05.050,34.401473,-118.994019,14.062,-892.9,-158.6,-19.5,0.40
2015,07,13,12,07,51.710,34.403137,-118.981803,13.646,230.4,26.3,-434.8,0.27
2015,07,13,12,10,02.760,34.401131,-118.993595,14.041,-853.6,-196.2,-40.1,1.28
2015,07,13,12,12,02.710,34.406030,-118.987500,14.109,-293.5,347.3,27.9,1.15
2015,07,13,12,13,30.520,34.404321,-118.982699,13.798,148.5,157.6,-283.1,0.43
2015,07,13,12,14,04.500,34.407149,-118.991659,14.158,-676.0,471.1,76.9,0.24
2015,07,13,12,14,25.720,34.405802,-118.987581,14.097,-300.4,321.9,16.4,0.85
2015,07,13,12,16,53.540,34.400911,-118.993498,14.028,-844.5,-220.5,-53.3,0.77
2015,07,13,12,17,59.400,34.401237,-118.993937,14.039,-884.8,-184.6,-42.0,0.85
2015,07,13,12,18,35.680,34.401510,-118.993986,14.054,-889.8,-154.2,-26.9,1.06
2015,07,13,12,20,21.090,34.401119,-118.993929,14.049,-884.2,-197.8,-32.0,0.47
2015,07,13,12,29,55.310,34.400964,-118.993807,14.073,-872.9,-214.7,-7.6,0.39
2015,07,13,12,34,41.270,34.407467,-118.991748,14.184,-683.7,506.4,103.2,0.73
2015,07,13,12,38,06.300,34.406921,-118.992261,14.122,-730.8,445.9,41.4,0.53
2015,07,13,12,38,21.910,34.404390,-118.982690,13.777,148.8,165.2,-303.9,0.78
2015,07,13,13,19,16.270,34.404972,-118.993188,14.084,-816.1,229.8,2.6,0.74
2015,07,13,13,21,12.960,34.407345,-118.990780,14.120,-594.6,492.9,38.8,0.56
2015,07,13,13,45,40.220,34.406547,-118.991170,14.183,-630.6,404.5,102.2,0.47
2015,07,13,13,55,29.860,34.405143,-118.993498,14.104,-844.8,248.6,23.1,0.60
2015,07,13,14,00,21.540,34.400639,-118.993677,14.096,-861.4,-250.9,14.7,0.45
2015,07,13,14,05,25.760,34.400537,-118.993717,14.023,-865.2,-262.0,-58.4,1.21
2015,07,13,14,08,22.990,34.404508,-118.979313,13.856,459.6,178.4,-225.4,0.32
2015,07,13,14,21,32.680,34.400798,-118.993709,14.038,-864.6,-233.5,-42.8,1.02
2015,07,13,14,24,56.300,34.405098,-118.982332,13.791,182.1,243.6,-290.3,0.72
2015,07,13,14,26,36.200,34.400126,-118.993457,14.001,-841.4,-308.0,-80.5,0.19
2015,07,13,14,27,30.060,34.400590,-118.994043,14.039,-894.7,-256.5,-42.1,1.13
2015,07,13,14,28,03.660,34.401107,-118.994287,14.058,-917.3,-199.2,-22.8,0.32
2015,07,13,14,30,38.230,34.401025,-118.994076,14.037,-898.3,-208.2,-43.9,0.88
2015,07,13,14,34,07.350,34.400549,-118.994580,13.999,-944.1,-260.7,-82.3,0.27
2015,07,13,14,38,19.210,34.403194,-118.994482,14.047,-935.2,32.5,-34.2,0.28
2015,07,13,14,55,36.630,34.404993,-118.992928,14.139,-792.4,231.9,57.5,0.90
2015,07,13,14,55,48.610,34.405204,-118.992887,14.069,-788.6,255.4,-12.3,0.58
2015,07,13,14,56,10.460,34.405127,-118.993156,14.127,-813.1,246.9,46.0,0.97
2015,07,13,14,56,47.380,34.405343,-118.992668,14.130,-768.3,271.0,48.9,1.02
2015,07,13,15,02,45.830,34.402722,-118.993945,14.086,-885.9,-20.1,5.0,1.43
2015,07,13,15,03,34.660,34.402348,-118.993473,14.067,-842.3,-61.6,-13.8,0.79
2015,07,13,15,13,13.790,34.407345,-118.988371,14.130,-373.6,492.7,48.5,0.57
2015,07,13,15,15,05.150,34.401481,-118.994564,14.103,-943.0,-157.7,22.3,0.45
2015,07,13,15,22,32.660,34.401420,-118.994198,14.057,-909.1,-164.4,-23.7,1.42
2015,07,13,15,23,59.320,34.406588,-118.990470,14.189,-566.1,409.1,107.9,0.43
2015,07,13,15,25,38.250,34.402258,-118.994588,14.077,-945.2,-71.2,-3.8,0.72
2015,07,13,15,26,47.020,34.404252,-118.993286,14.132,-825.6,149.7,51.2,1.97
2015,07,13,15,27,41.070,34.405196,-118.993376,14.119,-833.7,254.6,38.3,0.84
2015,07,13,15,29,44.180,34.401066,-118.992790,14.048,-779.7,-203.7,-32.9,1.79
2015,07,13,15,30,26.670,34.407536,-118.988851,14.125,-417.8,514.0,43.9,0.55
2015,07,13,15,30,45.470,34.401681,-118.992383,13.956,-742.2,-135.6,-124.9,0.30
2015,07,13,15,36,44.800,34.400545,-118.991536,14.039,-664.6,-261.6,-42.5,0.75
2015,07,13,15,38,56.460,34.403459,-118.992961,14.207,-795.4,61.7,125.7,0.24
2015,07,13,15,39,48.920,34.402519,-118.992603,14.067,-762.4,-42.5,-14.2,0.74
2015,07,13,15,43,25.360,34.400264,-118.993042,14.025,-803.0,-292.6,-55.6,1.17
2015,07,13,15,43,50.920,34.400639,-118.994320,14.047,-920.3,-250.8,-34.1,0.77
2015,07,13,15,46,13.020,34.401685,-118.992586,14.058,-760.8,-135.0,-22.7,0.31
2015,07,13,15,46,29.570,34.400590,-118.992472,14.040,-750.6,-256.3,-41.0,1.22
2015,07,13,15,46,41.400,34.402482,-118.994238,14.079,-912.6,-46.5,-2.0,1.47
2015,07,13,15,47,50.200,34.403088,-118.994287,14.076,-917.7,20.9,-4.7,1.24
2015,07,13,15,54,40.070,34.401078,-118.993913,14.046,-883.3,-202.2,-35.5,0.53
2015,07,13,15,57,43.430,34.400403,-118.993408,14.072,-836.5,-277.1,-8.7,0.26
2015,07,13,16,04,33.800,34.401298,-118.992952,14.050,-794.3,-178.0,-31.0,1.32
2015,07,13,16,07,40.200,34.404431,-118.993604,14.057,-854.6,169.8,-23.6,0.52
2015,07,13,16,10,50.980,34.401245,-118.994751,14.066,-959.8,-183.6,-15.4,0.51
2015,07,13,16,13,54.310,34.401375,-118.993628,14.088,-856.5,-169.1,6.7,0.39
2015,07,13,16,17,57.340,34.403064,-118.993953,14.099,-886.9,18.1,18.1,1.44
2015,07,13,16,24,32.590,34.399768,-118.993555,14.038,-850.1,-347.7,-42.8,0.88
2015,07,13,16,32,43.320,34.400456,-118.993376,14.061,-833.7,-271.1,-20.3,0.35
2015,07,13,16,39,47.610,34.401034,-118.994271,14.038,-915.6,-207.0,-43.0,0.89
2015,07,13,16,42,10.490,34.403068,-118.994271,14.126,-915.6,18.5,45.3,0.67
2015,07,13,17,01,45.720,34.404777,-118.982560,13.770,160.6,208.2,-311.1,1.07
2015,07,13,17,08,00.960,34.402165,-118.994116,14.023,-901.8,-81.7,-58.3,0.32
2015,07,13,17,12,37.800,34.401074,-118.995166,14.054,-998.4,-202.6,-27.5,0.57
2015,07,13,17,17,35.040,34.407788,-118.991349,14.142,-647.0,542.2,61.1,0.65
2015,07,13,17,33,37.800,34.404236,-118.993994,14.119,-890.1,148.0,38.4,0.77
2015,07,13,17,37,00.960,34.400899,-118.994865,14.031,-970.3,-221.9,-50.0,0.58
2015,07,13,17,43,56.180,34.400562,-118.995304,14.081,-1011.3,-259.5,-0.5,0.33
2015,07,13,18,08,51.760,34.403312,-118.993815,14.086,-874.1,45.6,5.3,0.43
2015,07,13,18,27,31.160,34.400586,-118.995231,14.021,-1003.9,-256.9,-59.7,1.08
2015,07,13,18,41,59.800,34.407320,-118.991471,14.150,-658.7,490.3,69.3,0.28
2015,07,13,18,53,12.680,34.401347,-118.994840,14.063,-968.2,-172.3,-17.8,1.86
2015,07,13,18,58,37.280,34.402979,-118.994751,14.089,-959.9,8.5,8.4,1.41
2015,07,13,19,04,00.240,34.405013,-118.982633,13.773,154.1,234.4,-308.2,0.88
2015,07,13,19,15,36.240,34.407507,-118.987826,14.113,-323.5,511.0,31.6,0.91
2015,07,13,19,16,09.560,34.402161,-118.995394,14.095,-1019.0,-82.0,13.7,0.72
2015,07,13,19,18,01.800,34.407007,-118.991146,14.141,-628.3,455.5,60.3,0.68
2015,07,13,19,20,01.560,34.400049,-118.994409,14.059,-928.6,-316.5,-22.1,0.51
2015,07,13,19,25,52.680,34.400810,-118.995565,14.022,-1034.7,-232.2,-59.1,0.78
2015,07,13,19,31,43.040,34.399565,-118.993351,14.056,-831.5,-369.9,-24.8,0.77
2015,07,13,19,52,24.760,34.401982,-118.995296,14.091,-1009.8,-101.9,10.0,0.49
2015,07,13,20,03,46.480,34.401925,-118.995581,14.027,-1036.2,-108.5,-54.2,0.42
2015,07,13,20,05,42.320,34.402913,-118.995093,14.032,-991.3,1.3,-49.3,0.69
2015,07,13,20,17,32.520,34.401428,-118.995866,14.133,-1062.7,-163.5,52.0,0.43
2015,07,13,20,51,02.960,34.402311,-118.993538,14.057,-848.2,-65.6,-23.7,0.74
2015,07,13,20,51,07.760,34.403312,-118.993840,14.104,-876.2,45.4,22.7,1.14
2015,07,13,21,01,24.240,34.405225,-118.988965,14.077,-427.6,257.7,-4.0,0.62
2015,07,13,21,05,54.960,34.407243,-118.989396,14.113,-467.6,481.5,32.4,0.74
2015,07,13,21,07,56.720,34.400610,-118.994613,14.008,-947.5,-254.3,-73.6,0.35
2015,07,13,21,59,30.840,34.403601,-118.993530,14.114,-847.9,77.6,32.7,1.15
2015,07,13,21,59,36.320,34.403849,-118.993628,14.127,-856.8,105.0,46.0,1.46
2015,07,13,22,01,21.360,34.403727,-118.993945,14.105,-886.3,91.4,23.5,1.11
2015,07,13,22,07,23.720,34.407365,-118.987223,14.067,-268.1,495.3,-14.0,0.73
2015,07,13,22,18,14.340,34.402380,-118.995516,14.081,-1030.3,-57.8,0.4,1.41
2015,07,13,22,21,06.960,34.402299,-118.995841,14.181,-1060.1,-66.6,100.3,0.32
2015,07,13,22,29,49.840,34.407109,-118.986743,14.130,-223.6,466.9,49.3,0.90
2015,07,13,22,46,36.400,34.401192,-118.995915,14.071,-1067.4,-189.6,-9.6,0.77
2015,07,13,22,46,44.040,34.401115,-118.995719,14.025,-1048.9,-198.3,-56.4,1.04
2015,07,13,23,03,34.440,34.407084,-118.989486,14.141,-476.2,464.2,60.0,0.43
2015,07,13,23,23,59.060,34.402535,-118.995898,14.065,-1065.8,-40.5,-15.6,0.65
2015,07,13,23,53,12.760,34.402783,-118.995378,14.074,-1017.8,-13.1,-6.7,0.66
2015,07,14,00,09,15.000,34.402828,-118.995679,14.132,-1045.0,-8.1,50.7,0.43
2015,07,14,00,29,15.170,34.400749,-118.995361,14.031,-1015.9,-238.9,-50.4,0.48
2015,07,14,00,36,02.450,34.401986,-118.995964,14.115,-1071.4,-101.6,34.1,0.34
2015,07,14,00,47,23.130,34.400024,-118.995638,14.004,-1041.6,-319.3,-77.3,0.66
2015,07,14,00,49,27.020,34.400798,-118.995825,14.022,-1058.6,-233.2,-58.8,0.57
2015,07,14,00,55,48.050,34.402600,-118.996086,14.090,-1082.9,-33.4,8.6,0.41
2015,07,14,00,57,07.630,34.404081,-118.978857,13.870,501.3,131.0,-211.1,0.45
2015,07,14,01,01,02.560,34.402897,-118.996069,14.053,-1081.4,-0.3,-28.0,0.76
2015,07,14,01,02,31.110,34.402865,-118.995833,14.063,-1059.6,-4.2,-18.4,0.42
2015,07,14,01,14,26.450,34.404142,-118.979134,13.889,476.2,137.5,-192.1,0.95
2015,07,14,01,17,15.030,34.399858,-118.995654,14.022,-1043.2,-337.6,-58.6,0.85
2015,07,14,02,30,59.400,34.399703,-118.995524,14.005,-1031.2,-354.7,-76.4,0.55
2015,07,14,02,44,05.810,34.406771,-118.989445,14.148,-472.3,429.3,67.2,1.40
2015,07,14,02,44,28.840,34.406881,-118.989876,14.175,-511.6,441.2,94.1,1.10
2015,07,14,02,45,40.020,34.404240,-118.978898,13.892,497.7,148.3,-188.9,1.06
2015,07,14,03,00,39.950,34.401725,-118.996208,14.058,-1093.8,-130.6,-23.5,0.96
2015,07,14,03,19,33.050,34.399740,-118.995386,14.014,-1018.7,-350.7,-67.1,0.89
2015,07,14,03,30,04.750,34.401705,-118.996322,14.057,-1104.4,-132.8,-23.9,0.49
2015,07,14,03,32,56.610,34.407524,-118.989803,14.215,-504.9,512.9,133.6,0.41
2015,07,14,03,33,12.960,34.403593,-118.995353,14.097,-1015.0,76.9,16.2,0.86
2015,07,14,03,52,10.740,34.403780,-118.995215,14.101,-1002.6,97.3,20.1,1.08
2015,07,14,04,22,30.630,34.406380,-118.986727,14.052,-222.3,386.0,-29.5,0.45
2015,07,14,04,25,32.740,34.399609,-118.995142,14.013,-995.7,-365.2,-68.2,1.36
2015,07,14,04,35,48.890,34.407023,-118.989217,14.137,-450.9,457.1,55.8,0.54
2015,07,14,06,03,18.990,34.401685,-118.996493,14.082,-1119.8,-134.8,1.1,0.72
2015,07,14,06,28,33.660,34.407800,-118.990234,14.157,-544.9,543.6,75.9,0.40
2015,07,14,06,30,18.580,34.406307,-118.989136,14.143,-443.8,377.8,61.9,0.67
2015,07,14,06,31,57.690,34.407955,-118.990226,14.157,-544.3,560.5,75.9,0.58
2015,07,14,06,45,25.630,34.407336,-118.990299,14.166,-550.5,492.0,85.0,0.36
2015,07,14,06,53,25.820,34.403674,-118.995841,14.038,-1060.3,85.7,-43.0,0.56
2015,07,14,07,14,54.570,34.407288,-118.990218,14.125,-543.1,486.7,43.9,0.40
2015,07,14,07,31,02.870,34.403552,-118.996175,14.043,-1090.6,72.2,-37.6,0.55
2015,07,14,08,04,05.010,34.403703,-118.979419,13.946,450.1,89.1,-135.2,0.61
2015,07,14,08,28,25.120,34.407495,-118.990137,14.132,-535.8,509.6,51.3,0.74
2015,07,14,08,32,30.050,34.405461,-118.991081,14.216,-622.8,283.8,134.7,0.29
2015,07,14,08,35,14.860,34.407711,-118.989958,14.107,-519.1,533.6,25.9,0.54
2015,07,14,08,55,01.490,34.407442,-118.990324,14.217,-553.0,503.8,135.9,0.23
2015,07,14,09,50,47.350,34.407833,-118.990649,14.211,-582.7,546.8,130.2,0.39
2015,07,14,10,12,11.380,34.403841,-118.996354,14.060,-1107.3,104.1,-20.9,0.63
2015,07,14,10,27,16.750,34.407939,-118.990479,14.153,-567.5,559.0,71.6,0.44
2015,07,14,10,37,28.730,34.407898,-118.989950,14.163,-518.9,554.3,82.3,0.39
2015,07,14,11,07,11.630,34.406677,-118.991121,14.185,-625.9,418.8,103.8,0.62
2015,07,14,11,28,06.790,34.407515,-118.990454,14.229,-564.9,511.7,148.1,0.29
2015,07,14,12,15,29.550,34.407336,-118.989990,14.104,-522.4,491.9,22.5,0.58
2015,07,14,12,49,29.120,34.407666,-118.990568,14.147,-575.0,528.6,66.0,0.43
2015,07,14,13,33,21.650,34.404106,-118.978573,13.864,527.5,133.7,-217.3,0.55
2015,07,14,13,58,12.640,34.404097,-118.978491,13.892,534.7,132.7,-189.4,1.32
2015,07,14,13,58,15.750,34.407393,-118.990283,14.239,-549.4,498.4,158.0,1.33
2015,07,14,13,59,11.660,34.403162,-118.978621,13.839,522.7,29.0,-242.4,0.67
2015,07,14,14,02,35.930,34.404150,-118.978931,13.882,494.9,138.5,-198.8,1.03
2015,07,14,14,05,19.700,34.403837,-118.978304,13.882,552.6,103.8,-198.9,1.42
2015,07,14,14,06,00.630,34.403402,-118.978955,13.785,492.5,55.6,-295.7,0.37
2015,07,14,14,06,19.110,34.403328,-118.978678,13.838,517.6,47.3,-242.9,0.37
2015,07,14,14,10,35.090,34.402380,-118.978662,13.863,519.0,-57.9,-218.3,2.58
2015,07,14,14,11,20.540,34.403365,-118.977751,13.860,603.2,51.2,-221.2,0.84
2015,07,14,14,12,00.220,34.402930,-118.979354,13.833,455.7,3.2,-248.3,0.47
2015,07,14,14,15,31.830,34.401607,-118.977979,13.804,581.9,-143.4,-277.3,1.66
2015,07,14,14,19,54.070,34.401029,-118.977466,13.752,629.3,-207.8,-329.3,0.85
2015,07,14,14,54,23.050,34.403040,-118.977507,13.896,625.5,15.5,-185.4,0.65
2015,07,14,15,11,29.690,34.402970,-118.977319,13.843,642.8,7.7,-238.0,0.88
2015,07,14,15,22,11.030,34.402987,-118.977458,14.007,630.2,9.5,-73.6,0.53
2015,07,14,22,33,33.440,34.403373,-118.977393,13.979,636.3,52.4,-102.2,0.35
2015,07,15,05,19,39.140,34.404077,-118.978198,13.954,562.0,130.4,-126.8,0.16
2015,07,15,10,07,30.290,34.403105,-118.989111,14.028,-441.3,22.6,-53.3,0.84
2015,07,15,10,11,13.560,34.402991,-118.989119,14.021,-442.1,9.9,-59.8,0.50
2015,07,15,18,04,29.200,34.402425,-118.976742,13.851,695.7,-52.7,-229.9,0.61
2015,07,15,18,42,02.240,34.404248,-118.978597,13.898,525.1,149.5,-182.6,1.37
2015,07,15,18,45,27.040,34.403975,-118.977922,13.874,587.6,119.3,-206.8,0.77
2015,07,15,19,11,32.620,34.402030,-118.976823,13.801,688.3,-96.5,-280.1,0.96
2015,07,15,21,34,37.380,34.402999,-118.978459,13.990,538.2,10.7,-91.5,0.18
2015,07,15,21,36,02.220,34.403642,-118.978092,13.876,571.3,81.9,-205.2,0.80
2015,07,15,21,47,58.140,34.403796,-118.977873,13.875,592.1,99.2,-205.7,0.65
2015,07,15,21,54,50.360,34.403739,-118.977767,13.874,601.6,93.1,-207.1,1.12
2015,07,15,21,54,59.200,34.404215,-118.978084,13.894,572.3,145.8,-187.4,1.25
2015,07,15,22,59,23.960,34.404175,-118.977791,13.884,599.1,141.2,-196.6,0.72
2015,07,16,00,20,35.230,34.404089,-118.977612,13.909,615.6,131.8,-171.9,0.41
2015,07,16,01,05,17.650,34.404077,-118.977287,13.927,645.7,130.7,-154.1,0.33
2015,07,16,03,18,28.150,34.403357,-118.976742,13.818,695.6,50.7,-263.2,0.34
2015,07,16,11,46,50.470,34.396525,-118.984106,13.715,19.0,-707.4,-365.8,1.11
2015,07,16,14,24,39.810,34.404130,-118.977572,13.873,619.6,136.1,-208.5,0.61
2015,07,16,22,55,17.640,34.403145,-118.977246,13.838,649.3,26.9,-243.2,1.00
2015,07,16,22,55,32.960,34.403190,-118.978060,13.863,574.3,32.2,-217.6,1.89
2015,07,16,23,14,49.900,34.403674,-118.978711,13.912,514.8,85.8,-168.7,0.67
2015,07,17,18,16,06.560,34.397713,-118.984928,13.780,-56.5,-575.7,-300.9,0.66
2015,07,17,20,00,47.960,34.397681,-118.984896,13.759,-53.7,-579.1,-322.5,1.28
2015,07,17,20,54,52.080,34.404561,-118.979508,13.875,441.3,184.3,-206.4,1.09
2015,07,17,22,33,31.880,34.402201,-118.976465,13.795,721.2,-77.4,-285.8,0.72
2015,07,17,22,41,09.840,34.402559,-118.976603,13.812,708.5,-37.9,-268.9,0.90
2015,07,17,22,41,14.660,34.402218,-118.976546,13.810,713.9,-75.7,-270.9,0.86
