time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-04-27T11:31:23.913Z,39.5262,-119.9339,1,0.2,ml,4,182.6,0.004,0.0166,nn,nn00273536,2018-07-25T17:27:28.029Z,"Nevada",earthquake,,3.7,0.24,3,reviewed,nn,nn
2008-04-27T11:31:40.856Z,39.526,-119.8974,0,0.3,ml,4,336.52,0.019,0.0466,nn,nn00273537,2018-07-25T17:27:32.770Z,"Nevada",earthquake,,0,0.34,3,reviewed,nn,nn
2008-04-27T11:31:47.070Z,39.522,-119.9025,0,0.4,ml,4,333.02,0.015,0.0345,nn,nn00273538,2018-07-25T17:27:37.449Z,"Nevada",earthquake,,0,0.17,3,reviewed,nn,nn
2008-04-27T11:33:58.852Z,39.5273,-119.9247,3.7,0.6,ml,5,176.37,0.006,0.1066,nn,nn00273541,2018-07-25T17:27:51.646Z,"Nevada",earthquake,,2.4,0.39,4,reviewed,nn,nn
2008-04-27T11:34:49.074Z,39.5257,-119.9208,1.4,0.7,ml,5,153.54,0.004,0.0762,nn,nn00273542,2018-07-25T17:27:56.292Z,"Nevada",earthquake,,3.2,0.53,3,reviewed,nn,nn
2008-04-27T11:35:19.976Z,39.5234,-119.9203,0.5,0.8,ml,5,232.63,0.002,0.0807,nn,nn00273543,2018-07-25T17:28:01.041Z,"Nevada",earthquake,,3.3,0.71,4,reviewed,nn,nn
2008-04-27T11:35:44.235Z,39.5463,-119.8965,0,0.1,ml,3,336.18,0.031,0.0678,nn,nn00273545,2018-07-25T17:28:05.778Z,"Nevada",earthquake,,0,0.27,3,reviewed,nn,nn
2008-04-27T11:35:54.036Z,39.4883,-119.8913,0,0,ml,4,340.96,0.041,0.0945,nn,nn00273546,2018-07-25T17:28:10.437Z,"Nevada",earthquake,,0,0.82,4,reviewed,nn,nn
2008-04-27T11:36:40.154Z,39.5024,-119.8983,0,0.9,ml,4,184.23,0.027,0.0551,nn,nn00273547,2018-07-25T17:28:15.191Z,"Nevada",earthquake,,0,0.13,3,reviewed,nn,nn
2008-04-27T11:36:53.504Z,39.5083,-119.9174,3.8,0.1,ml,8,131.24,0.014,0.1042,nn,nn00273548,2018-07-25T17:28:19.895Z,"Nevada",earthquake,,1.2,0.41,4,reviewed,nn,nn
2008-04-27T11:37:48.714Z,39.5327,-119.9095,3.3,0.2,ml,5,248.38,0.015,0.0574,nn,nn00273562,2018-07-25T17:28:34.072Z,"Nevada",earthquake,,2.5,0.49,4,reviewed,nn,nn
2008-04-27T11:38:03.067Z,39.5328,-119.9352,2.6,1.4,ml,25,51.92,0.003,0.1197,nn,nn00273563,2018-07-25T17:28:38.791Z,"Nevada",earthquake,,0.6,0.3,8,reviewed,nn,nn
2008-04-27T11:38:37.923Z,39.5259,-119.927,1,1.3,ml,4,162.57,0.006,0.0329,nn,nn00273569,2018-07-25T18:44:08.011Z,"Nevada",earthquake,,3.2,0.47,3,reviewed,nn,nn
2008-04-27T11:38:39.335Z,39.5546,-119.895,1.2,1.3,ml,4,339.72,0.036,0.0605,nn,nn00273570,2018-07-25T17:28:43.595Z,"Nevada",earthquake,,30,0.45,3,reviewed,nn,nn
2008-04-27T11:38:45.022Z,39.5268,-119.9272,0.6,0.9,ml,5,157.27,0.005,0.1039,nn,nn00273571,2018-07-25T17:28:48.333Z,"Nevada",earthquake,,1.8,0.6,4,reviewed,nn,nn
2008-04-27T11:39:09.894Z,39.5183,-119.917,0.2,0.2,ml,5,301.38,0.005,0.0736,nn,nn00273573,2018-07-25T17:28:53.007Z,"Nevada",earthquake,,3,0.48,3,reviewed,nn,nn
2008-04-27T11:39:21.730Z,39.5124,-119.9256,1.9,0.4,ml,5,316.25,0.009,0.0975,nn,nn00273574,2018-07-25T17:28:57.771Z,"Nevada",earthquake,,2.3,0.79,4,reviewed,nn,nn
2008-04-27T11:39:30.370Z,39.5273,-119.9553,1.6,0.4,ml,4,329.03,0.015,0.1298,nn,nn00273575,2018-07-25T17:29:02.499Z,"Nevada",earthquake,,5.9,0.39,3,reviewed,nn,nn
2008-04-27T11:39:32.766Z,39.5376,-119.9084,3.3,0.2,ml,4,322.1,0.018,0.0436,nn,nn00273577,2018-07-25T17:29:07.187Z,"Nevada",earthquake,,7.8,0.36,3,reviewed,nn,nn
2008-04-27T11:39:39.910Z,39.5206,-119.949,2.9,0.3,ml,4,315.07,0.014,0.0617,nn,nn00273578,2018-07-25T17:29:11.934Z,"Nevada",earthquake,,3.3,0.36,3,reviewed,nn,nn
2008-04-27T11:39:57.295Z,39.5123,-119.9235,0.8,1.4,ml,5,317.27,0.01,0.1215,nn,nn00273579,2018-07-25T17:29:16.572Z,"Nevada",earthquake,,2.1,0.67,4,reviewed,nn,nn
2008-04-27T11:40:07.467Z,39.526,-119.9249,0.2,1.2,ml,9,168.22,0.005,0.117,nn,nn00273581,2018-07-25T17:29:21.311Z,"Nevada",earthquake,,1.1,0.88,6,reviewed,nn,nn
2008-04-27T11:40:12.067Z,39.5146,-119.9221,0.9,1.3,ml,5,308.05,0.007,0.1157,nn,nn00273582,2018-07-25T18:44:12.687Z,"Nevada",earthquake,,1.9,0.6,4,reviewed,nn,nn
2008-04-27T11:41:06.055Z,39.533,-119.9044,0,0.2,ml,4,326.13,0.018,0.0365,nn,nn00273585,2018-07-25T17:29:26.001Z,"Nevada",earthquake,,0,0.34,3,reviewed,nn,nn
2008-04-27T11:41:07.566Z,39.5213,-119.9242,0.7,0.1,ml,3,235.81,0.002,0.0171,nn,nn00273586,2018-07-25T17:29:30.742Z,"Nevada",earthquake,,5.8,0.04,2,reviewed,nn,nn
2008-04-27T11:41:33.324Z,39.5148,-119.9176,1.3,0.2,ml,4,322.76,0.008,0.0287,nn,nn00273588,2018-07-25T17:29:35.428Z,"Nevada",earthquake,,2.7,0.29,3,reviewed,nn,nn
2008-04-27T11:41:55.436Z,39.524,-119.9312,0.6,0.1,ml,4,157.61,0.004,0.0558,nn,nn00273589,2018-07-25T17:29:40.184Z,"Nevada",earthquake,,2.7,0.2,3,reviewed,nn,nn
2008-04-27T11:43:49.822Z,39.5309,-119.9357,1.1,1,ml,5,149.99,0.001,0.0639,nn,nn00273591,2018-07-25T17:29:44.864Z,"Nevada",earthquake,,2,0.77,4,reviewed,nn,nn
2008-04-27T11:43:51.450Z,39.518,-119.8863,0,1.1,ml,4,343.13,0.028,0.0748,nn,nn00273592,2018-07-25T17:29:49.629Z,"Nevada",earthquake,,0,0.25,3,reviewed,nn,nn
2008-04-27T11:44:16.910Z,39.4994,-119.9038,0,0.5,ml,5,337.62,0.026,0.1261,nn,nn00273593,2018-07-25T17:29:54.297Z,"Nevada",earthquake,,0,0.7,4,reviewed,nn,nn
2008-04-27T11:45:04.176Z,39.5416,-119.8944,3,0.9,ml,4,264.52,0.029,0.0225,nn,nn00273594,2018-07-25T17:29:59.027Z,"Nevada",earthquake,,8.3,0.35,3,reviewed,nn,nn
2008-04-27T11:45:52.841Z,39.5203,-119.8999,0.6,0.4,ml,5,298.16,0.017,0.0835,nn,nn00273595,2018-07-25T17:30:03.663Z,"Nevada",earthquake,,7.6,0.59,4,reviewed,nn,nn
2008-04-27T11:46:07.766Z,39.5165,-119.9052,0.5,0.6,ml,4,334.45,0.014,0.0532,nn,nn00273596,2018-07-25T17:30:08.379Z,"Nevada",earthquake,,5.7,0.2,3,reviewed,nn,nn
2008-04-27T11:48:30.046Z,39.5035,-119.893,0,1.1,ml,6,281.45,0.029,0.0858,nn,nn00273602,2018-07-25T17:30:17.796Z,"Nevada",earthquake,,0,0.96,4,reviewed,nn,nn
2008-04-27T11:49:15.884Z,39.5292,-119.9328,1.3,0.3,ml,5,121.38,0.003,0.1086,nn,nn00273603,2018-07-25T17:30:22.485Z,"Nevada",earthquake,,1.6,0.5,4,reviewed,nn,nn
2008-04-27T11:49:28.354Z,39.5267,-119.9232,1.9,0.6,ml,5,186.36,0.005,0.1072,nn,nn00273608,2018-07-25T17:30:27.259Z,"Nevada",earthquake,,2.6,0.79,4,reviewed,nn,nn
2008-04-27T11:49:33.398Z,39.514,-119.9105,0,0.6,ml,5,314.63,0.012,0.1186,nn,nn00273609,2018-07-25T17:30:31.914Z,"Nevada",earthquake,,0,0.73,4,reviewed,nn,nn
2008-04-27T11:49:59.578Z,39.5511,-119.9017,0,0.6,ml,4,246.65,0.03,0.0678,nn,nn00273612,2018-07-25T17:30:36.673Z,"Nevada",earthquake,,0,0.44,3,reviewed,nn,nn
2008-04-27T11:50:17.857Z,39.4952,-119.9337,2.5,0.7,ml,5,329.94,0.025,0.0842,nn,nn00273613,2018-07-25T17:30:41.349Z,"Nevada",earthquake,,4.4,0.73,4,reviewed,nn,nn
2008-04-27T11:50:54.707Z,39.498,-119.888,0.3,0.4,ml,5,331.42,0.035,0.1235,nn,nn00273615,2018-07-25T17:30:50.756Z,"Nevada",earthquake,,19.7,0.73,4,reviewed,nn,nn
2008-04-27T11:51:04.304Z,39.5126,-119.898,3.4,0.3,ml,4,340.8,0.021,0.037,nn,nn00273616,2018-07-25T17:30:55.424Z,"Nevada",earthquake,,7.5,0.48,3,reviewed,nn,nn
2008-04-27T11:51:11.395Z,39.5293,-119.8828,0,0.3,ml,4,343.55,0.031,0.0787,nn,nn00273617,2018-07-25T17:31:00.081Z,"Nevada",earthquake,,0,0.33,3,reviewed,nn,nn
2008-04-27T11:51:16.653Z,39.5291,-119.918,0.9,0.4,ml,4,280.8,0.008,0.0542,nn,nn00273619,2018-07-25T17:31:04.824Z,"Nevada",earthquake,,4.4,0.43,3,reviewed,nn,nn
2008-04-27T11:52:08.388Z,39.5061,-119.8803,1.2,0.3,ml,5,321.7,0.036,0.0806,nn,nn00273620,2018-07-25T17:31:09.567Z,"Nevada",earthquake,,23.1,0.71,4,reviewed,nn,nn
2008-04-27T11:52:19.400Z,39.4968,-119.8902,0,0.3,ml,5,333.4,0.035,0.0925,nn,nn00273621,2018-07-25T17:31:14.230Z,"Nevada",earthquake,,0,0.86,4,reviewed,nn,nn
2008-04-27T11:52:39.168Z,39.5283,-119.9335,1.3,0.6,ml,4,150.67,0.003,0.0404,nn,nn00273623,2018-07-25T17:31:18.975Z,"Nevada",earthquake,,2.6,0.29,3,reviewed,nn,nn
2008-04-27T11:52:41.355Z,39.5459,-119.8901,0,0.5,ml,5,266.83,0.034,0.1099,nn,nn00273624,2018-07-25T17:31:23.693Z,"Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2008-04-27T11:53:34.976Z,39.5278,-119.9263,0.3,0.7,ml,13,120.9,0.004,0.0927,nn,nn00242952,2018-07-25T17:31:28.365Z,"Nevada",earthquake,,0.8,0.69,7,reviewed,nn,nn
2008-04-27T11:55:11.842Z,39.5211,-119.9002,0,0,ml,4,335.27,0.017,0.0139,nn,nn00273628,2018-07-25T17:31:42.440Z,"Nevada",earthquake,,0,0.12,3,reviewed,nn,nn
2008-04-27T11:56:13.112Z,39.5142,-119.9239,1.7,0.7,ml,5,306.95,0.008,0.1317,nn,nn00273631,2018-07-25T17:31:51.756Z,"Nevada",earthquake,,2,0.7,4,reviewed,nn,nn
2008-04-27T11:58:22.235Z,39.5162,-119.9168,2.4,0.3,ml,5,164.19,0.007,0.0919,nn,nn00271239,2018-07-25T17:32:15.338Z,"Nevada",earthquake,,2.1,0.87,4,reviewed,nn,nn
2008-04-27T11:58:25.797Z,39.5138,-119.9051,0.6,0.2,ml,5,312.89,0.015,0.1203,nn,nn00271240,2018-07-25T17:32:20.097Z,"Nevada",earthquake,,5.2,0.87,4,reviewed,nn,nn
2008-04-27T11:58:42.955Z,39.5259,-119.9014,4.8,0.2,ml,5,284.29,0.016,0.0618,nn,nn00271258,2018-07-25T17:32:24.800Z,"Nevada",earthquake,,2.6,0.48,4,reviewed,nn,nn
2008-04-27T11:58:57.864Z,39.5118,-119.9132,2,1,ml,22,53.49,0.012,0.1017,nn,nn00273638,2018-07-25T17:32:29.558Z,"Nevada",earthquake,,0.8,0.57,8,reviewed,nn,nn
2008-04-27T11:59:06.771Z,39.4995,-119.9215,2.2,1.6,ml,7,234.67,0.022,0.0971,nn,nn00273671,2018-07-25T18:44:17.372Z,"Nevada",earthquake,,3.4,0.52,4,reviewed,nn,nn
2008-04-27T11:59:09.176Z,39.5176,-119.9407,0.8,1.4,ml,4,275.52,0.013,0.018,nn,nn00273672,2018-07-25T18:44:22.055Z,"Nevada",earthquake,,7.2,0.4,3,reviewed,nn,nn
2008-04-27T11:59:47.826Z,39.5081,-119.9155,0,0.7,ml,5,335.59,0.015,0.1238,nn,nn00273675,2018-07-25T17:32:34.246Z,"Nevada",earthquake,,0,0.81,4,reviewed,nn,nn
2008-04-27T12:00:22.584Z,39.5255,-119.9431,3.5,0.7,ml,9,111.71,0.007,0.1022,nn,nn00273678,2018-07-25T17:32:38.983Z,"Nevada",earthquake,,1.2,0.5,4,reviewed,nn,nn
2008-04-27T12:00:52.633Z,39.5273,-119.9272,0.9,0.3,ml,5,160.22,0.004,0.1173,nn,nn00273681,2018-07-25T17:32:43.668Z,"Nevada",earthquake,,1.9,0.39,4,reviewed,nn,nn
2008-04-27T12:01:03.018Z,39.5363,-119.9164,0.5,1.1,ml,7,168.24,0.012,0.0937,nn,nn00273684,2018-07-25T17:32:48.477Z,"Nevada",earthquake,,3,0.52,4,reviewed,nn,nn
2008-04-27T12:01:17.745Z,39.4999,-119.8849,0,0.3,ml,5,328.75,0.036,0.0657,nn,nn00273687,2018-07-25T17:32:53.169Z,"Nevada",earthquake,,0,0,1,reviewed,nn,nn
2008-04-27T12:01:27.109Z,39.528,-119.9275,1,0.3,ml,5,162.44,0.004,0.1263,nn,nn00273690,2018-07-25T17:32:57.946Z,"Nevada",earthquake,,2,0.51,4,reviewed,nn,nn
2008-04-27T12:01:30.573Z,39.5269,-119.8941,3.4,0.3,ml,5,288.83,0.022,0.069,nn,nn00273691,2018-07-25T17:33:02.690Z,"Nevada",earthquake,,8.5,0.41,4,reviewed,nn,nn
2008-04-27T12:01:58.831Z,39.4894,-119.8838,0,0.4,ml,5,337.43,0.044,0.0618,nn,nn00273692,2018-07-25T17:33:07.365Z,"Nevada",earthquake,,0,0.61,4,reviewed,nn,nn
2008-04-27T12:02:59.619Z,39.5308,-119.9544,2.8,0.2,ml,5,236.37,0.014,0.1137,nn,nn00273694,2018-07-25T17:33:12.139Z,"Nevada",earthquake,,3.3,0.64,4,reviewed,nn,nn
2008-04-27T12:04:12.888Z,39.4995,-119.9012,2.2,0.5,ml,5,335.75,0.027,0.1083,nn,nn00273695,2018-07-25T17:33:16.809Z,"Nevada",earthquake,,4.8,0.94,4,reviewed,nn,nn
2008-04-27T12:04:32.371Z,39.5077,-119.9003,0,0.6,ml,5,323.52,0.022,0.121,nn,nn00273697,2018-07-25T17:33:21.543Z,"Nevada",earthquake,,10.1,0.38,3,reviewed,nn,nn
2008-04-27T12:05:08.917Z,39.4984,-119.8815,0,0.6,ml,5,329.41,0.039,0.067,nn,nn00273700,2018-07-25T17:33:30.973Z,"Nevada",earthquake,,24.9,0.78,4,reviewed,nn,nn
2008-04-27T12:05:14.559Z,39.5009,-119.9089,0,0.6,ml,5,340.04,0.023,0.1072,nn,nn00273703,2018-07-25T17:33:35.637Z,"Nevada",earthquake,,0,0.78,4,reviewed,nn,nn
2008-04-27T12:05:35.332Z,39.5185,-119.9227,0.3,0,ml,5,271.51,0.004,0.0901,nn,nn00273705,2018-07-25T17:33:40.385Z,"Nevada",earthquake,,2,0.35,3,reviewed,nn,nn
2008-04-27T12:06:05.305Z,39.5215,-119.9229,0.2,0.2,ml,5,175.23,0.001,0.1076,nn,nn00273707,2018-07-25T18:44:26.717Z,"Nevada",earthquake,,2,0.73,4,reviewed,nn,nn
2008-04-27T12:06:32.494Z,39.5167,-119.9204,0.4,0.6,ml,5,304.76,0.005,0.079,nn,nn00273709,2018-07-25T17:33:45.067Z,"Nevada",earthquake,,2.2,0.95,4,reviewed,nn,nn
2008-04-27T12:08:03.172Z,39.5199,-119.9142,2.7,1.1,ml,7,154.21,0.006,0.0951,nn,nn00273711,2018-07-25T17:33:54.496Z,"Nevada",earthquake,,1.3,0.79,5,reviewed,nn,nn
2008-04-27T12:08:22.698Z,39.5298,-119.9009,2.7,0,ml,5,274,0.018,0.0655,nn,nn00273712,2018-07-25T17:33:59.172Z,"Nevada",earthquake,,3.3,0.26,2,reviewed,nn,nn
2008-04-27T12:08:48.202Z,39.4907,-119.8978,0,0.8,ml,5,342.27,0.036,0.0757,nn,nn00273719,2018-07-25T17:34:03.999Z,"Nevada",earthquake,,0,0.61,4,reviewed,nn,nn
2008-04-27T12:09:01.015Z,39.5045,-119.9083,0,1,ml,4,334.2,0.02,0.0333,nn,nn00273720,2018-07-25T17:34:08.681Z,"Nevada",earthquake,,0,0.28,3,reviewed,nn,nn
2008-04-27T12:09:59.572Z,39.5249,-119.9244,1.1,0.1,ml,4,183.24,0.004,0.0441,nn,nn00273722,2018-07-25T17:34:13.437Z,"Nevada",earthquake,,2.6,0.44,3,reviewed,nn,nn
2008-04-27T12:10:29.404Z,39.5136,-119.9389,0.5,1,ml,5,290.81,0.01,0.1013,nn,nn00273724,2018-07-25T17:34:18.078Z,"Nevada",earthquake,,4.5,0.75,4,reviewed,nn,nn
2008-04-27T12:10:36.042Z,39.5277,-119.8985,0,0.4,ml,4,334.36,0.019,0.0646,nn,nn00273726,2018-07-25T17:34:22.833Z,"Nevada",earthquake,,0,0.3,3,reviewed,nn,nn
2008-04-27T12:11:18.920Z,39.4963,-119.8928,0,0.3,ml,5,334.86,0.034,0.0571,nn,nn00273728,2018-07-25T17:34:27.499Z,"Nevada",earthquake,,0,0.77,4,reviewed,nn,nn
2008-04-27T12:11:51.843Z,39.5019,-119.9016,0,0.6,ml,5,333.04,0.025,0.0869,nn,nn00273729,2018-07-25T17:34:32.260Z,"Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2008-04-27T12:12:48.637Z,39.5207,-119.9236,1.6,0.3,ml,5,207.89,0.002,0.1304,nn,nn00273731,2018-07-25T17:34:36.944Z,"Nevada",earthquake,,2.1,0.62,4,reviewed,nn,nn
2008-04-27T12:13:01.185Z,39.4984,-119.8942,0,0.6,ml,5,333.38,0.032,0.0751,nn,nn00273733,2018-07-25T17:34:41.705Z,"Nevada",earthquake,,0,0.74,4,reviewed,nn,nn
2008-04-27T12:13:07.922Z,39.5267,-119.9282,0.9,0.6,ml,5,152.01,0.004,0.077,nn,nn00273736,2018-07-25T17:34:46.375Z,"Nevada",earthquake,,1.8,0.78,4,reviewed,nn,nn
2008-04-27T12:13:43.952Z,39.5145,-119.9187,0.6,0.1,ml,5,319.48,0.008,0.0545,nn,nn00273739,2018-07-25T17:34:55.761Z,"Nevada",earthquake,,2.3,0.73,4,reviewed,nn,nn
2008-04-27T12:13:50.218Z,39.5052,-119.9129,0,0.1,ml,5,338.08,0.018,0.1458,nn,nn00273740,2018-07-25T17:35:00.506Z,"Nevada",earthquake,,5.5,0.72,4,reviewed,nn,nn
2008-04-27T12:14:07.384Z,39.4898,-119.9319,0,1.1,ml,6,257.36,0.031,0.1045,nn,nn00273741,2018-07-25T17:35:05.148Z,"Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2008-04-27T12:14:17.104Z,39.4983,-119.8855,0,0.4,ml,6,285.83,0.037,0.0981,nn,nn00273742,2018-07-25T17:35:09.875Z,"Nevada",earthquake,,0,0.68,4,reviewed,nn,nn
2008-04-27T12:14:40.527Z,39.5172,-119.9246,1.7,0.8,ml,5,276.85,0.005,0.1196,nn,nn00273743,2018-07-25T17:35:14.542Z,"Nevada",earthquake,,1.9,0.66,4,reviewed,nn,nn
2008-04-27T12:14:48.617Z,39.5205,-119.8934,0,0.3,ml,4,339.62,0.022,0.0798,nn,nn00273744,2018-07-25T17:35:19.260Z,"Nevada",earthquake,,0,0.24,3,reviewed,nn,nn
2008-04-27T12:15:47.056Z,39.5027,-119.9052,0.1,0.4,ml,5,334.37,0.023,0.132,nn,nn00273746,2018-07-25T17:35:28.631Z,"Nevada",earthquake,,7.8,0.66,4,reviewed,nn,nn
2008-04-27T12:15:51.424Z,39.5281,-119.9334,1.7,0.4,ml,5,151.64,0.003,0.0625,nn,nn00273747,2018-07-25T17:35:33.321Z,"Nevada",earthquake,,1.5,0.56,4,reviewed,nn,nn
2008-04-27T12:16:29.504Z,39.5261,-119.898,0.2,0.9,ml,5,287.2,0.019,0.119,nn,nn00273749,2018-07-25T17:35:38.062Z,"Nevada",earthquake,,15.4,0.51,4,reviewed,nn,nn
2008-04-27T12:16:58.217Z,39.5266,-119.9312,0.8,0.7,ml,5,139.48,0.004,0.1066,nn,nn00273750,2018-07-25T17:35:42.736Z,"Nevada",earthquake,,1.7,0.71,4,reviewed,nn,nn
2008-04-27T12:17:48.685Z,39.5296,-119.9032,0,0.4,ml,4,327.95,0.016,0.0391,nn,nn00273765,2018-07-25T17:35:47.391Z,"Nevada",earthquake,,0,0.33,3,reviewed,nn,nn
2008-04-27T12:18:24.787Z,39.52,-119.8991,0.7,0,ml,4,336.43,0.018,0.0261,nn,nn00504105,2018-07-25T18:44:31.419Z,"Nevada",earthquake,,8.6,0.31,3,reviewed,nn,nn
2008-04-27T12:18:41.037Z,39.5393,-119.942,1.1,0.5,ml,5,192.87,0.01,0.0573,nn,nn00273766,2018-07-25T17:35:52.039Z,"Nevada",earthquake,,3,0.71,4,reviewed,nn,nn
2008-04-27T12:19:02.590Z,39.5345,-119.923,0.4,1.5,ml,7,134.31,0.007,0.099,nn,nn00273767,2018-07-25T17:35:56.792Z,"Nevada",earthquake,,2.6,0.61,4,reviewed,nn,nn
2008-04-27T12:20:19.702Z,39.5194,-119.922,0.6,0.4,ml,6,150.54,0.003,0.1416,nn,nn00273768,2018-07-25T17:36:01.473Z,"Nevada",earthquake,,1.6,0.46,4,reviewed,nn,nn
2008-04-27T12:20:52.668Z,39.5157,-119.9517,3.6,0.8,ml,7,242.4,0.017,0.1314,nn,nn00273769,2018-07-25T17:36:06.242Z,"Nevada",earthquake,,1.6,0.47,4,reviewed,nn,nn
2008-04-27T12:21:16.415Z,39.5245,-119.9309,1.5,0.4,ml,4,149.92,0.004,0.0464,nn,nn00273774,2018-07-25T17:36:15.586Z,"Nevada",earthquake,,2.6,0.36,3,reviewed,nn,nn
2008-04-27T12:21:21.249Z,39.5173,-119.9003,0,0.4,ml,4,336.96,0.017,0.0447,nn,nn00273775,2018-07-25T17:36:20.278Z,"Nevada",earthquake,,0,0.38,3,reviewed,nn,nn
2008-04-27T12:21:49.801Z,39.5004,-119.8918,0,0.6,ml,5,330.21,0.032,0.0873,nn,nn00273777,2018-07-25T17:36:24.920Z,"Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2008-04-27T12:22:08.248Z,39.5046,-119.9107,0,0.4,ml,5,336.42,0.019,0.1215,nn,nn00273787,2018-07-25T17:36:29.685Z,"Nevada",earthquake,,0,0.94,4,reviewed,nn,nn
2008-04-27T12:22:10.960Z,39.519,-119.8884,2.7,0.8,ml,4,342.2,0.026,0.0289,nn,nn00273781,2018-07-25T19:07:59.291Z,"Nevada",earthquake,,8.1,0.47,3,reviewed,nn,nn
2008-04-27T12:22:20.103Z,39.5431,-119.9173,2.8,1.4,ml,22,55.86,0.016,0.0986,nn,nn00273778,2018-07-25T17:36:34.424Z,"Nevada",earthquake,,0.8,0.4,8,reviewed,nn,nn
2008-04-27T12:23:20.566Z,39.5365,-119.8914,3.4,0.1,ml,5,274.67,0.028,0.0361,nn,nn00273790,2018-07-25T17:36:39.198Z,"Nevada",earthquake,,8.4,0.46,4,reviewed,nn,nn
2008-04-27T12:23:28.951Z,39.5197,-119.8999,0,1.2,ml,4,336.03,0.017,0.0576,nn,nn00273792,2018-07-25T17:36:43.846Z,"Nevada",earthquake,,0,0.4,3,reviewed,nn,nn
2008-04-27T12:23:34.883Z,39.5087,-119.9166,2.2,0.9,ml,16,80.24,0.014,0.1119,nn,nn00273794,2018-07-25T17:36:48.622Z,"Nevada",earthquake,,1,0.51,7,reviewed,nn,nn
2008-04-27T12:23:38.644Z,39.5213,-119.8886,0,1.4,ml,4,341.71,0.026,0.0358,nn,nn00273795,2018-07-25T18:25:57.841Z,"Nevada",earthquake,,0,0.39,3,reviewed,nn,nn
2008-04-27T12:23:55.140Z,39.4958,-119.8967,0,1.2,ml,5,337.22,0.032,0.0989,nn,nn00273797,2018-07-25T17:36:53.310Z,"Nevada",earthquake,,0,0.45,3,reviewed,nn,nn
2008-04-27T12:24:00.968Z,39.5007,-119.903,0,0.8,ml,5,335.49,0.026,0.0859,nn,nn00273798,2018-07-25T17:36:58.045Z,"Nevada",earthquake,,0,0.92,4,reviewed,nn,nn
2008-04-27T12:24:09.893Z,39.5024,-119.9024,0,0.7,ml,5,332.86,0.025,0.0847,nn,nn00273799,2018-07-25T17:37:02.702Z,"Nevada",earthquake,,0,0.87,4,reviewed,nn,nn
2008-04-27T12:24:51.293Z,39.5223,-119.9168,1.1,0.8,ml,6,154.07,0.004,0.119,nn,nn00273831,2018-07-25T17:37:07.464Z,"Nevada",earthquake,,4.2,0.71,4,reviewed,nn,nn
2008-04-27T12:25:28.490Z,39.5295,-119.9239,0.2,0.2,ml,5,187.73,0.005,0.143,nn,nn00273832,2018-07-25T17:37:12.129Z,"Nevada",earthquake,,3.1,0.65,4,reviewed,nn,nn
2008-04-27T12:26:06.607Z,39.5271,-119.932,1.3,0.1,ml,5,144.49,0.004,0.0801,nn,nn00273833,2018-07-25T17:37:16.891Z,"Nevada",earthquake,,1.6,0.59,4,reviewed,nn,nn
2008-04-27T12:26:19.956Z,39.5086,-119.9039,0,0.6,ml,4,323.66,0.019,0.0386,nn,nn00273834,2018-07-25T17:37:21.556Z,"Nevada",earthquake,,0,0.35,3,reviewed,nn,nn
2008-04-27T12:26:40.561Z,39.5139,-119.9178,0,1,ml,6,179.51,0.009,0.1078,nn,nn00273837,2018-07-25T17:37:26.295Z,"Nevada",earthquake,,0,0.55,4,reviewed,nn,nn
2008-04-27T12:26:50.046Z,39.5253,-119.9231,0.9,1.3,ml,20,56.24,0.004,0.1205,nn,nn00273840,2018-07-25T16:23:58.829Z,"Nevada",earthquake,,0.8,0.89,6,reviewed,nn,nn
2008-04-27T12:28:06.528Z,39.5258,-119.9164,0.4,1.4,ml,16,95.83,0.006,0.1115,nn,nn00242959,2018-07-25T17:37:40.445Z,"Nevada",earthquake,,1.2,0.87,6,reviewed,nn,nn
2008-04-27T12:28:22.053Z,39.5254,-119.9297,0.7,1.3,ml,5,128.06,0.005,0.0666,nn,nn00273841,2018-07-25T17:37:45.254Z,"Nevada",earthquake,,1.8,0,1,reviewed,nn,nn
2008-04-27T12:29:39.486Z,39.4989,-119.8933,0,0.3,ml,5,332.45,0.032,0.0906,nn,nn00506054,2018-07-25T19:04:31.255Z,"Nevada",earthquake,,0,0.77,4,reviewed,nn,nn
2008-04-27T12:30:03.181Z,39.4942,-119.9028,0,0.1,ml,5,342.41,0.031,0.0773,nn,nn00506068,2018-07-25T19:04:36.009Z,"Nevada",earthquake,,0,0.64,4,reviewed,nn,nn
2008-04-27T12:30:22.074Z,39.4939,-119.8875,0,0.7,ml,5,335.09,0.038,0.0724,nn,nn00273843,2018-07-25T17:37:49.912Z,"Nevada",earthquake,,0,0.69,4,reviewed,nn,nn
2008-04-27T12:30:48.659Z,39.4957,-119.9725,1.6,0.6,ml,6,269.19,0.041,0.1026,nn,nn00273844,2018-07-25T17:37:54.682Z,"Nevada",earthquake,,19,0.64,4,reviewed,nn,nn
