time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2008-04-11T02:34:19.177Z,39.5052,-119.9313,2.2,1.2,ml,5,238.11,0.015,0.0753,nn,nn00512625,2018-07-24T21:32:16.694Z,"Nevada",earthquake,,3.3,0.35,3,reviewed,nn,nn
2008-04-11T04:53:21.275Z,39.5019,-119.9085,0,0.6,ml,6,235.71,0.022,0.1132,nn,nn00512626,2018-07-24T21:32:16.792Z,"Nevada",earthquake,,5.2,0.95,4,reviewed,nn,nn
2008-04-11T04:54:04.418Z,39.5193,-119.9528,0,0.2,ml,3,325.89,0.017,0.1292,nn,nn00512627,2018-07-24T21:32:16.889Z,"Nevada",earthquake,,0,0.14,2,reviewed,nn,nn
2008-04-11T05:04:34.861Z,39.5288,-119.9086,0.7,0.5,ml,4,318.26,0.012,0.0196,nn,nn00512628,2018-07-24T21:32:16.981Z,"Nevada",earthquake,,5.2,0.34,3,reviewed,nn,nn
2008-04-11T05:46:20.137Z,39.5225,-119.9076,1,0.7,ml,4,327.39,0.011,0.0457,nn,nn00512631,2018-07-24T21:32:17.165Z,"Nevada",earthquake,,6.2,0.28,3,reviewed,nn,nn
2008-04-11T06:17:29.031Z,39.5104,-119.9308,0.4,0.1,ml,3,316.24,0.013,0.0078,nn,nn00512632,2017-06-19T19:07:01.663Z,"Nevada",earthquake,,16.3,0.06,2,reviewed,nn,nn
2008-04-11T07:11:05.176Z,39.5038,-119.9119,1.4,0.4,ml,5,339.08,0.02,0.0862,nn,nn00512637,2018-07-24T21:32:17.613Z,"Nevada",earthquake,,6.3,0.89,4,reviewed,nn,nn
2008-04-11T07:45:53.565Z,39.4981,-119.8805,0,0.4,ml,5,329.49,0.04,0.1398,nn,nn00512638,2018-07-24T21:32:17.711Z,"Nevada",earthquake,,0,0.68,4,reviewed,nn,nn
2008-04-11T09:10:39.595Z,39.5189,-119.9277,0,1,ml,11,124.58,0.006,0.1609,nn,nn00512639,2018-07-24T21:32:17.825Z,"Nevada",earthquake,,0,0.64,4,reviewed,nn,nn
2008-04-11T09:12:36.046Z,39.5238,-119.8984,0.5,0,ml,3,339.42,0.018,0.0064,nn,nn00512645,2017-06-19T19:07:02.493Z,"Nevada",earthquake,,20.1,0.28,3,reviewed,nn,nn
2008-04-11T09:25:21.064Z,39.4938,-119.9079,0,0.6,ml,5,346.55,0.03,0.0942,nn,nn00512652,2018-07-24T21:32:18.306Z,"Nevada",earthquake,,0,0.86,4,reviewed,nn,nn
2008-04-11T12:17:49.391Z,39.525,-119.9249,0.7,1.4,ml,6,139.44,0.004,0.1288,nn,nn00512663,2018-07-24T21:32:18.858Z,"Nevada",earthquake,,2,0.6,3,reviewed,nn,nn
2008-04-11T12:57:57.876Z,39.5281,-119.9157,2.5,1.1,ml,4,292.26,0.008,0.0145,nn,nn00512799,2017-06-19T19:07:03.184Z,"Nevada",earthquake,,9.2,0.39,3,reviewed,nn,nn
2008-04-11T14:08:08.127Z,39.5242,-119.9201,1.6,0,ml,3,269.78,0.003,0.0136,nn,nn00512801,2018-07-24T21:32:19.218Z,"Nevada",earthquake,,9,0.39,3,reviewed,nn,nn
2008-04-11T14:15:55.121Z,39.4979,-119.9018,0.3,0.6,ml,5,337.97,0.028,0.0696,nn,nn00512804,2018-07-24T21:32:19.306Z,"Nevada",earthquake,,10.1,0.9,4,reviewed,nn,nn
2008-04-11T15:31:25.555Z,39.5292,-119.8988,0.9,0.8,ml,4,333.33,0.019,0.02,nn,nn00512807,2018-07-24T21:32:19.402Z,"Nevada",earthquake,,15.4,0.46,3,reviewed,nn,nn
2008-04-11T15:31:34.434Z,39.527,-119.8919,0.3,0.3,ml,3,341.76,0.024,0.019,nn,nn00512809,2018-07-24T21:32:19.499Z,"Nevada",earthquake,,25,0.44,3,reviewed,nn,nn
2008-04-11T15:33:23.641Z,39.524,-119.9259,0.7,1.1,ml,20,91.89,0.004,0.1347,nn,nn00240884,2018-07-24T21:32:15.714Z,"Nevada",earthquake,,0.7,0.55,7,reviewed,nn,nn
2008-04-11T19:05:34.183Z,39.5257,-119.8947,0,0.4,ml,4,338.35,0.021,0.025,nn,nn00512219,2018-07-24T21:32:16.233Z,"Nevada",earthquake,,0,0.41,3,reviewed,nn,nn
2008-04-11T21:46:14.920Z,39.5152,-119.9106,0,0.2,ml,3,340.73,0.011,0.0151,nn,nn00512811,2017-06-19T19:07:03.669Z,"Nevada",earthquake,,0,0.3,3,reviewed,nn,nn
2008-04-12T00:02:56.503Z,39.5174,-119.9018,0.8,0.5,ml,4,335.91,0.016,0.0211,nn,nn00514647,2018-07-24T21:32:27.351Z,"Nevada",earthquake,,9.7,0.26,2,reviewed,nn,nn
2008-04-12T01:57:45.236Z,39.5409,-119.8889,0,0.5,ml,3,339.3,0.032,0.0483,nn,nn00514649,2018-07-24T21:32:27.444Z,"Nevada",earthquake,,0,0.35,3,reviewed,nn,nn
2008-04-12T02:40:42.405Z,39.5087,-119.9581,0,0.4,ml,3,333.34,0.024,0.0669,nn,nn00515361,2018-07-24T21:32:29.591Z,"Nevada",earthquake,,0,0.14,3,reviewed,nn,nn
2008-04-12T02:42:30.361Z,39.5261,-119.921,1,0.3,ml,3,256.47,0.005,0.0116,nn,nn00514651,2018-07-24T21:32:27.532Z,"Nevada",earthquake,,8,0.16,3,reviewed,nn,nn
2008-04-12T05:03:53.051Z,39.5236,-119.9205,1.7,0.8,ml,4,250.82,0.002,0.0331,nn,nn00514656,2018-07-24T21:32:27.810Z,"Nevada",earthquake,,5,0.35,3,reviewed,nn,nn
2008-04-12T06:51:27.837Z,39.5399,-119.8819,0,0,ml,3,342.5,0.036,0.1117,nn,nn00514663,2018-07-24T21:32:27.902Z,"Nevada",earthquake,,0,0.25,3,reviewed,nn,nn
2008-04-12T06:52:08.727Z,39.5465,-119.8925,0,0.1,ml,3,338.17,0.034,0.0466,nn,nn00514664,2018-07-24T21:32:27.992Z,"Nevada",earthquake,,0,0.12,3,reviewed,nn,nn
2008-04-12T06:52:13.065Z,39.5496,-119.8808,0,0.2,ml,3,343.06,0.042,0.0482,nn,nn00514666,2018-07-24T21:32:28.086Z,"Nevada",earthquake,,0,0,1,reviewed,nn,nn
2008-04-12T06:52:45.044Z,39.5139,-119.9655,1.9,0.8,ml,6,253.19,0.028,0.1266,nn,nn00514670,2018-07-24T21:32:28.275Z,"Nevada",earthquake,,10.2,0.44,4,reviewed,nn,nn
2008-04-12T07:27:18.283Z,39.5653,-119.8933,0,0.1,ml,3,343.5,0.048,0.073,nn,nn00514674,2018-07-24T21:32:28.378Z,"Nevada",earthquake,,0,0.3,3,reviewed,nn,nn
2008-04-12T07:33:30.377Z,39.5583,-119.8889,0,0.4,ml,3,342.4,0.045,0.073,nn,nn00514676,2018-07-24T21:32:28.467Z,"Nevada",earthquake,,0,0.25,3,reviewed,nn,nn
2008-04-12T08:11:44.002Z,39.5171,-119.8898,0,0.3,ml,5,307.02,0.025,0.0929,nn,nn00514855,2018-07-24T21:32:28.750Z,"Nevada",earthquake,,0,0.89,4,reviewed,nn,nn
2008-04-12T09:39:09.361Z,39.5514,-119.9154,0.3,0,ml,3,332.42,0.027,0.0354,nn,nn00514868,2018-07-24T21:32:29.111Z,"Nevada",earthquake,,30.9,0.31,3,reviewed,nn,nn
2008-04-12T09:53:55.665Z,39.5127,-119.9263,1,0.3,ml,4,314.71,0.008,0.0232,nn,nn00515357,2018-07-24T21:32:29.383Z,"Nevada",earthquake,,5.4,0.42,3,reviewed,nn,nn
2008-04-12T11:05:20.190Z,39.521,-119.9242,0.5,1.4,ml,10,114.14,0.002,0.1309,nn,nn00515359,2017-06-19T19:07:13.227Z,"Nevada",earthquake,,1.2,0.81,5,reviewed,nn,nn
2008-04-12T11:19:24.071Z,39.5259,-119.9312,1.3,0.1,ml,4,145.66,0.005,0.0381,nn,nn00514421,2018-07-24T21:32:23.634Z,"Nevada",earthquake,,2.6,0.37,3,reviewed,nn,nn
2008-04-12T12:24:45.785Z,39.5272,-119.9359,1.3,2.2,ml,38,33.87,0.003,0.1309,nn,nn00240980,2018-07-24T21:32:22.394Z,"Nevada",earthquake,,0.7,0.31,8,reviewed,nn,nn
2008-04-12T12:31:37.775Z,39.5453,-119.9436,1.8,0,ml,3,345.36,0.016,0.0042,nn,nn00514431,2018-07-24T21:32:23.907Z,"Nevada",earthquake,,7.3,0.12,3,reviewed,nn,nn
2008-04-12T12:33:58.925Z,39.5446,-119.9124,1.9,0,ml,3,325.78,0.023,0.0069,nn,nn00514432,2018-07-24T21:32:23.997Z,"Nevada",earthquake,,22.4,0.12,3,reviewed,nn,nn
2008-04-12T12:36:30.906Z,39.5006,-119.9335,2.8,0.5,ml,5,325.13,0.02,0.1256,nn,nn00514433,2018-07-24T21:32:24.095Z,"Nevada",earthquake,,3.5,0.42,4,reviewed,nn,nn
2008-04-12T12:42:37.373Z,39.5088,-119.9238,2,0.2,ml,4,328.45,0.013,0.0331,nn,nn00514434,2018-07-24T21:32:24.196Z,"Nevada",earthquake,,5.4,0.23,3,reviewed,nn,nn
2008-04-12T12:43:04.436Z,39.527,-119.937,1.7,1,ml,12,82.26,0.003,0.1111,nn,nn00242047,2018-07-24T21:32:22.590Z,"Nevada",earthquake,,1.1,0.31,4,reviewed,nn,nn
2008-04-12T12:56:58.326Z,39.5416,-119.9015,6.9,0.1,ml,4,331.3,0.025,0.0101,nn,nn00514436,2018-07-24T21:32:24.291Z,"Nevada",earthquake,,10.6,0.25,3,reviewed,nn,nn
2008-04-12T12:57:09.138Z,39.5312,-119.9118,2.4,0.5,ml,4,310.57,0.012,0.0445,nn,nn00514439,2018-07-24T21:32:24.476Z,"Nevada",earthquake,,9.6,0.28,3,reviewed,nn,nn
2008-04-12T12:57:41.301Z,39.5652,-119.9067,0,0,ml,3,342.04,0.042,0.0529,nn,nn00514437,2018-07-24T21:32:24.386Z,"Nevada",earthquake,,0,0.3,3,reviewed,nn,nn
2008-04-12T13:12:02.752Z,39.527,-119.935,1.4,1.2,ml,27,34.13,0.003,0.1265,nn,nn00240982,2018-07-24T21:32:22.725Z,"Nevada",earthquake,,0.6,0.24,9,reviewed,nn,nn
2008-04-12T13:16:14.577Z,39.5205,-119.9497,0.7,0,ml,4,316.64,0.015,0.017,nn,nn00515365,2018-07-24T21:32:29.795Z,"Nevada",earthquake,,8.6,0.24,3,reviewed,nn,nn
2008-04-12T13:25:27.177Z,39.5124,-119.9208,2.2,0.2,ml,5,320.33,0.01,0.0545,nn,nn00514444,2018-07-24T21:32:24.760Z,"Nevada",earthquake,,2.3,0.73,4,reviewed,nn,nn
2008-04-12T13:51:00.814Z,39.5489,-119.9057,0,0,ml,3,333.07,0.03,0.0581,nn,nn00514451,2017-06-19T19:07:08.912Z,"Nevada",earthquake,,0,0.3,3,reviewed,nn,nn
2008-04-12T15:18:16.097Z,39.5451,-119.9114,1.8,0.4,ml,3,326.91,0.024,0.0148,nn,nn00514529,2018-07-24T21:32:25.167Z,"Nevada",earthquake,,23.9,0.16,3,reviewed,nn,nn
2008-04-12T15:38:16.385Z,39.4951,-119.9182,0,1.3,ml,5,344.24,0.027,0.1068,nn,nn00514537,2018-07-24T21:32:25.278Z,"Nevada",earthquake,,0,0.83,4,reviewed,nn,nn
2008-04-12T15:56:46.192Z,39.4734,-119.9478,0,1.1,ml,6,288.06,0.049,0.0892,nn,nn00514539,2018-07-24T21:32:25.377Z,"Nevada",earthquake,,0,0.76,4,reviewed,nn,nn
2008-04-12T16:09:35.374Z,39.5316,-119.9075,1.6,0.4,ml,4,320.72,0.015,0.0126,nn,nn00514542,2018-07-24T21:32:25.475Z,"Nevada",earthquake,,5.3,0.26,3,reviewed,nn,nn
2008-04-12T16:55:47.834Z,39.5263,-119.9236,2.2,0.6,ml,4,210.83,0.005,0.0149,nn,nn00514610,2017-06-19T19:07:09.407Z,"Nevada",earthquake,,2.6,0.3,3,reviewed,nn,nn
2008-04-12T17:01:05.918Z,39.5219,-119.9134,2,0.5,ml,5,286,0.007,0.0542,nn,nn00514611,2018-07-24T21:32:25.673Z,"Nevada",earthquake,,3.4,0.57,4,reviewed,nn,nn
2008-04-12T17:02:41.812Z,39.5474,-119.8996,0,0.1,ml,4,335.07,0.029,0.0529,nn,nn00514612,2018-07-24T21:32:25.763Z,"Nevada",earthquake,,0,0.17,3,reviewed,nn,nn
2008-04-12T17:03:44.940Z,39.4984,-119.8872,3.6,0.3,ml,4,348.94,0.035,0.0304,nn,nn00514613,2018-07-24T21:32:25.870Z,"Nevada",earthquake,,11.9,0.34,3,reviewed,nn,nn
2008-04-12T17:47:45.242Z,39.5413,-119.8906,0.6,0.1,ml,3,338.38,0.031,0.0148,nn,nn00514615,2018-07-24T21:32:25.958Z,"Nevada",earthquake,,41.8,0.4,3,reviewed,nn,nn
2008-04-12T18:49:23.224Z,39.4945,-119.9085,0.8,0,ml,4,349.02,0.029,0.0016,nn,nn00514618,2018-07-24T21:32:26.141Z,"Nevada",earthquake,,17.2,0.49,3,reviewed,nn,nn
2008-04-12T19:22:56.879Z,39.5162,-119.8901,0,1.1,ml,3,342.22,0.025,0.038,nn,nn00514643,2018-07-24T21:32:27.260Z,"Nevada",earthquake,,0,0.19,2,reviewed,nn,nn
2008-04-12T19:22:58.967Z,39.5164,-119.8865,0,1,ml,4,343.41,0.028,0.0727,nn,nn00514620,2018-07-24T21:32:26.226Z,"Nevada",earthquake,,0,0.17,3,reviewed,nn,nn
2008-04-12T21:03:29.382Z,39.5115,-119.9153,0,0.7,ml,5,326.91,0.011,0.0617,nn,nn00514623,2018-07-24T21:32:26.321Z,"Nevada",earthquake,,0,0.8,4,reviewed,nn,nn
2008-04-12T21:24:09.067Z,39.5222,-119.9339,2.2,1.3,ml,25,47.35,0.004,0.1651,nn,nn00240997,2018-07-24T21:32:23.325Z,"Nevada",earthquake,,0.6,0.25,8,reviewed,nn,nn
2008-04-12T21:31:09.650Z,39.5403,-119.8914,6.7,0.4,ml,4,337.93,0.03,0.0131,nn,nn00514633,2018-07-24T21:32:26.602Z,"Nevada",earthquake,,10.8,0.35,3,reviewed,nn,nn
2008-04-12T21:51:18.103Z,39.5531,-119.8945,0.8,0,ml,3,339.33,0.038,0.0101,nn,nn00514634,2017-06-19T19:07:10.398Z,"Nevada",earthquake,,51.9,0.12,3,reviewed,nn,nn
2008-04-12T22:32:48.863Z,39.5299,-119.9359,2.1,1.2,ml,24,55.15,0,0.1293,nn,nn00241001,2018-07-24T21:32:23.493Z,"Nevada",earthquake,,0.6,0.21,8,reviewed,nn,nn
2008-04-12T23:14:50.992Z,39.5084,-119.8809,0,0.5,ml,4,346.77,0.034,0.0421,nn,nn00514636,2018-07-24T21:32:26.875Z,"Nevada",earthquake,,0,0.2,3,reviewed,nn,nn
2008-04-12T23:29:03.365Z,39.5347,-119.884,0,0.3,ml,5,285.12,0.032,0.0644,nn,nn00514637,2018-07-24T21:32:26.972Z,"Nevada",earthquake,,0,0.52,4,reviewed,nn,nn
2008-04-12T23:32:37.982Z,39.5025,-119.9062,0,0.4,ml,5,335.42,0.023,0.0461,nn,nn00514639,2018-07-24T21:32:27.073Z,"Nevada",earthquake,,0,0.93,4,reviewed,nn,nn
2008-04-12T23:55:49.422Z,39.5579,-119.8877,0,0.8,ml,4,342.57,0.043,0.0865,nn,nn00515364,2018-07-24T21:32:29.702Z,"Nevada",earthquake,,0,0.24,3,reviewed,nn,nn
2008-04-13T00:29:43.512Z,39.5283,-119.9333,2.7,0.4,ml,4,147.15,0.003,0.0348,nn,nn00515550,2018-07-24T21:32:45.388Z,"Nevada",earthquake,,2.3,0.37,3,reviewed,nn,nn
2008-04-13T00:35:16.213Z,39.5219,-119.9117,1.3,0.6,ml,4,287.47,0.015,0.021,nn,nn00515551,2018-07-24T21:32:35.887Z,"Nevada",earthquake,,19.2,0.74,3,reviewed,nn,nn
2008-04-13T01:11:57.301Z,39.4974,-119.8889,0,0.9,ml,5,332.38,0.035,0.0838,nn,nn00488393,2018-07-24T21:32:34.093Z,"Nevada",earthquake,,0,0.66,4,reviewed,nn,nn
2008-04-13T01:24:24.928Z,39.4864,-119.8939,0,0.5,ml,4,343.46,0.041,0.0965,nn,nn00488394,2018-07-24T21:32:34.196Z,"Nevada",earthquake,,0,0.65,4,reviewed,nn,nn
2008-04-13T01:27:04.003Z,39.5115,-119.9064,1.5,0.5,ml,4,318.94,0.016,0.0683,nn,nn00515553,2018-07-24T21:32:36.019Z,"Nevada",earthquake,,4.4,0.52,4,reviewed,nn,nn
2008-04-13T02:10:55.091Z,39.5125,-119.9177,2.1,0.4,ml,5,326.32,0.01,0.0496,nn,nn00488395,2018-07-24T21:32:34.301Z,"Nevada",earthquake,,1.8,0.76,4,reviewed,nn,nn
2008-04-13T02:13:27.514Z,39.5314,-119.9163,0.7,0.1,ml,3,297.83,0.011,0.0192,nn,nn00515554,2018-07-24T21:32:36.118Z,"Nevada",earthquake,,10.7,0.47,3,reviewed,nn,nn
2008-04-13T03:03:47.173Z,39.5076,-119.9079,2.3,0,ml,4,328.39,0.018,0.1234,nn,nn00515555,2018-07-24T21:32:36.213Z,"Nevada",earthquake,,3,0.73,4,reviewed,nn,nn
2008-04-13T03:42:53.999Z,39.5272,-119.9328,1.3,0.8,ml,17,51.4,0.004,0.1255,nn,nn00241008,2018-07-24T21:32:34.574Z,"Nevada",earthquake,,0.7,0.35,7,reviewed,nn,nn
2008-04-13T03:56:55.142Z,39.5407,-119.8849,0,0,ml,3,341.16,0.034,0.0225,nn,nn00515562,2018-07-24T21:32:36.311Z,"Nevada",earthquake,,0,0.38,3,reviewed,nn,nn
2008-04-13T03:58:36.098Z,39.5276,-119.904,0.8,0,ml,3,330.71,0.015,0.015,nn,nn00515564,2018-07-24T21:32:36.411Z,"Nevada",earthquake,,8.9,0.29,3,reviewed,nn,nn
2008-04-13T04:29:49.460Z,39.5448,-119.8956,0,0,ml,3,336.19,0.031,0.0237,nn,nn00515570,2018-07-24T21:32:36.702Z,"Nevada",earthquake,,33.3,0.32,3,reviewed,nn,nn
2008-04-13T04:38:41.414Z,39.5412,-119.8965,0,0.3,ml,5,261.78,0.028,0.2231,nn,nn00515573,2018-07-24T21:32:36.801Z,"Nevada",earthquake,,0,0.97,4,reviewed,nn,nn
2008-04-13T04:42:16.901Z,39.5265,-119.9214,1.5,0.4,ml,5,202.69,0.005,0.0738,nn,nn00488397,2018-07-24T21:32:34.707Z,"Nevada",earthquake,,2.8,0.54,4,reviewed,nn,nn
2008-04-13T04:43:36.725Z,39.5145,-119.9555,0,0.4,ml,5,282.62,0.02,0.1251,nn,nn00488398,2018-07-24T21:32:34.814Z,"Nevada",earthquake,,0,0.62,4,reviewed,nn,nn
2008-04-13T04:52:50.990Z,39.5348,-119.9096,2.9,0.2,ml,3,318.16,0.016,0.0635,nn,nn00515575,2018-07-24T21:32:37.004Z,"Nevada",earthquake,,5.7,0.18,3,reviewed,nn,nn
2008-04-13T05:07:47.630Z,39.5493,-119.9174,2.9,0.7,ml,4,329.95,0.021,0.0376,nn,nn00515577,2018-07-24T21:32:37.190Z,"Nevada",earthquake,,8.7,0.32,3,reviewed,nn,nn
2008-04-13T05:10:22.409Z,39.5285,-119.9292,1.5,0.3,ml,5,156.65,0.002,0.0603,nn,nn00488399,2018-07-24T21:32:34.935Z,"Nevada",earthquake,,2,0.67,4,reviewed,nn,nn
2008-04-13T05:23:59.660Z,39.5389,-119.8926,0.7,1,ml,4,337.17,0.028,0.0316,nn,nn00515580,2018-07-24T21:32:37.384Z,"Nevada",earthquake,,24.9,0.3,3,reviewed,nn,nn
2008-04-13T05:25:01.470Z,39.5255,-119.9236,2,0.5,ml,4,201.78,0.004,0.0181,nn,nn00515581,2018-07-24T21:32:37.482Z,"Nevada",earthquake,,2.7,0.37,3,reviewed,nn,nn
2008-04-13T05:25:10.286Z,39.5103,-119.9279,1.6,0.5,ml,3,319.4,0.01,0.0084,nn,nn00515583,2018-07-24T21:32:37.584Z,"Nevada",earthquake,,15.6,0.02,2,reviewed,nn,nn
2008-04-13T05:25:17.614Z,39.5399,-119.9001,1.3,0.1,ml,4,331.82,0.025,0.0319,nn,nn00515693,2018-07-24T21:32:38.934Z,"Nevada",earthquake,,19.4,0.18,3,reviewed,nn,nn
2008-04-13T05:25:42.258Z,39.5438,-119.8907,0,0.7,ml,4,338.57,0.033,0.0596,nn,nn00515585,2018-07-24T21:32:37.683Z,"Nevada",earthquake,,0,0.25,3,reviewed,nn,nn
2008-04-13T05:26:30.474Z,39.5274,-119.9297,1.8,0.4,ml,5,139.6,0.003,0.1056,nn,nn00488400,2018-07-24T21:32:35.035Z,"Nevada",earthquake,,1.9,0.44,4,reviewed,nn,nn
2008-04-13T05:34:02.706Z,39.5238,-119.927,1.2,0.9,ml,18,55.77,0.005,0.1424,nn,nn00241011,2018-07-24T21:32:35.155Z,"Nevada",earthquake,,0.7,0.45,7,reviewed,nn,nn
2008-04-13T05:34:56.847Z,39.523,-119.9405,0.4,0.8,ml,7,114.55,0.008,0.1525,nn,nn00242098,2018-07-24T21:32:35.290Z,"Nevada",earthquake,,2.6,0.88,4,reviewed,nn,nn
2008-04-13T05:50:56.011Z,39.5075,-119.9316,1.5,0.1,ml,4,318.52,0.016,0.0063,nn,nn00515686,2018-07-24T21:32:38.253Z,"Nevada",earthquake,,8.4,0.25,3,reviewed,nn,nn
2008-04-13T06:22:16.026Z,39.498,-119.9159,2.2,0.1,ml,5,343.76,0.024,0.0452,nn,nn00515692,2017-06-19T19:07:22.053Z,"Nevada",earthquake,,2.3,0.85,4,reviewed,nn,nn
2008-04-13T06:26:21.130Z,39.5416,-119.9016,2.6,0.5,ml,4,331.18,0.025,0.0543,nn,nn00515694,2018-07-24T21:32:39.033Z,"Nevada",earthquake,,9.8,0.25,3,reviewed,nn,nn
2008-04-13T06:27:14.977Z,39.5424,-119.9015,2.3,0.1,ml,4,331.65,0.025,0.0823,nn,nn00515696,2018-07-24T21:32:39.150Z,"Nevada",earthquake,,10,0.17,3,reviewed,nn,nn
2008-04-13T06:42:32.993Z,39.5158,-119.9133,1.1,0.2,ml,3,350.42,0.009,0.017,nn,nn00515698,2018-07-24T21:32:39.246Z,"Nevada",earthquake,,8.9,0.11,2,reviewed,nn,nn
2008-04-13T06:57:10.492Z,39.5216,-119.8874,0,0.1,ml,4,342.19,0.027,0.0733,nn,nn00515699,2018-07-24T21:32:39.340Z,"Nevada",earthquake,,0,0.05,2,reviewed,nn,nn
2008-04-13T07:00:37.737Z,39.5277,-119.8932,0,0.3,ml,4,287.88,0.023,0.0207,nn,nn00515700,2018-07-24T21:32:39.439Z,"Nevada",earthquake,,0,0.61,3,reviewed,nn,nn
2008-04-13T08:07:41.543Z,39.5456,-119.8994,0,0.3,ml,3,334.41,0.03,0.0403,nn,nn00515703,2018-07-24T21:32:39.537Z,"Nevada",earthquake,,0,0.31,3,reviewed,nn,nn
2008-04-13T08:42:26.419Z,39.524,-119.9003,3.4,0.7,ml,5,290.15,0.017,0.0858,nn,nn00515705,2018-07-24T21:32:39.637Z,"Nevada",earthquake,,2.8,0.43,4,reviewed,nn,nn
2008-04-13T08:42:59.804Z,39.5346,-119.9279,2.5,0.6,ml,16,56.1,0.005,0.1111,nn,nn00241022,2018-07-24T21:32:32.546Z,"Nevada",earthquake,,0.7,0.42,7,reviewed,nn,nn
2008-04-13T08:54:41.539Z,39.5112,-119.9211,3.5,0.1,ml,5,323.65,0.011,0.0887,nn,nn00515706,2018-07-24T21:32:39.742Z,"Nevada",earthquake,,1.7,0.54,4,reviewed,nn,nn
2008-04-13T09:16:49.555Z,39.5276,-119.9212,0.5,0,ml,3,260.64,0.006,0.0291,nn,nn00515707,2018-07-24T21:32:39.853Z,"Nevada",earthquake,,8.2,0.18,3,reviewed,nn,nn
2008-04-13T09:27:24.944Z,39.4977,-119.8991,0,0.5,ml,5,336.59,0.03,0.1121,nn,nn00515708,2018-07-24T21:32:39.951Z,"Nevada",earthquake,,0,0.61,4,reviewed,nn,nn
2008-04-13T09:50:59.401Z,39.547,-119.887,0,0,ml,3,340.63,0.037,0.0537,nn,nn00515748,2018-07-24T21:32:40.430Z,"Nevada",earthquake,,0,0.2,3,reviewed,nn,nn
2008-04-13T10:01:55.052Z,39.5467,-119.8944,2.4,0,ml,3,337.37,0.033,0.0093,nn,nn00515750,2018-07-24T21:32:40.521Z,"Nevada",earthquake,,15.4,0.31,3,reviewed,nn,nn
2008-04-13T11:28:50.595Z,39.5218,-119.9106,2.5,0.4,ml,4,323.53,0.009,0.0171,nn,nn00515761,2018-07-24T21:32:40.996Z,"Nevada",earthquake,,3.3,0.53,3,reviewed,nn,nn
2008-04-13T11:37:23.258Z,39.5126,-119.8991,0,0.5,ml,4,314.27,0.02,0.0275,nn,nn00515763,2017-06-19T19:07:24.128Z,"Nevada",earthquake,,0,0.26,3,reviewed,nn,nn
2008-04-13T11:39:49.011Z,39.5187,-119.8808,0.1,0.4,ml,4,344.75,0.032,0.0474,nn,nn00515866,2018-07-24T21:32:41.291Z,"Nevada",earthquake,,19.9,0.12,3,reviewed,nn,nn
2008-04-13T13:51:11.555Z,39.5445,-119.9204,1.2,0.3,ml,4,208.8,0.016,0.0209,nn,nn00488382,2018-07-24T21:32:33.028Z,"Nevada",earthquake,,7.2,0.26,3,reviewed,nn,nn
2008-04-13T14:17:09.952Z,39.531,-119.932,1.3,0.1,ml,3,245.7,0.003,0.0141,nn,nn00515877,2018-07-24T21:32:41.768Z,"Nevada",earthquake,,6.7,0.14,3,reviewed,nn,nn
2008-04-13T14:20:50.161Z,39.5449,-119.9391,1.2,0.3,ml,3,338.99,0.015,0.0356,nn,nn00515879,2018-07-24T21:32:41.865Z,"Nevada",earthquake,,7,0.33,3,reviewed,nn,nn
2008-04-13T14:39:45.819Z,39.5404,-119.9199,0,0.1,ml,3,313.66,0.016,0.0326,nn,nn00515880,2018-07-24T21:32:41.961Z,"Nevada",earthquake,,0,0.29,3,reviewed,nn,nn
2008-04-13T14:44:08.776Z,39.5231,-119.9359,0.3,1.3,ml,28,35.85,0.005,0.1461,nn,nn00241034,2018-07-24T21:32:33.153Z,"Nevada",earthquake,,0.8,0.68,9,reviewed,nn,nn
2008-04-13T15:47:31.881Z,39.5138,-119.923,0,1,ml,8,170.57,0.008,0.1488,nn,nn00488388,2018-07-24T21:32:33.317Z,"Nevada",earthquake,,0,0.86,6,reviewed,nn,nn
2008-04-13T15:49:30.629Z,39.5179,-119.8936,0,0.5,ml,4,340.23,0.022,0.0683,nn,nn00515882,2018-07-24T21:32:42.147Z,"Nevada",earthquake,,0,0.26,3,reviewed,nn,nn
2008-04-13T15:50:17.141Z,39.5268,-119.921,1.1,0.2,ml,4,246.21,0.005,0.0197,nn,nn00515883,2018-07-24T21:32:42.247Z,"Nevada",earthquake,,5.8,0.33,3,reviewed,nn,nn
2008-04-13T15:52:12.993Z,39.5153,-119.905,0,0.5,ml,4,335.62,0.015,0.0166,nn,nn00515885,2018-07-24T21:32:42.343Z,"Nevada",earthquake,,0,0.31,3,reviewed,nn,nn
2008-04-13T15:54:06.053Z,39.5411,-119.9345,1.6,0.6,ml,4,326.89,0.011,0.0135,nn,nn00515887,2018-07-24T21:32:42.439Z,"Nevada",earthquake,,3.9,0.37,3,reviewed,nn,nn
2008-04-13T15:55:10.767Z,39.5097,-119.9032,0,0.7,ml,4,341.3,0.019,0.0383,nn,nn00515894,2018-07-24T21:32:42.539Z,"Nevada",earthquake,,0,0.29,3,reviewed,nn,nn
