YYYY,MM,DD,hh,mm,ss.ss,Lat(deg),Long(deg),depth(km),Magnitude
2014,02,16,23,41,39.80,37.629468,-119.033398,4.486,0.2
2014,02,16,23,41,45.50,37.629801,-119.032935,4.645,-0.2
2014,02,16,23,53,34.44,37.638249,-119.033171,2.729,-0.2
2014,02,17,00,07,35.82,37.638338,-119.032983,2.757,0.4
2014,02,17,00,30,42.77,37.627559,-119.020801,5.223,0.3
2014,02,17,01,48,09.67,37.629146,-119.022713,5.041,0.2
2014,02,17,01,54,56.74,37.638033,-119.033154,2.764,0.3
2014,02,17,02,36,13.93,37.638208,-119.023307,3.775,-0.3
2014,02,17,02,58,19.08,37.631274,-119.023950,4.749,0.6
2014,02,17,03,03,59.74,37.635824,-119.024658,4.279,0.3
2014,02,17,04,00,38.51,37.630680,-119.023983,4.800,0.0
2014,02,17,04,15,46.76,37.630973,-119.025342,4.694,-0.2
2014,02,17,05,26,02.68,37.628764,-119.022510,5.013,0.2
2014,02,17,05,34,31.39,37.629350,-119.022461,4.996,0.6
2014,02,17,05,36,59.43,37.629114,-119.022770,5.045,0.1
2014,02,17,05,37,58.92,37.633081,-119.021061,4.934,-0.1
2014,02,17,06,21,28.39,37.630192,-119.021086,4.920,0.4
2014,02,17,06,41,06.68,37.629016,-119.023055,5.019,0.5
2014,02,17,06,52,25.83,37.631905,-119.021655,4.926,0.1
2014,02,17,07,23,13.28,37.632861,-119.021265,4.960,0.6
2014,02,17,08,19,39.07,37.629447,-119.023267,4.959,1.2
2014,02,17,08,22,15.75,37.629867,-119.024919,4.811,0.0
2014,02,17,08,28,59.10,37.633219,-119.021313,4.938,0.5
2014,02,17,08,34,21.49,37.629541,-119.024349,4.915,0.6
2014,02,17,08,34,57.87,37.629504,-119.025830,4.879,0.3
2014,02,17,08,36,37.59,37.629647,-119.023893,4.983,0.1
2014,02,17,08,38,12.51,37.628902,-119.024561,4.820,0.3
2014,02,17,08,40,19.56,37.628528,-119.025423,4.880,0.2
2014,02,17,08,43,57.06,37.630135,-119.023047,4.932,0.3
2014,02,17,08,58,27.42,37.629097,-119.024951,4.960,-0.1
2014,02,17,09,05,12.85,37.629203,-119.022591,5.036,0.2
2014,02,17,09,14,13.24,37.625838,-119.019621,0.713,0.2
2014,02,17,09,14,43.95,37.622713,-119.037402,4.676,0.5
2014,02,17,09,42,43.25,37.634875,-119.031283,2.675,0.2
2014,02,17,09,43,25.63,37.631551,-119.021257,4.945,0.4
2014,02,17,09,43,45.40,37.631177,-119.021183,4.941,0.2
2014,02,17,09,50,24.45,37.628121,-119.023519,5.079,0.2
2014,02,17,10,00,55.88,37.627616,-119.024447,1.654,0.7
2014,02,17,10,15,43.88,37.629663,-119.022965,4.962,-0.1
2014,02,17,11,55,09.90,37.628800,-119.025928,4.911,1.5
2014,02,17,12,53,13.20,37.629081,-119.022721,5.051,0.1
2014,02,17,12,55,13.81,37.589217,-119.009448,4.122,-0.1
2014,02,17,17,32,48.40,37.629102,-119.022778,5.060,0.2
2014,02,17,20,42,20.36,37.633061,-119.020988,4.964,0.1
2014,02,17,20,50,53.08,37.629020,-119.022762,5.063,0.0
2014,02,17,22,21,03.00,37.629102,-119.031746,4.798,0.5
2014,02,17,22,21,13.96,37.629220,-119.031543,4.785,0.7
2014,02,17,22,43,30.56,37.629333,-119.022713,4.990,0.1
2014,02,17,23,00,29.76,37.628536,-119.022876,5.006,1.0
2014,02,18,00,37,24.24,37.628955,-119.031242,9.883,0.3
2014,02,18,01,06,09.56,37.628402,-119.023600,5.121,0.9
2014,02,18,02,34,12.34,37.632992,-119.021509,4.942,0.7
2014,02,18,02,45,51.25,37.632597,-119.021183,4.932,0.2
2014,02,18,04,17,51.67,37.629423,-119.022583,5.005,0.4
2014,02,18,05,36,35.67,37.633183,-119.021183,4.931,0.5
2014,02,18,08,05,53.78,37.629134,-119.022664,5.042,0.2
2014,02,18,11,34,10.57,37.627608,-119.023413,5.055,0.2
2014,02,18,19,17,58.70,37.629004,-119.022184,5.019,0.5
2014,02,18,19,55,52.04,37.633228,-119.021134,4.934,0.2
2014,02,18,19,58,12.56,37.646452,-119.032894,2.261,0.3
2014,02,18,20,09,16.40,37.646403,-119.032959,2.258,0.2
2014,02,18,20,46,43.20,37.623486,-119.026611,4.211,-0.1
