YYYY,MM,DD,hh,mm,ss.ss,Lat(deg),Long(deg),depth(km),Magnitude
2014,02,12,15,06,18.56,37.633862,-119.021655,4.940,0.6
2014,02,12,15,10,16.35,37.632263,-119.020589,4.909,0.9
2014,02,12,15,39,06.89,37.634025,-119.021688,4.924,0.2
2014,02,12,15,42,02.01,37.632023,-119.028719,4.697,-0.3
2014,02,12,15,52,44.76,37.630701,-119.022249,4.884,0.2
2014,02,12,15,54,00.00,37.632109,-119.021167,4.867,0.1
2014,02,12,16,17,52.93,37.630558,-119.021834,4.908,0.1
2014,02,12,16,20,45.05,37.632430,-119.021338,4.929,0.4
2014,02,12,16,41,43.42,37.631681,-119.021639,4.928,0.0
2014,02,12,16,58,01.99,37.633057,-119.021647,4.947,0.7
2014,02,12,17,27,55.54,37.631628,-119.021688,4.925,0.1
2014,02,12,17,46,21.06,37.630135,-119.021086,4.917,0.9
2014,02,12,17,47,53.72,37.630656,-119.021102,4.916,0.8
2014,02,12,17,50,33.68,37.631661,-119.021525,4.919,1.9
2014,02,12,17,51,10.44,37.632601,-119.021606,4.913,0.8
2014,02,12,17,51,56.80,37.631771,-119.021077,4.838,0.2
2014,02,12,18,12,15.08,37.630912,-119.021452,4.931,0.2
2014,02,12,18,26,05.44,37.630355,-119.019849,4.761,0.3
2014,02,12,18,42,23.10,37.627018,-119.018473,4.769,0.2
2014,02,12,19,02,08.56,37.628064,-119.023299,5.065,0.4
2014,02,12,19,08,13.70,37.632906,-119.021273,4.918,0.1
2014,02,12,19,12,41.88,37.632316,-119.021419,4.966,0.0
2014,02,12,19,37,18.44,37.632397,-119.021615,4.958,0.4
2014,02,12,19,54,52.90,37.628739,-119.022900,5.022,0.1
2014,02,12,20,51,49.76,37.630949,-119.021436,4.937,0.2
2014,02,12,20,55,24.92,37.630078,-119.022363,4.936,0.7
2014,02,12,21,01,00.84,37.632288,-119.019336,4.166,0.0
2014,02,12,21,03,02.00,37.629574,-119.015991,4.996,0.3
2014,02,12,21,07,42.96,37.632149,-119.020597,4.974,1.8
2014,02,12,21,26,17.56,37.632145,-119.021134,4.742,0.1
2014,02,12,21,31,31.62,37.630815,-119.021419,4.935,0.1
2014,02,12,21,46,41.16,37.631791,-119.021029,4.863,0.0
2014,02,12,22,34,50.48,37.630481,-119.021965,4.917,0.4
2014,02,12,22,58,02.00,37.632235,-119.021240,4.957,-0.1
2014,02,12,23,57,56.78,37.631116,-119.021346,4.940,1.1
2014,02,13,00,05,18.59,37.632951,-119.020923,4.946,0.4
2014,02,13,00,12,21.00,37.631307,-119.021297,4.897,0.0
2014,02,13,00,19,43.06,37.619653,-119.016178,4.937,-0.1
2014,02,13,00,43,29.66,37.632190,-119.028906,4.487,-0.2
2014,02,13,01,06,58.67,37.635909,-119.036841,5.051,0.3
2014,02,13,01,30,06.78,37.629370,-119.022559,4.965,1.5
2014,02,13,01,57,54.31,37.641060,-119.034603,4.185,-0.2
2014,02,13,02,04,41.16,37.624308,-119.019670,5.034,0.6
2014,02,13,02,07,44.85,37.628459,-119.025757,4.956,0.0
2014,02,13,02,08,32.49,37.630400,-119.020768,4.881,0.1
2014,02,13,02,11,20.12,37.628479,-119.025765,4.967,-0.1
2014,02,13,02,21,05.00,37.632625,-119.021729,4.932,-0.3
2014,02,13,02,23,00.89,37.631380,-119.021899,4.908,-0.2
2014,02,13,02,35,20.06,37.632658,-119.021623,4.921,0.7
2014,02,13,02,51,45.45,37.630229,-119.022909,4.877,0.0
2014,02,13,03,09,23.01,37.630945,-119.019173,4.835,0.0
2014,02,13,03,55,24.99,37.632564,-119.020955,4.945,0.5
2014,02,13,04,08,30.92,37.633805,-119.025431,4.418,-0.3
2014,02,13,04,21,12.68,37.632068,-119.021257,4.901,-0.3
2014,02,13,04,28,10.41,37.631893,-119.021623,4.924,0.6
2014,02,13,04,28,43.21,37.632340,-119.020858,4.957,1.5
2014,02,13,04,29,03.00,37.632402,-119.020809,4.942,0.6
2014,02,13,04,45,07.00,37.632373,-119.020695,4.944,1.7
2014,02,13,04,46,27.75,37.632198,-119.020703,4.904,-0.1
2014,02,13,04,51,28.48,37.632776,-119.021094,4.944,0.0
2014,02,13,05,13,44.87,37.630493,-119.021875,4.909,0.1
2014,02,13,05,29,04.89,37.630688,-119.022046,4.910,0.1
2014,02,13,06,28,28.82,37.634798,-119.022868,4.512,0.2
2014,02,13,06,28,57.92,37.629541,-119.024764,4.901,0.3
2014,02,13,06,29,46.48,37.634969,-119.023177,4.495,-0.1
2014,02,13,06,34,37.85,37.623816,-119.039819,4.270,0.0
2014,02,13,07,02,47.70,37.632800,-119.021753,4.939,0.9
2014,02,13,07,14,32.92,37.630770,-119.022428,4.845,0.2
2014,02,13,07,55,44.87,37.629504,-119.020833,4.929,0.4
2014,02,13,08,00,12.22,37.630334,-119.021077,4.913,0.1
2014,02,13,08,36,56.41,37.626241,-119.032528,4.645,0.1
2014,02,13,08,55,49.12,37.633948,-119.021208,4.752,-0.1
2014,02,13,08,59,18.14,37.634342,-119.020939,4.702,0.2
2014,02,13,09,01,05.00,37.634062,-119.021265,4.837,0.2
2014,02,13,09,02,06.09,37.640930,-118.994824,6.489,0.3
2014,02,13,09,04,45.33,37.633252,-119.022160,4.823,0.1
2014,02,13,09,09,21.11,37.633012,-119.022746,4.705,0.0
2014,02,13,09,10,55.42,37.630855,-119.023730,0.208,-0.1
2014,02,13,09,12,11.55,37.633008,-119.022339,4.808,-0.3
2014,02,13,09,12,59.00,37.633582,-119.021672,4.847,0.3
2014,02,13,09,17,04.89,37.631014,-119.021948,4.910,0.9
2014,02,13,09,18,57.53,37.632874,-119.022909,4.809,0.0
2014,02,13,09,20,32.34,37.634326,-119.020964,4.711,0.3
2014,02,13,09,27,07.47,37.628735,-119.020589,5.133,-0.1
2014,02,13,09,31,54.02,37.630880,-119.023250,4.966,-0.3
2014,02,13,09,35,01.00,37.627852,-119.019686,5.054,-0.1
2014,02,13,09,38,14.89,37.629639,-119.022770,5.014,0.2
2014,02,13,09,38,55.36,37.630892,-119.021370,4.929,1.5
2014,02,13,09,42,18.63,37.632874,-119.028996,4.456,0.0
2014,02,13,09,52,38.10,37.633118,-119.023641,4.668,0.4
2014,02,13,09,54,14.31,37.633333,-119.024536,4.607,0.3
2014,02,13,09,58,47.57,37.631970,-119.030420,4.463,0.1
2014,02,13,10,04,28.35,37.629704,-119.022070,4.917,-0.2
2014,02,13,10,20,19.78,37.631978,-119.021574,4.927,0.0
2014,02,13,10,30,55.02,37.630343,-119.022485,4.868,-0.2
2014,02,13,10,31,38.04,37.633012,-119.021533,4.927,0.4
2014,02,13,10,42,24.30,37.633101,-119.021444,4.940,0.5
2014,02,13,11,08,42.16,37.634892,-119.025334,4.363,0.1
2014,02,13,11,25,44.54,37.626713,-119.021606,5.031,0.8
2014,02,13,11,28,43.57,37.633521,-119.021582,4.948,0.9
2014,02,13,11,48,38.97,37.636275,-119.020199,4.505,-0.1
2014,02,13,11,49,56.38,37.631262,-119.021346,4.944,1.1
2014,02,13,12,08,21.48,37.633118,-119.021623,4.879,-0.1
2014,02,13,12,16,03.89,37.629268,-119.023682,4.975,-0.1
2014,02,13,12,42,46.96,37.632035,-119.021118,4.942,0.6
2014,02,13,12,55,31.13,37.632939,-119.021452,4.945,1.2
2014,02,13,13,09,17.55,37.632218,-119.021248,4.868,0.3
2014,02,13,13,59,58.02,37.630550,-119.022078,4.960,0.1
2014,02,13,14,28,14.02,37.631986,-119.027881,4.487,0.1
2014,02,13,14,43,35.78,37.629696,-119.024805,4.854,-0.1
2014,02,13,14,47,46.00,37.635417,-119.019849,4.099,-0.3
2014,02,13,15,00,02.89,37.632279,-119.021240,4.948,0.0
2014,02,13,15,20,37.61,37.630546,-119.021208,4.947,0.1
2014,02,13,16,04,14.53,37.634082,-119.020890,4.729,0.1
2014,02,13,16,25,15.24,37.630477,-119.021916,4.917,0.1
2014,02,13,17,05,27.64,37.633236,-119.025594,4.456,0.7
2014,02,13,17,07,42.56,37.632267,-119.026465,4.483,0.1
2014,02,13,17,18,03.00,37.633138,-119.021517,4.943,0.8
2014,02,13,17,24,51.06,37.629480,-119.022559,4.993,1.4
2014,02,13,17,34,32.84,37.627637,-119.029110,5.032,0.1
2014,02,13,17,37,06.00,37.629106,-119.025521,4.947,-0.1
2014,02,13,17,43,18.12,37.630436,-119.022233,4.923,-0.1
2014,02,13,17,50,04.84,37.632882,-119.028394,4.492,-0.4
2014,02,13,17,54,24.32,37.631954,-119.021680,4.933,1.0
2014,02,13,18,06,23.60,37.619584,-119.001025,7.029,0.2
2014,02,13,18,19,52.96,37.632731,-119.021468,4.937,0.2
2014,02,13,18,45,45.08,37.627901,-119.023275,5.038,0.1
2014,02,13,19,01,20.80,37.632800,-118.956299,9.180,0.2
2014,02,13,19,34,58.76,37.632739,-119.021598,4.948,0.5
2014,02,13,19,52,18.34,37.631559,-119.027979,4.541,0.0
2014,02,13,20,03,02.80,37.626318,-119.021948,5.073,-0.1
2014,02,13,20,09,03.00,37.632410,-119.020890,4.951,0.1
2014,02,13,20,55,58.74,37.630265,-119.021061,4.917,0.1
2014,02,13,21,10,10.16,37.630701,-119.020923,4.922,2.1
2014,02,13,21,20,04.00,37.632951,-119.021582,4.937,1.0
2014,02,13,21,23,08.00,37.629244,-119.020500,4.940,0.1
2014,02,13,21,29,37.20,37.632849,-119.020614,4.948,0.4
2014,02,13,21,44,59.00,37.630440,-119.022664,4.891,0.4
2014,02,13,22,47,09.00,37.632039,-119.021403,4.903,0.2
2014,02,13,23,36,47.68,37.617383,-119.027132,6.619,0.1
2014,02,13,23,37,45.88,37.630481,-119.030257,4.635,0.1
2014,02,13,23,48,47.88,37.629350,-119.022314,4.988,0.8
2014,02,14,01,44,40.64,37.633195,-119.021151,4.929,0.1
2014,02,14,01,53,53.20,37.635665,-118.980469,8.823,0.1
2014,02,14,02,03,59.26,37.631824,-119.031266,5.080,0.1
2014,02,14,02,07,20.02,37.633337,-119.021460,4.939,1.4
2014,02,14,02,26,32.26,37.637850,-119.024666,3.952,-0.3
2014,02,14,02,30,25.21,37.637972,-119.024683,3.960,0.3
2014,02,14,02,55,51.40,37.632788,-119.020825,4.937,0.3
2014,02,14,03,08,25.09,37.627075,-119.021224,5.072,0.4
2014,02,14,03,11,21.30,37.635042,-119.034041,4.505,-0.2
2014,02,14,03,15,30.02,37.632491,-119.021159,4.953,1.5
2014,02,14,03,19,41.52,37.631958,-119.021598,4.924,0.1
2014,02,14,03,20,18.85,37.631848,-119.021574,4.916,0.2
2014,02,14,03,29,44.27,37.630196,-119.022078,5.069,0.5
2014,02,14,03,47,32.94,37.632882,-119.028507,4.453,-0.4
2014,02,14,03,48,21.87,37.632711,-119.028784,4.449,0.3
2014,02,14,04,02,20.35,37.630253,-119.019857,5.078,-0.1
2014,02,14,04,20,04.10,37.629203,-119.031453,4.769,-0.3
2014,02,14,04,22,54.36,37.633602,-119.021305,4.938,0.0
2014,02,14,04,35,02.00,37.632247,-119.020776,4.923,0.4
2014,02,14,05,26,22.19,37.630094,-119.020215,4.884,-0.3
2014,02,14,05,31,10.48,37.629781,-119.024862,4.889,0.1
2014,02,14,06,01,23.03,37.628153,-119.020402,5.248,-0.1
2014,02,14,06,40,49.25,37.626070,-119.021867,5.123,0.8
2014,02,14,06,40,58.69,37.626046,-119.022038,5.124,0.9
2014,02,14,06,42,21.88,37.625879,-119.022184,5.198,0.3
2014,02,14,06,46,11.19,37.661393,-119.017375,1.698,-0.2
2014,02,14,06,46,47.86,37.625452,-119.023218,5.138,0.6
2014,02,14,06,46,58.56,37.624613,-119.023877,5.193,0.2
2014,02,14,06,49,58.96,37.625301,-119.023641,5.118,-0.1
2014,02,14,06,53,50.17,37.625460,-119.023511,5.134,-0.3
2014,02,14,06,54,56.65,37.625350,-119.023625,5.147,0.3
2014,02,14,07,13,23.75,37.629956,-119.021810,4.923,-0.1
2014,02,14,07,24,02.68,37.624548,-119.023608,5.141,-0.2
2014,02,14,07,42,52.74,37.629700,-119.023804,4.902,0.3
2014,02,14,07,43,12.12,37.624455,-119.023893,5.173,0.1
2014,02,14,07,51,15.91,37.629016,-119.023063,4.989,1.0
2014,02,14,07,54,53.28,37.628833,-119.024772,4.957,-0.3
2014,02,14,07,56,47.61,37.628784,-119.024634,4.954,1.0
2014,02,14,07,59,02.00,37.630082,-119.022909,4.870,0.1
2014,02,14,07,59,47.23,37.632849,-119.021533,4.936,1.1
2014,02,14,08,01,52.07,37.631148,-119.021191,4.934,0.0
2014,02,14,08,08,21.19,37.631555,-119.021134,4.928,-0.3
2014,02,14,08,20,47.88,37.625277,-119.023161,5.244,-0.3
2014,02,14,08,22,12.73,37.631531,-119.021069,4.935,-0.1
2014,02,14,08,30,46.63,37.629753,-119.022160,4.922,0.1
2014,02,14,08,40,54.71,37.632581,-119.029175,4.676,0.0
2014,02,14,09,07,11.86,37.629431,-119.022445,4.983,1.4
2014,02,14,09,10,34.74,37.626815,-119.021102,5.149,0.6
2014,02,14,09,28,45.18,37.630278,-119.021134,4.912,0.0
2014,02,14,09,43,53.68,37.630566,-119.022103,4.907,0.0
2014,02,14,09,47,35.72,37.627718,-119.021615,5.088,-0.1
2014,02,14,10,01,22.92,37.632418,-119.020736,4.875,-0.3
2014,02,14,10,20,31.20,37.633195,-119.021094,4.949,0.1
2014,02,14,10,50,27.08,37.627926,-119.021493,5.143,0.0
2014,02,14,11,04,26.33,37.626758,-119.021631,5.152,-0.1
2014,02,14,11,14,17.79,37.632821,-119.021273,4.957,0.5
2014,02,14,11,33,09.79,37.627633,-119.020866,5.088,-0.1
2014,02,14,12,07,35.76,37.611983,-119.015877,3.457,0.1
2014,02,14,12,21,17.81,37.653145,-118.979069,9.381,0.3
2014,02,14,12,21,53.04,37.634119,-119.021745,4.642,0.0
2014,02,14,12,25,28.79,37.633040,-119.021460,4.939,0.4
2014,02,14,13,00,31.67,37.630058,-119.035897,4.663,0.2
2014,02,14,13,05,41.31,37.629818,-119.035221,4.657,0.3
2014,02,14,14,01,16.27,37.630103,-119.022249,5.031,0.0
2014,02,14,14,05,20.49,37.630420,-119.021875,4.889,0.0
2014,02,14,14,07,33.43,37.632450,-119.021411,4.925,-0.2
2014,02,14,14,33,08.00,37.632585,-119.021606,4.899,1.5
2014,02,14,14,34,10.88,37.631694,-119.021688,4.938,0.4
2014,02,14,14,44,41.10,37.632869,-119.020679,4.942,0.0
2014,02,14,17,20,22.48,37.633008,-119.021224,4.938,0.0
2014,02,14,17,27,09.00,37.631490,-119.021183,4.924,-0.3
2014,02,14,17,37,51.68,37.629655,-119.022477,4.962,0.6
2014,02,14,17,53,52.28,37.632967,-119.021460,4.938,1.0
2014,02,14,18,57,42.52,37.633199,-119.021126,4.938,0.1
2014,02,14,19,52,49.32,37.629635,-119.022567,4.998,0.2
2014,02,14,20,18,22.28,37.633724,-119.033944,4.926,0.0
2014,02,14,20,22,59.16,37.630721,-119.034749,4.658,0.4
2014,02,14,21,09,19.54,37.629789,-119.022306,4.980,0.1
2014,02,14,21,14,30.00,37.633000,-119.021484,4.941,0.7
2014,02,14,21,27,51.52,37.631864,-119.021582,4.967,2.0
2014,02,14,21,45,58.52,37.632186,-119.021151,4.880,0.1
2014,02,14,22,03,30.22,37.626868,-119.021484,5.022,0.3
2014,02,14,23,25,24.38,37.626506,-119.021981,5.097,0.3
2014,02,14,23,50,02.56,37.630143,-119.022184,5.040,0.0
2014,02,15,00,58,54.41,37.626672,-119.021818,5.021,0.3
2014,02,15,01,38,23.75,37.629305,-119.022453,4.978,1.1
2014,02,15,01,56,47.51,37.630497,-119.022225,4.957,0.1
2014,02,15,02,00,19.76,37.630762,-119.021924,5.015,0.0
2014,02,15,02,03,15.56,37.630310,-119.021134,4.909,-0.1
2014,02,15,02,08,54.00,37.632764,-119.021427,4.935,0.4
2014,02,15,02,13,51.44,37.629667,-119.019710,4.721,0.1
2014,02,15,02,16,27.69,37.629504,-119.019474,4.708,-0.1
2014,02,15,02,17,01.23,37.628691,-119.019645,4.835,0.3
2014,02,15,02,20,13.45,37.629439,-119.019474,4.736,0.4
2014,02,15,02,22,19.25,37.629688,-119.019686,4.705,-0.2
2014,02,15,02,28,46.75,37.621029,-119.024219,1.940,0.1
2014,02,15,02,55,57.57,37.619482,-119.006087,3.608,-0.2
2014,02,15,03,05,35.80,37.630725,-119.021183,4.895,0.2
2014,02,15,03,49,58.96,37.619373,-119.005973,3.627,0.3
2014,02,15,04,18,00.89,37.629049,-119.022518,4.948,0.3
2014,02,15,04,55,20.47,37.633297,-119.021167,4.921,-0.2
2014,02,15,04,57,59.06,37.632874,-119.021427,4.931,0.4
2014,02,15,05,43,29.32,37.632772,-119.020752,4.956,0.1
2014,02,15,05,58,23.05,37.632617,-119.020964,4.950,-0.1
2014,02,15,07,55,41.05,37.630151,-119.022184,5.033,0.1
2014,02,15,08,04,06.78,37.630383,-119.022347,4.999,0.0
2014,02,15,08,52,10.58,37.629635,-119.023039,4.960,0.3
2014,02,15,09,12,29.57,37.629248,-119.024064,4.946,0.0
2014,02,15,09,24,49.72,37.630330,-119.023112,4.910,0.6
2014,02,15,09,26,01.90,37.630273,-119.023543,4.882,0.3
2014,02,15,09,27,42.27,37.630221,-119.022811,4.896,0.0
2014,02,15,09,27,55.70,37.624292,-119.013810,3.822,0.0
2014,02,15,09,33,37.26,37.624426,-119.014323,3.758,0.4
2014,02,15,09,34,28.86,37.624605,-119.014355,3.731,0.1
2014,02,15,09,42,05.71,37.624471,-119.013656,3.813,0.0
2014,02,15,09,50,05.85,37.621688,-119.016284,3.665,-0.1
2014,02,15,09,54,42.00,37.626746,-119.010303,3.456,0.0
2014,02,15,10,06,45.72,37.633105,-119.020972,4.936,0.1
2014,02,15,10,36,08.78,37.629765,-119.022632,5.004,0.6
2014,02,15,10,36,26.66,37.629289,-119.022380,4.966,1.0
2014,02,15,11,08,24.88,37.631474,-119.021313,4.952,0.3
2014,02,15,11,30,39.60,37.625061,-119.012907,3.728,0.1
2014,02,15,11,31,14.67,37.624666,-119.012191,3.791,0.2
2014,02,15,11,38,07.60,37.624687,-119.012150,3.787,0.3
2014,02,15,11,41,05.60,37.624569,-119.012207,3.802,-0.1
2014,02,15,11,41,11.83,37.624605,-119.012622,3.786,-0.1
2014,02,15,11,41,41.80,37.625049,-119.013371,3.715,0.1
2014,02,15,11,43,26.47,37.624898,-119.013118,3.746,0.1
2014,02,15,11,58,28.00,37.624882,-119.012150,3.770,0.3
2014,02,15,11,59,41.32,37.632800,-119.030599,4.459,-0.2
2014,02,15,12,02,42.31,37.624866,-119.012581,3.765,0.3
2014,02,15,12,13,23.06,37.625175,-119.013729,3.685,-0.2
2014,02,15,12,14,50.08,37.625167,-119.012842,3.715,-0.1
2014,02,15,12,21,19.30,37.632804,-119.020752,4.952,0.0
2014,02,15,12,43,45.44,37.625028,-119.012573,3.743,-0.1
2014,02,15,12,50,15.20,37.630375,-119.023299,4.843,0.0
2014,02,15,12,51,12.98,37.629936,-119.023641,4.880,-0.2
2014,02,15,13,00,18.78,37.625179,-119.012996,3.705,0.3
2014,02,15,13,01,28.39,37.625151,-119.013159,3.712,0.0
2014,02,15,13,15,55.09,37.625024,-119.013656,3.705,0.3
2014,02,15,13,17,34.14,37.625403,-119.013542,3.660,-0.2
2014,02,15,13,17,50.75,37.625138,-119.013908,3.672,-0.1
2014,02,15,13,21,46.02,37.624683,-119.015234,3.632,-0.2
2014,02,15,13,25,20.68,37.625301,-119.014347,3.607,0.2
2014,02,15,13,26,08.04,37.625317,-119.014266,3.604,0.3
2014,02,15,13,29,42.61,37.630623,-119.026465,6.615,-0.2
2014,02,15,14,09,47.16,37.633301,-119.021362,4.947,1.2
2014,02,15,14,15,55.43,37.625700,-119.013778,3.589,0.2
2014,02,15,14,16,26.80,37.625663,-119.013770,3.585,0.3
2014,02,15,14,19,52.83,37.625834,-119.013859,3.551,0.0
2014,02,15,14,24,07.04,37.625720,-119.013949,3.569,-0.1
2014,02,15,14,28,08.14,37.625358,-119.014510,3.568,0.4
2014,02,15,14,38,58.29,37.623836,-119.012882,3.624,0.1
2014,02,15,14,40,12.61,37.625655,-119.014217,3.558,-0.1
2014,02,15,14,53,23.72,37.627625,-119.023234,5.049,0.2
2014,02,15,15,10,15.78,37.619275,-119.022567,5.830,0.5
2014,02,15,15,10,23.52,37.633468,-119.022453,4.493,0.7
2014,02,15,15,16,50.71,37.618970,-119.006584,3.624,0.0
2014,02,15,15,57,25.06,37.622839,-119.012630,3.765,0.1
2014,02,15,15,59,05.82,37.624076,-119.014795,3.772,0.3
2014,02,15,15,59,15.90,37.624150,-119.014868,3.760,0.3
2014,02,15,16,02,18.90,37.624048,-119.014925,3.768,0.0
2014,02,15,16,03,44.13,37.624308,-119.014396,3.777,0.3
2014,02,15,16,05,03.03,37.624308,-119.015291,3.726,-0.1
2014,02,15,16,06,25.71,37.624162,-119.014478,3.733,0.5
2014,02,15,16,13,00.70,37.624032,-119.014185,3.872,0.3
2014,02,15,16,22,33.28,37.624369,-119.015487,3.700,0.7
2014,02,15,16,24,30.17,37.624365,-119.015072,3.716,0.5
2014,02,15,16,25,10.85,37.624471,-119.015853,3.633,0.5
2014,02,15,16,26,56.58,37.624479,-119.015226,3.679,0.5
2014,02,15,16,27,31.36,37.624491,-119.015983,3.620,0.6
2014,02,15,16,27,36.42,37.624451,-119.016089,3.626,0.6
2014,02,15,16,27,50.44,37.625130,-119.013875,3.660,1.4
2014,02,15,16,28,02.04,37.625252,-119.014282,3.619,0.3
2014,02,15,16,28,47.33,37.624577,-119.016577,3.586,0.2
2014,02,15,16,29,15.76,37.624353,-119.016056,3.640,0.5
2014,02,15,16,30,30.55,37.624605,-119.016309,3.588,0.3
2014,02,15,16,30,43.91,37.624345,-119.015885,3.669,-0.1
2014,02,15,16,34,12.83,37.625362,-119.014437,3.576,1.0
2014,02,15,16,35,57.74,37.624288,-119.015552,3.709,0.5
2014,02,15,16,36,35.86,37.624255,-119.015063,3.754,2.4
2014,02,15,16,38,03.04,37.625911,-119.013770,3.557,-0.1
2014,02,15,16,38,28.84,37.625895,-119.014079,3.526,0.5
2014,02,15,16,38,50.07,37.625163,-119.012199,3.736,-0.1
2014,02,15,16,41,08.60,37.624007,-119.013883,3.891,0.6
2014,02,15,16,43,47.11,37.624162,-119.014144,3.863,0.0
2014,02,15,16,47,54.75,37.625960,-119.015202,3.422,-0.1
2014,02,15,16,48,55.34,37.626050,-119.015234,3.413,0.6
2014,02,15,16,49,01.59,37.624036,-119.013835,3.901,0.7
2014,02,15,16,50,35.87,37.626396,-119.014868,3.378,0.6
2014,02,15,16,52,15.78,37.626408,-119.014705,3.396,0.8
2014,02,15,16,52,36.80,37.626351,-119.013859,3.494,0.9
2014,02,15,16,54,13.17,37.626013,-119.015666,3.354,0.2
2014,02,15,16,55,07.48,37.625826,-119.015666,3.342,0.0
2014,02,15,16,58,48.01,37.624634,-119.016325,3.578,0.9
2014,02,15,16,58,56.13,37.624475,-119.015780,3.639,0.6
2014,02,15,16,59,13.70,37.624097,-119.014779,3.789,0.7
2014,02,15,17,02,02.38,37.624418,-119.012931,3.928,-0.1
2014,02,15,17,03,56.32,37.623995,-119.013501,3.917,0.6
2014,02,15,17,11,38.32,37.625212,-119.013273,3.708,0.3
2014,02,15,17,38,32.24,37.629496,-119.022542,5.014,0.8
2014,02,15,18,12,06.00,37.630542,-119.021826,4.921,0.1
2014,02,15,18,36,52.96,37.619678,-119.005477,3.647,0.2
2014,02,15,19,01,57.88,37.619580,-119.005485,3.662,0.3
2014,02,15,19,54,57.84,37.619377,-119.006087,3.624,0.0
2014,02,15,20,16,57.12,37.632597,-119.021468,4.898,0.1
2014,02,15,20,31,17.88,37.633000,-119.021354,4.949,0.6
2014,02,15,20,56,48.12,37.619613,-119.006453,3.576,1.4
2014,02,15,21,49,39.24,37.619722,-119.006543,3.555,0.0
2014,02,15,22,01,04.08,37.638428,-119.020516,4.082,0.3
2014,02,15,22,21,01.60,37.633793,-119.023177,4.862,0.8
2014,02,15,22,21,46.80,37.630477,-119.026343,4.521,0.0
2014,02,16,00,50,35.10,37.628320,-119.015560,5.001,0.2
2014,02,16,00,56,19.84,37.632593,-119.021737,4.934,0.5
2014,02,16,01,09,10.39,37.633211,-119.021151,4.943,0.3
2014,02,16,01,39,30.79,37.619120,-119.005680,3.707,0.0
2014,02,16,01,47,39.52,37.631173,-119.021232,4.947,0.6
2014,02,16,01,49,00.00,37.630241,-119.021086,4.915,0.4
2014,02,16,01,51,36.12,37.631730,-119.021200,4.953,0.4
2014,02,16,02,16,14.30,37.629386,-119.022909,4.956,-0.1
2014,02,16,02,39,24.04,37.626835,-119.017814,3.219,-0.3
2014,02,16,03,01,18.34,37.628243,-119.015666,3.214,0.0
2014,02,16,03,02,45.11,37.626774,-119.017082,3.407,-0.1
2014,02,16,04,36,09.68,37.629460,-119.022550,5.013,1.1
2014,02,16,05,27,51.55,37.630949,-119.021924,5.027,-0.1
2014,02,16,05,45,56.92,37.597087,-119.052482,7.619,-0.2
2014,02,16,06,02,31.89,37.632800,-119.021403,4.940,0.4
2014,02,16,06,14,34.53,37.626428,-119.018042,3.113,1.0
2014,02,16,06,55,46.31,37.626477,-119.017741,3.069,0.6
2014,02,16,06,57,57.55,37.626379,-119.017733,3.032,0.5
2014,02,16,06,58,56.55,37.626424,-119.017692,3.014,-0.2
2014,02,16,07,00,51.46,37.630363,-119.026099,4.570,0.2
2014,02,16,07,06,17.32,37.626554,-119.017513,3.057,0.5
2014,02,16,07,18,56.29,37.626428,-119.017660,3.026,0.6
2014,02,16,07,19,49.77,37.626131,-119.018278,3.025,0.2
2014,02,16,07,28,40.23,37.632967,-119.021387,4.939,0.3
2014,02,16,07,30,17.91,37.626587,-119.017773,3.110,-0.2
2014,02,16,07,55,22.04,37.626412,-119.017057,2.978,0.2
2014,02,16,08,25,06.57,37.625651,-119.022371,5.216,0.3
2014,02,16,08,45,28.10,37.626501,-119.018547,3.121,0.2
2014,02,16,10,29,13.06,37.633350,-119.020858,4.917,0.1
2014,02,16,10,49,26.12,37.628996,-119.023413,5.001,-0.3
2014,02,16,11,22,52.95,37.636324,-119.033887,2.815,-0.1
2014,02,16,13,08,17.91,37.629810,-119.025106,4.832,-0.1
2014,02,16,13,18,17.12,37.630351,-119.021086,4.905,-0.1
2014,02,16,13,26,05.43,37.637272,-119.033700,2.799,0.2
2014,02,16,14,03,44.40,37.628975,-119.022827,5.068,0.1
2014,02,16,15,38,52.45,37.633317,-119.021281,4.937,1.0
2014,02,16,16,02,47.75,37.628906,-119.022803,5.074,0.0
2014,02,16,16,07,09.89,37.634224,-119.021273,4.903,0.1
2014,02,16,16,10,08.54,37.630184,-119.027279,4.667,0.4
2014,02,16,16,27,36.84,37.630257,-119.022591,4.931,0.7
2014,02,16,16,40,08.95,37.626571,-119.027132,5.573,0.0
2014,02,16,17,07,13.08,37.630440,-119.022184,4.948,0.4
2014,02,16,18,20,12.36,37.628634,-119.023234,5.068,0.3
2014,02,16,18,48,52.32,37.633061,-119.021419,4.968,0.5
2014,02,16,18,49,55.36,37.633683,-119.021419,4.956,1.1
2014,02,16,18,50,16.80,37.633846,-119.021501,4.947,1.1
2014,02,16,18,50,38.68,37.633809,-119.021712,4.959,0.3
2014,02,16,18,51,03.98,37.634082,-119.021769,4.920,0.6
2014,02,16,19,28,31.06,37.628935,-119.022664,5.028,0.4
2014,02,16,19,36,25.02,37.629362,-119.022380,4.996,0.6
2014,02,16,21,13,31.76,37.629012,-119.022811,5.068,0.1
2014,02,16,21,40,43.76,37.630550,-119.020833,4.889,0.2
2014,02,16,21,40,49.04,37.630253,-119.021086,4.888,0.3
