YYYY,MM,DD,hh,mm,ss.ss,Lat(deg),Long(deg),depth(km)
2014,02,11,07,44,43.69,37.635315,-119.028923,4.088
2014,02,11,07,46,04.18,37.632463,-119.032910,4.089
2014,02,11,07,46,28.28,37.635474,-119.028955,4.066
2014,02,11,07,46,49.63,37.635588,-119.028589,4.057
2014,02,11,07,48,27.48,37.630929,-119.021427,4.934
2014,02,11,07,52,54.50,37.632174,-119.021134,4.891
2014,02,11,07,55,07.85,37.634086,-119.025008,4.405
2014,02,11,07,59,53.56,37.633577,-119.031901,4.029
2014,02,11,08,04,58.36,37.629395,-119.022111,4.946
2014,02,11,08,05,02.79,37.629875,-119.022038,4.977
2014,02,11,08,05,17.73,37.634932,-119.028312,4.251
2014,02,11,08,05,35.27,37.632210,-119.021680,4.971
2014,02,11,08,07,42.40,37.630302,-119.021948,4.938
2014,02,11,08,08,23.54,37.630745,-119.021126,4.864
2014,02,11,08,09,44.26,37.634127,-119.021493,4.830
2014,02,11,08,09,53.40,37.634192,-119.021517,4.818
2014,02,11,08,10,04.00,37.634330,-119.021395,4.835
2014,02,11,08,10,08.90,37.627462,-119.021354,5.039
2014,02,11,08,10,12.08,37.634261,-119.021379,4.829
2014,02,11,08,10,16.27,37.634318,-119.021411,4.834
2014,02,11,08,10,35.41,37.634290,-119.021395,4.854
2014,02,11,08,11,38.45,37.634200,-119.021590,4.837
2014,02,11,08,15,11.40,37.632458,-119.021647,4.982
2014,02,11,08,15,25.87,37.630204,-119.021997,4.749
2014,02,11,08,15,30.50,37.630135,-119.021924,4.907
2014,02,11,08,18,21.43,37.632402,-119.021216,4.924
2014,02,11,08,18,34.61,37.636031,-119.025513,4.247
2014,02,11,08,19,16.97,37.634294,-119.021444,4.858
2014,02,11,08,19,37.77,37.634782,-119.029980,4.257
2014,02,11,08,24,14.29,37.635229,-119.023600,4.332
2014,02,11,08,24,21.59,37.634981,-119.023324,4.419
2014,02,11,08,24,40.37,37.631750,-119.022290,4.859
2014,02,11,08,24,58.62,37.634200,-119.026090,4.386
2014,02,11,08,25,07.86,37.634566,-119.025610,4.369
2014,02,11,08,25,38.67,37.634949,-119.023698,4.443
2014,02,11,08,25,52.78,37.634823,-119.023698,4.415
2014,02,11,08,26,00.75,37.634786,-119.023543,4.403
2014,02,11,08,26,21.28,37.634355,-119.024658,4.403
2014,02,11,08,26,44.66,37.634749,-119.023657,4.415
2014,02,11,08,26,52.81,37.634424,-119.023918,4.401
2014,02,11,08,26,58.42,37.634330,-119.023779,4.495
2014,02,11,08,27,33.47,37.634957,-119.023267,4.405
2014,02,11,08,29,07.95,37.634977,-119.022876,4.368
2014,02,11,08,30,30.41,37.633110,-119.024162,4.611
2014,02,11,08,31,28.70,37.634408,-119.022445,4.467
2014,02,11,08,33,30.63,37.634786,-119.022485,4.474
2014,02,11,08,33,48.23,37.634778,-119.022192,4.498
2014,02,11,08,34,19.59,37.635042,-119.022266,4.458
2014,02,11,08,34,27.54,37.634892,-119.022453,4.472
2014,02,11,08,40,29.51,37.632906,-119.021834,4.806
2014,02,11,08,43,16.39,37.635197,-119.023828,4.405
2014,02,11,08,43,29.63,37.633988,-119.024032,4.449
2014,02,11,08,43,41.76,37.633940,-119.024585,4.484
2014,02,11,08,43,45.44,37.634017,-119.024536,4.515
2014,02,11,08,45,53.69,37.634078,-119.023722,4.394
2014,02,11,08,48,57.48,37.633419,-119.024227,4.479
2014,02,11,08,49,01.53,37.634452,-119.023999,4.497
2014,02,11,08,49,50.98,37.633793,-119.024072,4.421
2014,02,11,08,50,19.50,37.634224,-119.021273,4.791
2014,02,11,08,54,53.68,37.632463,-119.020988,4.941
2014,02,11,08,55,33.82,37.633667,-119.027035,4.370
2014,02,11,08,59,57.84,37.633272,-119.027930,4.441
2014,02,11,09,00,48.17,37.633993,-119.026538,4.388
2014,02,11,09,02,37.74,37.633634,-119.026335,4.400
2014,02,11,09,04,47.59,37.633931,-119.025985,4.362
2014,02,11,09,04,57.65,37.633866,-119.026156,4.553
2014,02,11,09,05,57.29,37.630367,-119.021077,4.919
2014,02,11,09,12,37.54,37.631311,-119.021851,4.838
2014,02,11,09,13,47.19,37.632410,-119.021118,4.929
2014,02,11,09,15,49.79,37.634062,-119.026628,4.408
2014,02,11,09,20,02.57,37.629338,-119.022518,5.035
2014,02,11,09,21,00.75,37.633639,-119.024601,4.444
2014,02,11,09,24,41.04,37.629574,-119.022502,5.006
2014,02,11,09,45,13.47,37.634119,-119.021444,4.818
2014,02,11,09,50,55.32,37.632804,-119.020679,4.935
2014,02,11,09,58,57.33,37.633040,-119.021395,4.921
2014,02,11,10,12,49.00,37.634526,-119.020345,4.818
2014,02,11,10,13,30.72,37.634147,-119.025879,4.388
2014,02,11,10,13,49.61,37.633850,-119.026131,4.380
2014,02,11,10,14,44.98,37.633101,-119.022323,4.863
2014,02,11,10,14,49.61,37.632975,-119.023047,4.758
2014,02,11,10,15,47.55,37.629460,-119.023112,4.912
2014,02,11,10,16,37.36,37.632137,-119.021045,4.949
2014,02,11,10,23,15.77,37.630261,-119.022095,5.026
2014,02,11,10,25,16.11,37.632678,-119.020980,4.909
2014,02,11,10,29,31.40,37.632971,-119.022729,4.675
2014,02,11,10,29,35.37,37.632882,-119.023242,4.725
2014,02,11,10,33,31.05,37.632894,-119.021183,4.910
2014,02,11,10,34,02.00,37.630241,-119.021729,4.898
2014,02,11,10,36,11.45,37.629557,-119.022209,4.922
2014,02,11,10,41,55.43,37.630485,-119.021647,4.887
2014,02,11,10,43,52.31,37.629728,-119.022095,5.002
2014,02,11,10,44,02.89,37.630168,-119.021834,4.958
2014,02,11,10,48,25.29,37.632487,-119.020858,4.940
2014,02,11,10,50,15.16,37.629561,-119.022127,4.964
2014,02,11,10,53,06.89,37.633207,-119.021281,4.909
2014,02,11,10,53,28.24,37.628898,-119.023608,5.001
2014,02,11,10,54,13.32,37.633691,-119.021021,4.834
2014,02,11,11,13,57.81,37.629321,-119.028174,4.627
2014,02,11,11,14,13.02,37.633341,-119.021655,4.909
2014,02,11,11,15,24.66,37.631201,-119.028109,4.546
2014,02,11,11,16,21.64,37.634688,-119.024569,4.376
2014,02,11,11,23,50.35,37.626208,-119.021965,5.244
2014,02,11,11,24,53.14,37.630990,-119.020662,4.892
2014,02,11,11,25,38.47,37.631608,-119.021411,4.941
2014,02,11,11,28,39.09,37.630278,-119.022380,4.995
2014,02,11,11,33,56.23,37.632023,-119.024023,4.660
2014,02,11,11,34,01.11,37.633077,-119.021794,4.808
2014,02,11,11,34,50.02,37.633154,-119.021045,4.832
2014,02,11,11,36,27.17,37.626127,-119.022266,5.273
2014,02,11,11,38,23.84,37.627604,-119.020939,5.052
2014,02,11,11,38,50.42,37.634603,-119.020671,4.753
2014,02,11,11,39,19.42,37.627226,-119.020939,5.042
2014,02,11,11,39,34.38,37.634155,-119.025879,4.376
2014,02,11,11,41,06.75,37.634009,-119.026261,4.427
2014,02,11,11,44,15.52,37.634310,-119.020874,4.531
2014,02,11,11,44,47.43,37.633740,-119.021680,4.638
2014,02,11,11,45,35.72,37.634583,-119.021411,4.451
2014,02,11,11,46,20.68,37.634725,-119.021468,4.392
2014,02,11,11,46,55.40,37.633280,-119.022412,4.684
2014,02,11,11,47,09.44,37.633752,-119.021289,4.614
2014,02,11,11,47,22.56,37.634265,-119.020955,4.692
2014,02,11,11,47,48.70,37.634391,-119.021899,4.513
2014,02,11,11,47,51.49,37.633854,-119.021493,4.705
2014,02,11,11,48,09.54,37.635128,-119.021818,4.461
2014,02,11,11,51,04.43,37.635465,-119.021110,4.480
2014,02,11,11,51,48.65,37.635116,-119.021395,4.465
2014,02,11,11,51,58.51,37.635474,-119.021159,4.448
2014,02,11,11,52,05.33,37.635421,-119.021257,4.514
2014,02,11,11,52,14.01,37.634701,-119.020426,4.713
2014,02,11,11,52,46.69,37.634806,-119.022054,4.465
2014,02,11,11,54,13.59,37.634757,-119.019938,4.688
2014,02,11,11,54,32.56,37.632886,-119.021362,4.863
2014,02,11,11,55,09.44,37.635238,-119.022021,4.470
2014,02,11,11,57,42.12,37.628947,-119.022868,5.019
2014,02,11,11,58,22.46,37.633423,-119.022217,4.738
2014,02,11,11,59,50.61,37.632023,-119.024276,4.674
2014,02,11,12,01,18.59,37.633927,-119.021810,4.440
2014,02,11,12,01,34.41,37.630143,-119.022388,5.005
2014,02,11,12,02,51.54,37.632361,-119.021558,4.911
2014,02,11,12,06,56.80,37.629073,-119.020679,4.943
2014,02,11,12,07,55.69,37.634587,-119.020719,4.580
2014,02,11,12,09,16.43,37.630172,-119.021712,4.895
2014,02,11,12,10,29.66,37.630033,-119.022030,4.843
2014,02,11,12,11,20.38,37.631258,-119.021224,5.002
2014,02,11,12,13,17.61,37.628634,-119.023275,5.032
2014,02,11,12,13,42.26,37.628943,-119.023071,5.036
2014,02,11,12,14,27.67,37.635181,-119.021403,4.460
2014,02,11,12,16,40.62,37.634045,-119.022404,4.435
2014,02,11,12,17,27.51,37.634831,-119.019132,4.537
2014,02,11,12,17,35.45,37.634969,-119.019141,4.494
2014,02,11,12,17,53.27,37.630021,-119.022160,5.000
2014,02,11,12,19,11.43,37.629972,-119.021940,4.979
2014,02,11,12,20,25.27,37.629985,-119.022103,4.924
2014,02,11,12,21,51.33,37.632727,-119.023201,4.531
2014,02,11,12,23,04.89,37.634810,-119.020614,4.858
2014,02,11,12,24,43.05,37.629903,-119.022021,5.019
2014,02,11,12,24,47.79,37.635608,-119.021460,4.442
2014,02,11,12,25,58.57,37.635091,-119.021167,4.526
2014,02,11,12,26,51.63,37.634839,-119.020394,4.685
2014,02,11,12,26,59.84,37.635465,-119.019491,4.677
2014,02,11,12,27,12.50,37.634456,-119.020011,4.489
2014,02,11,12,28,08.67,37.629431,-119.022323,5.018
2014,02,11,12,29,35.31,37.630225,-119.022314,5.019
2014,02,11,12,31,03.21,37.632971,-119.022640,4.797
2014,02,11,12,31,22.14,37.632902,-119.022632,4.793
2014,02,11,12,31,29.21,37.632943,-119.022713,4.781
2014,02,11,12,31,35.23,37.633020,-119.022477,4.781
2014,02,11,12,32,19.09,37.632788,-119.022778,4.813
2014,02,11,12,32,25.09,37.632686,-119.022998,4.807
2014,02,11,12,32,30.29,37.632821,-119.022705,4.783
2014,02,11,12,32,39.32,37.632833,-119.022705,4.783
2014,02,11,12,32,51.13,37.628699,-119.024300,5.014
2014,02,11,12,32,54.50,37.633203,-119.022510,4.801
2014,02,11,12,33,37.11,37.628931,-119.023071,5.013
2014,02,11,12,34,01.11,37.632593,-119.023340,4.806
2014,02,11,12,35,30.51,37.631563,-119.022087,4.913
2014,02,11,12,37,31.06,37.632979,-119.023079,4.762
2014,02,11,12,38,32.80,37.632674,-119.023462,4.797
2014,02,11,12,39,28.50,37.632629,-119.024268,4.529
2014,02,11,12,40,42.16,37.628662,-119.024089,5.093
2014,02,11,12,41,01.00,37.632414,-119.021216,4.925
2014,02,11,12,42,51.40,37.631576,-119.022078,4.817
2014,02,11,12,43,09.00,37.629403,-119.022127,5.011
2014,02,11,12,43,23.09,37.631873,-119.023470,4.876
2014,02,11,12,47,22.48,37.632157,-119.021232,4.914
2014,02,11,12,50,10.72,37.631612,-119.024951,4.617
2014,02,11,12,52,28.38,37.632922,-119.022949,4.762
2014,02,11,12,53,42.04,37.632625,-119.022656,4.934
2014,02,11,12,55,36.45,37.630668,-119.021086,4.959
2014,02,11,12,56,50.12,37.633639,-119.021777,4.783
2014,02,11,12,57,01.11,37.633643,-119.021688,4.779
2014,02,11,12,58,19.41,37.633549,-119.021810,4.813
2014,02,11,13,02,14.49,37.636125,-119.017716,4.845
2014,02,11,13,02,58.37,37.632170,-119.021370,4.917
2014,02,11,13,04,42.45,37.631783,-119.022925,4.990
2014,02,11,13,05,59.41,37.632613,-119.022257,4.894
2014,02,11,13,07,55.53,37.629753,-119.022998,4.877
2014,02,11,13,09,25.25,37.628845,-119.022453,4.980
2014,02,11,13,15,24.48,37.631885,-119.021753,4.948
2014,02,11,13,19,11.97,37.634843,-119.022225,4.489
2014,02,11,13,19,19.43,37.635010,-119.022225,4.496
2014,02,11,13,19,52.66,37.634757,-119.022616,4.542
2014,02,11,13,24,20.42,37.630225,-119.021769,4.884
2014,02,11,13,26,47.51,37.632072,-119.021826,4.941
2014,02,11,13,28,04.45,37.635018,-119.022119,4.483
2014,02,11,13,30,36.49,37.629549,-119.023145,4.904
2014,02,11,13,30,59.54,37.630587,-119.023828,4.785
2014,02,11,13,33,09.67,37.629130,-119.023226,5.058
2014,02,11,13,38,33.44,37.633065,-119.022518,4.814
2014,02,11,13,39,06.00,37.631852,-119.021639,4.921
2014,02,11,13,39,15.50,37.629675,-119.022095,4.882
2014,02,11,13,39,42.31,37.634277,-119.026693,4.422
2014,02,11,13,40,14.05,37.632235,-119.021541,4.932
2014,02,11,13,40,51.49,37.630225,-119.021989,4.926
2014,02,11,13,41,00.12,37.634302,-119.020109,4.630
2014,02,11,13,44,26.43,37.628947,-119.022738,4.942
2014,02,11,13,45,22.39,37.629610,-119.022225,4.907
2014,02,11,13,45,24.92,37.629744,-119.022021,4.922
2014,02,11,13,47,43.55,37.634159,-119.020947,4.780
2014,02,11,13,47,58.22,37.633317,-119.021525,4.879
2014,02,11,13,48,02.33,37.632284,-119.023503,4.740
2014,02,11,13,48,10.42,37.629639,-119.022363,4.948
2014,02,11,13,48,33.19,37.629875,-119.022371,4.905
2014,02,11,13,49,07.21,37.632865,-119.023267,4.799
2014,02,11,13,50,43.41,37.632943,-119.023226,4.814
2014,02,11,13,51,38.42,37.632446,-119.023071,4.863
2014,02,11,13,52,54.53,37.630330,-119.022656,4.818
2014,02,11,13,54,02.89,37.632654,-119.021191,4.946
2014,02,11,13,57,46.65,37.634066,-119.020386,4.670
2014,02,11,13,58,17.22,37.632601,-119.021476,4.956
2014,02,11,13,58,37.24,37.630025,-119.021794,4.878
2014,02,11,14,07,05.11,37.633838,-119.020744,4.726
2014,02,11,14,07,33.40,37.633683,-119.020475,4.758
2014,02,11,14,11,39.28,37.629366,-119.022184,4.962
2014,02,11,14,13,27.48,37.632414,-119.021289,4.949
2014,02,11,14,13,35.79,37.633549,-119.021818,4.915
2014,02,11,14,16,39.24,37.630904,-119.021143,4.893
2014,02,11,14,22,05.90,37.632296,-119.021403,4.934
2014,02,11,14,23,36.63,37.633085,-119.021387,4.881
2014,02,11,14,30,17.92,37.633126,-119.020882,4.919
2014,02,11,14,32,46.83,37.632426,-119.023397,4.573
2014,02,11,14,33,56.29,37.630892,-119.021672,4.950
2014,02,11,14,36,04.11,37.633158,-119.022306,4.780
2014,02,11,14,38,24.18,37.633228,-119.022062,4.804
2014,02,11,14,39,01.11,37.633350,-119.022144,4.799
2014,02,11,14,46,09.89,37.632483,-119.021191,4.953
2014,02,11,14,46,59.29,37.632336,-119.023836,4.941
2014,02,11,14,52,49.18,37.632198,-119.024512,4.712
2014,02,11,15,02,56.57,37.632271,-119.020760,4.930
2014,02,11,15,08,00.89,37.632931,-119.020142,4.913
2014,02,11,15,09,45.53,37.629696,-119.025236,4.780
2014,02,11,15,09,55.05,37.629972,-119.025057,4.877
2014,02,11,15,11,08.12,37.629488,-119.025195,4.809
2014,02,11,15,13,42.36,37.632861,-119.020687,4.935
2014,02,11,15,16,08.00,37.632483,-119.021069,4.928
2014,02,11,15,16,12.40,37.632633,-119.020923,4.941
2014,02,11,15,30,29.07,37.630876,-119.022005,4.894
2014,02,11,15,40,02.00,37.626750,-119.021216,5.112
2014,02,11,15,44,52.40,37.630155,-119.024308,4.866
2014,02,11,15,50,26.24,37.633647,-119.021183,4.906
2014,02,11,15,51,58.38,37.630208,-119.021525,4.926
2014,02,11,15,59,13.43,37.629854,-119.021981,4.975
2014,02,11,15,59,21.37,37.629915,-119.021924,4.987
2014,02,11,16,05,41.13,37.628743,-119.022998,5.062
2014,02,11,16,06,03.89,37.633712,-119.021989,4.889
2014,02,11,16,12,21.39,37.632194,-119.021395,4.999
2014,02,11,16,15,02.10,37.631588,-119.024178,4.949
2014,02,11,16,27,53.44,37.630481,-119.020654,4.871
2014,02,11,16,37,00.80,37.628906,-119.022518,4.917
2014,02,11,16,38,59.69,37.630766,-119.023958,4.778
2014,02,11,16,46,41.43,37.630721,-119.023633,4.804
2014,02,11,16,51,50.46,37.632475,-119.021232,4.959
2014,02,11,17,04,20.36,37.629236,-119.023315,5.055
2014,02,11,17,05,45.80,37.632739,-119.021167,4.932
2014,02,11,17,18,50.44,37.632670,-119.021468,4.951
2014,02,11,17,21,58.44,37.628247,-119.020866,5.034
2014,02,11,17,36,52.32,37.629378,-119.022738,5.044
2014,02,11,17,40,38.48,37.629683,-119.020988,4.910
2014,02,11,17,42,26.48,37.630326,-119.021859,4.917
2014,02,11,17,55,55.36,37.630046,-119.022681,5.014
2014,02,11,18,00,05.00,37.631128,-119.021680,4.906
2014,02,11,18,00,57.24,37.631547,-119.021525,4.813
2014,02,11,18,01,00.00,37.631738,-119.021289,4.904
2014,02,11,18,04,17.10,37.632271,-119.021753,4.877
2014,02,11,18,08,18.04,37.629667,-119.022282,4.942
2014,02,11,18,09,33.44,37.629761,-119.021883,4.950
2014,02,11,18,11,19.00,37.629948,-119.021077,4.941
2014,02,11,18,13,32.10,37.628023,-119.024357,5.076
2014,02,11,18,14,58.56,37.632544,-119.023771,4.710
2014,02,11,18,17,03.00,37.630294,-119.021118,4.919
2014,02,11,18,20,42.06,37.627808,-119.024626,5.065
2014,02,11,18,25,32.74,37.634981,-119.024902,4.349
2014,02,11,18,25,45.16,37.629651,-119.022046,4.932
2014,02,11,18,31,26.26,37.629903,-119.022005,4.937
2014,02,11,18,32,40.56,37.632235,-119.021769,4.940
2014,02,11,18,32,50.24,37.632532,-119.021452,4.836
2014,02,11,18,39,16.32,37.631368,-119.020581,4.834
2014,02,11,18,46,31.40,37.631213,-119.022078,4.725
2014,02,11,18,47,11.74,37.632218,-119.021134,4.919
2014,02,11,18,48,24.20,37.633329,-119.021834,4.830
2014,02,11,18,49,01.22,37.631523,-119.020101,4.807
2014,02,11,18,54,59.36,37.633252,-119.021655,4.852
2014,02,11,18,56,30.42,37.630461,-119.028898,4.588
2014,02,11,18,56,59.72,37.630587,-119.028955,4.599
2014,02,11,18,57,17.78,37.630534,-119.028711,4.591
2014,02,11,18,57,56.44,37.632674,-119.021484,4.945
2014,02,11,19,03,22.48,37.630416,-119.022013,4.923
2014,02,11,19,03,31.40,37.630180,-119.022054,4.927
2014,02,11,19,06,45.56,37.631746,-119.021908,4.889
2014,02,11,19,07,36.40,37.629647,-119.022380,4.878
2014,02,11,19,13,03.22,37.631136,-119.022103,4.757
2014,02,11,19,20,55.32,37.634782,-119.020768,4.947
2014,02,11,19,21,02.80,37.634485,-119.021330,4.915
2014,02,11,19,23,42.12,37.630884,-119.022241,5.005
2014,02,11,19,24,19.36,37.631775,-119.021867,4.913
2014,02,11,19,40,49.36,37.629146,-119.024788,4.944
2014,02,11,19,43,39.36,37.630017,-119.022835,4.989
2014,02,11,19,44,56.44,37.632536,-119.020907,4.938
2014,02,11,19,50,26.44,37.631291,-119.021395,4.984
2014,02,11,19,51,17.26,37.632088,-119.021191,4.873
2014,02,11,19,53,53.44,37.630750,-119.022526,4.830
2014,02,11,19,56,41.16,37.629867,-119.022493,4.964
2014,02,11,19,58,50.36,37.632206,-119.023226,4.854
2014,02,11,20,01,22.38,37.631783,-119.022266,4.941
2014,02,11,20,06,53.72,37.630534,-119.020557,4.902
2014,02,11,20,06,58.10,37.630729,-119.020467,4.725
2014,02,11,20,07,54.16,37.633000,-119.020573,4.929
2014,02,11,20,09,10.52,37.631022,-119.021387,4.932
2014,02,11,20,09,46.64,37.632674,-119.021558,4.928
2014,02,11,20,16,49.32,37.631738,-119.023926,4.680
2014,02,11,20,18,04.00,37.632597,-119.022274,4.931
2014,02,11,20,20,37.40,37.634119,-119.022005,4.771
2014,02,11,20,24,20.32,37.633577,-119.021810,4.944
2014,02,11,20,28,50.40,37.628532,-119.022933,4.911
2014,02,11,20,29,13.94,37.625944,-119.022209,5.106
2014,02,11,20,29,20.96,37.626367,-119.022144,5.094
2014,02,11,20,40,17.42,37.628943,-119.023438,5.059
2014,02,11,20,41,30.16,37.629647,-119.020321,4.932
2014,02,11,20,42,15.36,37.629508,-119.024593,4.870
2014,02,11,20,43,23.20,37.632817,-119.021037,4.896
2014,02,11,20,46,25.20,37.629618,-119.020125,4.930
2014,02,11,20,46,59.26,37.628491,-119.022144,4.647
2014,02,11,20,47,37.56,37.632328,-119.021916,4.823
2014,02,11,20,49,00.00,37.632202,-119.021126,4.834
2014,02,11,20,49,16.52,37.630900,-119.021712,4.933
2014,02,11,20,50,21.24,37.631197,-119.021297,4.919
2014,02,11,20,50,28.36,37.631283,-119.021077,4.860
2014,02,11,20,51,09.00,37.631160,-119.021387,4.939
2014,02,11,20,51,26.28,37.630717,-119.021452,4.939
2014,02,11,20,51,32.54,37.631266,-119.021427,4.926
2014,02,11,20,51,55.28,37.631095,-119.021444,4.909
2014,02,11,20,52,09.00,37.631344,-119.021232,4.918
2014,02,11,20,53,14.36,37.631230,-119.021313,4.911
2014,02,11,20,53,35.52,37.631148,-119.021501,4.910
2014,02,11,20,54,21.56,37.630725,-119.021183,4.908
2014,02,11,20,57,31.16,37.631047,-119.021452,4.918
2014,02,11,20,57,38.40,37.631047,-119.021484,4.894
2014,02,11,20,58,03.02,37.631278,-119.021037,4.802
2014,02,11,20,59,48.40,37.629435,-119.020467,4.894
2014,02,11,21,02,49.20,37.631136,-119.021354,4.891
2014,02,11,21,02,54.56,37.631278,-119.021908,4.877
2014,02,11,21,09,08.00,37.629565,-119.020443,4.938
2014,02,11,21,09,25.36,37.629411,-119.020605,4.930
2014,02,11,21,09,46.54,37.629468,-119.021012,4.856
2014,02,11,21,12,06.00,37.631059,-119.021289,4.910
2014,02,11,21,13,45.02,37.631201,-119.022599,4.977
2014,02,11,21,15,25.32,37.630347,-119.021948,4.894
2014,02,11,21,15,30.84,37.631063,-119.021493,4.886
2014,02,11,21,17,23.52,37.628174,-119.019995,5.107
2014,02,11,21,17,39.36,37.630758,-119.021053,4.908
2014,02,11,21,19,18.16,37.630168,-119.021663,5.060
2014,02,11,21,22,05.00,37.628328,-119.024666,4.916
2014,02,11,21,22,15.60,37.633773,-119.029069,4.360
2014,02,11,21,24,12.94,37.629008,-119.023438,5.051
2014,02,11,21,29,17.44,37.630481,-119.021566,4.885
2014,02,11,21,30,50.32,37.631335,-119.021297,4.894
2014,02,11,21,33,05.00,37.632609,-119.021134,4.871
2014,02,11,21,36,42.48,37.628479,-119.026847,4.896
2014,02,11,21,45,27.60,37.629301,-119.020589,5.058
2014,02,11,21,48,10.14,37.633077,-119.022038,4.915
2014,02,11,21,52,10.28,37.632955,-119.021200,4.900
2014,02,11,22,03,01.78,37.630005,-119.022900,5.013
2014,02,11,22,06,30.12,37.628813,-119.023682,5.097
2014,02,11,22,09,36.48,37.634363,-119.021826,4.751
2014,02,11,22,16,05.00,37.632833,-119.019206,4.840
2014,02,11,22,26,34.40,37.630570,-119.019263,4.960
2014,02,11,22,26,41.42,37.631262,-119.019417,4.868
2014,02,11,22,27,08.02,37.631942,-119.020142,4.843
2014,02,11,22,30,23.32,37.628267,-119.023608,5.062
2014,02,11,22,39,30.28,37.629517,-119.022770,4.990
2014,02,11,22,57,38.46,37.629903,-119.022095,5.015
2014,02,11,22,57,44.52,37.630310,-119.022046,4.869
2014,02,11,23,17,42.16,37.632259,-119.022144,4.945
2014,02,11,23,24,19.60,37.631010,-119.023796,4.729
2014,02,11,23,31,48.52,37.632817,-119.020898,4.902
2014,02,11,23,42,36.32,37.632666,-119.021549,4.903
2014,02,11,23,54,53.24,37.631042,-119.022013,4.888
2014,02,12,00,05,10.46,37.630196,-119.022135,4.930
2014,02,12,00,12,25.99,37.630758,-119.021257,4.932
2014,02,12,00,14,45.14,37.633256,-119.021899,4.688
2014,02,12,00,15,03.79,37.629704,-119.020947,5.055
2014,02,12,00,18,38.38,37.631897,-119.021777,4.943
2014,02,12,00,20,56.19,37.632544,-119.021346,4.926
2014,02,12,00,21,11.47,37.632727,-119.021240,4.932
2014,02,12,00,27,41.46,37.632564,-119.021370,4.964
2014,02,12,00,28,52.67,37.632389,-119.020581,4.915
2014,02,12,00,31,21.12,37.632251,-119.021639,4.900
2014,02,12,00,36,29.41,37.633663,-119.021533,4.881
2014,02,12,00,36,36.32,37.633598,-119.021802,4.862
2014,02,12,00,56,47.55,37.628446,-119.024943,4.923
2014,02,12,01,06,04.00,37.631673,-119.021606,4.924
2014,02,12,01,10,06.00,37.630001,-119.022762,4.900
2014,02,12,01,13,35.45,37.631864,-119.022339,4.882
2014,02,12,01,16,45.34,37.630868,-119.021289,4.913
2014,02,12,01,24,21.40,37.629492,-119.022510,4.938
2014,02,12,01,27,26.43,37.632629,-119.021688,4.938
2014,02,12,01,29,10.52,37.629976,-119.022274,4.910
2014,02,12,01,41,32.09,37.631018,-119.018896,4.886
2014,02,12,01,44,51.39,37.630115,-119.024479,4.790
2014,02,12,01,45,00.00,37.629142,-119.022803,4.897
2014,02,12,01,45,15.10,37.630078,-119.022225,5.009
2014,02,12,01,46,17.45,37.629500,-119.024642,4.890
2014,02,12,01,46,47.07,37.629659,-119.024430,4.896
2014,02,12,01,47,05.11,37.630066,-119.024048,4.810
2014,02,12,01,54,54.46,37.632096,-119.021110,4.935
2014,02,12,01,58,26.45,37.630806,-119.032869,4.552
2014,02,12,02,01,33.27,37.631559,-119.021183,4.908
2014,02,12,02,03,20.25,37.632833,-119.020752,4.907
2014,02,12,02,09,36.41,37.631995,-119.021200,4.925
2014,02,12,02,15,23.28,37.632422,-119.021427,4.920
2014,02,12,02,20,11.27,37.629602,-119.023950,4.858
2014,02,12,02,20,45.51,37.629781,-119.024162,4.852
2014,02,12,02,24,31.99,37.632227,-119.021191,4.953
2014,02,12,02,26,26.21,37.632438,-119.021737,4.930
2014,02,12,02,28,36.27,37.632031,-119.020402,4.873
2014,02,12,02,32,53.30,37.629008,-119.022518,4.915
2014,02,12,02,33,26.43,37.630351,-119.022217,4.986
2014,02,12,02,34,46.39,37.630770,-119.021525,4.892
2014,02,12,02,43,12.33,37.630029,-119.023494,4.874
2014,02,12,02,46,01.00,37.632259,-119.020964,4.896
2014,02,12,02,46,46.03,37.629822,-119.022038,5.013
2014,02,12,02,49,45.55,37.629704,-119.023755,4.870
2014,02,12,02,54,20.06,37.625212,-119.023885,5.143
2014,02,12,03,12,53.44,37.629675,-119.021940,4.915
2014,02,12,03,13,11.44,37.633036,-119.021322,4.914
2014,02,12,03,37,08.00,37.630896,-119.021549,4.936
2014,02,12,03,39,58.56,37.632402,-119.020947,4.921
2014,02,12,03,42,19.22,37.631559,-119.022030,4.947
2014,02,12,03,44,09.00,37.633354,-119.021468,4.860
2014,02,12,03,44,34.90,37.631840,-119.021647,4.873
2014,02,12,03,44,38.61,37.631681,-119.022030,4.899
2014,02,12,03,44,47.61,37.629858,-119.021965,4.921
2014,02,12,03,49,59.38,37.632027,-119.021200,4.921
2014,02,12,03,55,26.51,37.629289,-119.023730,4.925
2014,02,12,03,56,13.73,37.629989,-119.021948,4.925
2014,02,12,04,02,41.54,37.632841,-119.020760,4.899
2014,02,12,04,04,28.52,37.630155,-119.021769,4.895
2014,02,12,04,08,33.07,37.627913,-119.020313,4.953
2014,02,12,04,08,43.33,37.627616,-119.020288,4.962
2014,02,12,04,09,58.11,37.627856,-119.020223,4.960
2014,02,12,04,10,29.54,37.629517,-119.023267,4.928
2014,02,12,04,11,33.42,37.627938,-119.020190,4.968
2014,02,12,04,14,33.29,37.627389,-119.020475,4.977
2014,02,12,04,14,37.52,37.627816,-119.020199,4.968
