YYYY,MM,DD,hh,mm,ss.ss,Lat(deg),Long(deg),depth(km)
2014,02,05,20,44,25.48,37.631441,-119.020833,4.892
2014,02,05,20,49,44.36,37.634208,-119.021631,4.675
2014,02,05,20,50,35.48,37.636092,-119.021623,4.431
2014,02,05,21,08,29.56,37.631738,-119.021639,4.975
2014,02,05,21,18,26.60,37.632393,-119.020573,4.860
2014,02,05,21,18,55.16,37.632654,-119.022217,4.864
2014,02,05,21,19,54.60,37.628984,-119.026001,4.878
2014,02,05,21,21,06.00,37.632304,-119.020728,4.833
2014,02,05,21,58,13.36,37.630607,-119.022502,4.904
2014,02,05,22,09,30.36,37.630318,-119.023063,4.982
2014,02,05,22,13,53.36,37.626501,-119.021476,5.199
2014,02,05,22,14,20.56,37.625549,-119.023299,5.203
2014,02,05,22,14,44.08,37.626078,-119.022111,5.252
2014,02,05,22,14,54.12,37.626908,-119.021346,5.170
2014,02,05,22,15,06.56,37.625582,-119.023258,5.210
2014,02,05,22,15,16.92,37.626823,-119.021110,5.175
2014,02,05,22,15,24.32,37.626969,-119.021021,5.150
2014,02,05,22,15,33.76,37.626855,-119.022030,5.171
2014,02,05,22,15,54.62,37.627067,-119.022144,5.142
2014,02,05,22,16,02.76,37.627039,-119.021395,5.190
2014,02,05,22,17,04.56,37.626249,-119.022892,5.212
2014,02,05,22,17,09.80,37.628149,-119.021566,5.052
2014,02,05,22,17,14.30,37.627539,-119.021265,5.134
2014,02,05,22,20,21.44,37.632178,-119.020386,4.932
2014,02,05,22,20,49.30,37.627079,-119.020964,5.103
2014,02,05,22,23,56.44,37.629793,-119.022868,4.962
2014,02,05,22,27,32.56,37.634216,-119.023169,4.779
2014,02,05,22,32,10.04,37.630066,-119.021655,4.957
2014,02,05,22,47,36.44,37.633309,-119.021899,4.912
2014,02,05,23,10,20.40,37.626811,-119.021533,5.187
2014,02,05,23,15,53.40,37.629834,-119.022233,4.973
2014,02,05,23,45,07.00,37.629635,-119.023804,4.888
2014,02,05,23,52,14.32,37.631148,-119.022746,4.833
2014,02,05,23,52,33.36,37.631571,-119.023372,4.785
2014,02,06,00,13,46.58,37.626050,-119.022127,5.196
2014,02,06,00,14,07.00,37.632727,-119.021493,4.915
2014,02,06,00,14,27.73,37.625977,-119.022396,5.172
2014,02,06,00,21,08.00,37.631694,-119.021265,4.901
2014,02,06,00,23,18.31,37.631665,-119.022005,4.893
2014,02,06,00,45,46.19,37.630066,-119.022184,4.946
2014,02,06,01,13,24.53,37.631384,-119.020142,4.876
2014,02,06,01,32,46.03,37.634530,-119.021045,4.849
2014,02,06,01,33,47.69,37.634798,-119.020728,4.837
2014,02,06,01,42,24.13,37.630440,-119.021769,4.902
2014,02,06,01,43,06.99,37.634595,-119.020695,4.848
2014,02,06,01,43,32.44,37.635010,-119.020435,4.873
2014,02,06,01,57,01.23,37.634770,-119.021224,4.552
2014,02,06,02,06,09.63,37.632694,-119.026017,4.591
2014,02,06,02,17,26.53,37.630835,-119.021981,4.873
2014,02,06,02,28,21.32,37.631405,-119.022233,4.904
2014,02,06,02,33,38.07,37.631087,-119.023551,4.841
2014,02,06,02,35,04.00,37.632629,-119.020467,4.886
2014,02,06,02,37,23.40,37.632772,-119.020426,4.903
2014,02,06,02,39,01.00,37.631205,-119.024113,4.840
2014,02,06,02,41,16.45,37.632735,-119.022843,4.823
2014,02,06,02,42,33.33,37.630448,-119.021810,4.908
2014,02,06,02,43,54.04,37.629740,-119.021655,4.942
2014,02,06,02,44,26.13,37.632670,-119.019897,4.902
2014,02,06,02,45,40.38,37.633846,-119.020199,4.821
2014,02,06,02,46,37.76,37.632572,-119.020605,4.911
2014,02,06,02,47,21.76,37.632658,-119.020605,4.920
2014,02,06,02,53,46.38,37.632992,-119.026758,4.457
2014,02,06,02,54,15.47,37.629993,-119.022811,4.928
2014,02,06,03,10,32.65,37.631401,-119.019792,4.999
2014,02,06,03,26,44.52,37.632670,-119.021566,4.907
2014,02,06,03,35,04.90,37.632324,-119.021191,4.917
2014,02,06,03,35,12.45,37.631604,-119.021436,4.935
2014,02,06,03,35,16.49,37.631828,-119.021216,4.951
2014,02,06,03,37,51.34,37.630644,-119.021712,4.903
2014,02,06,03,47,20.57,37.630644,-119.021826,4.892
2014,02,06,03,50,41.00,37.630103,-119.022746,4.936
2014,02,06,03,53,22.35,37.630684,-119.024935,4.791
2014,02,06,03,53,28.68,37.630579,-119.024748,4.779
2014,02,06,04,08,02.00,37.630766,-119.021794,4.875
2014,02,06,04,15,43.23,37.629895,-119.022974,4.886
2014,02,06,04,25,20.46,37.630579,-119.021842,4.896
2014,02,06,04,55,45.38,37.630562,-119.021753,4.910
2014,02,06,04,59,30.35,37.631051,-119.022013,4.871
2014,02,06,05,05,22.26,37.629635,-119.023340,4.928
2014,02,06,05,10,03.55,37.633097,-119.024715,4.498
2014,02,06,05,10,48.45,37.630286,-119.022127,4.961
2014,02,06,05,27,39.35,37.626994,-119.020898,5.085
2014,02,06,05,27,48.55,37.626945,-119.020817,5.079
2014,02,06,05,37,18.02,37.630192,-119.022860,4.924
2014,02,06,05,43,25.49,37.632629,-119.021549,4.942
2014,02,06,05,44,26.99,37.632475,-119.025203,4.660
2014,02,06,05,44,53.59,37.630961,-119.026351,4.708
2014,02,06,05,49,05.90,37.631588,-119.021598,4.896
2014,02,06,05,51,25.43,37.632711,-119.022201,4.894
2014,02,06,05,54,29.20,37.630998,-119.021794,4.902
2014,02,06,06,01,20.52,37.631665,-119.021712,4.870
2014,02,06,06,02,09.33,37.635274,-119.021110,4.548
2014,02,06,06,08,07.01,37.631006,-119.022013,4.850
2014,02,06,06,11,20.57,37.633228,-119.020752,4.858
2014,02,06,06,19,48.36,37.629753,-119.023088,4.939
2014,02,06,06,21,57.32,37.629118,-119.023250,4.965
2014,02,06,06,23,43.40,37.631649,-119.021436,4.903
2014,02,06,06,32,21.27,37.633866,-119.017863,4.819
2014,02,06,06,50,58.32,37.630603,-119.022648,4.931
2014,02,06,06,58,19.27,37.632043,-119.020898,4.927
2014,02,06,06,58,43.52,37.630351,-119.021769,4.925
2014,02,06,07,01,53.88,37.632267,-119.021598,4.922
2014,02,06,07,05,23.34,37.632100,-119.022021,4.893
2014,02,06,07,07,27.30,37.631812,-119.021769,4.943
2014,02,06,07,07,29.70,37.630908,-119.022201,4.880
2014,02,06,07,15,15.47,37.629793,-119.022795,4.968
2014,02,06,07,26,25.90,37.630489,-119.022713,4.861
2014,02,06,07,41,39.23,37.629960,-119.023177,4.938
2014,02,06,07,47,31.21,37.630530,-119.022933,4.902
2014,02,06,07,59,52.56,37.627002,-119.021427,5.158
2014,02,06,08,27,43.48,37.631576,-119.021916,4.923
2014,02,06,08,37,11.28,37.629553,-119.023128,4.962
2014,02,06,08,45,42.18,37.630265,-119.021924,4.943
2014,02,06,08,47,29.24,37.632511,-119.021842,4.916
2014,02,06,08,49,10.00,37.631734,-119.021045,4.943
2014,02,06,09,11,28.27,37.630636,-119.021785,4.918
2014,02,06,09,16,18.38,37.629793,-119.022078,4.972
2014,02,06,10,07,48.26,37.631022,-119.020760,4.883
2014,02,06,10,08,15.10,37.632483,-119.021663,4.912
2014,02,06,10,36,30.36,37.630379,-119.021875,4.914
2014,02,06,10,43,34.79,37.627482,-119.021053,5.083
2014,02,06,10,56,34.52,37.629744,-119.023185,4.936
2014,02,06,10,59,05.89,37.631787,-119.021411,4.936
2014,02,06,11,00,34.46,37.629631,-119.022339,4.958
2014,02,06,11,04,20.41,37.633228,-119.021899,4.877
2014,02,06,11,08,25.42,37.628088,-119.020646,5.057
2014,02,06,11,15,46.41,37.630351,-119.022477,5.001
2014,02,06,11,17,18.59,37.630054,-119.021761,4.922
2014,02,06,11,26,02.00,37.629948,-119.021883,4.896
2014,02,06,11,36,51.89,37.632898,-119.022266,4.849
2014,02,06,11,52,54.13,37.630387,-119.022184,4.955
2014,02,06,11,53,10.14,37.629806,-119.022624,5.058
2014,02,06,12,02,19.37,37.630400,-119.022030,4.998
2014,02,06,12,04,32.51,37.631685,-119.019963,4.881
2014,02,06,12,04,38.60,37.634900,-119.018823,4.856
2014,02,06,12,04,53.25,37.631344,-119.022013,4.903
2014,02,06,12,05,43.55,37.631470,-119.021590,4.887
2014,02,06,12,26,29.78,37.632263,-119.020776,4.927
2014,02,06,12,36,50.90,37.633077,-119.021769,4.719
2014,02,06,12,36,53.45,37.630237,-119.022388,4.933
2014,02,06,12,42,00.57,37.628357,-119.020109,5.152
2014,02,06,12,42,30.41,37.627555,-119.020215,5.130
2014,02,06,12,46,55.31,37.632690,-119.022144,4.950
2014,02,06,12,59,01.89,37.630465,-119.022575,4.900
2014,02,06,12,59,56.47,37.629928,-119.023031,4.906
2014,02,06,13,01,10.04,37.630237,-119.022892,4.858
2014,02,06,13,01,37.51,37.630461,-119.022746,4.848
2014,02,06,13,03,42.42,37.630204,-119.021989,4.945
2014,02,06,13,09,07.00,37.630461,-119.021794,4.887
2014,02,06,13,13,59.36,37.632625,-119.020557,4.903
2014,02,06,13,19,24.49,37.631767,-119.022729,4.820
2014,02,06,13,20,38.46,37.630082,-119.022046,4.947
2014,02,06,13,23,44.17,37.631665,-119.022331,4.891
2014,02,06,13,25,59.23,37.629867,-119.023942,4.871
2014,02,06,13,36,01.01,37.631340,-119.023185,4.863
2014,02,06,13,36,28.77,37.630680,-119.018774,4.990
2014,02,06,13,39,38.53,37.631018,-119.021623,4.941
2014,02,06,13,45,30.35,37.630440,-119.021802,4.910
2014,02,06,13,48,49.60,37.632312,-119.021712,4.816
2014,02,06,14,00,52.39,37.630139,-119.022111,4.956
2014,02,06,14,01,13.47,37.634408,-119.026497,4.397
2014,02,06,14,01,25.31,37.634041,-119.026872,4.446
2014,02,06,14,04,16.68,37.632113,-119.021785,4.946
2014,02,06,14,05,32.19,37.632890,-119.021395,4.892
2014,02,06,14,06,36.38,37.630322,-119.022575,4.918
2014,02,06,14,10,49.32,37.628052,-119.020785,5.087
2014,02,06,14,15,22.80,37.630212,-119.022591,4.929
2014,02,06,14,15,48.34,37.631295,-119.019930,4.855
2014,02,06,14,23,40.28,37.632483,-119.022054,4.879
2014,02,06,14,31,47.52,37.629875,-119.022445,4.931
2014,02,06,14,46,16.90,37.624727,-119.023551,5.183
2014,02,06,14,46,21.02,37.624658,-119.023739,5.184
2014,02,06,14,47,08.57,37.624731,-119.023372,5.173
2014,02,06,14,49,55.46,37.631856,-119.022909,4.839
2014,02,06,14,50,07.00,37.632027,-119.022575,4.890
2014,02,06,14,50,13.68,37.631873,-119.022746,4.896
2014,02,06,14,51,30.37,37.631966,-119.022933,4.908
2014,02,06,14,59,32.44,37.632190,-119.023201,4.835
2014,02,06,15,00,13.58,37.628902,-119.024813,4.918
2014,02,06,15,04,09.01,37.631152,-119.020459,4.850
2014,02,06,15,04,11.37,37.632210,-119.021704,4.903
2014,02,06,15,05,31.94,37.631860,-119.020947,4.925
2014,02,06,15,10,48.32,37.632345,-119.023771,4.748
2014,02,06,15,15,12.32,37.631274,-119.020369,4.853
2014,02,06,15,44,16.47,37.631108,-119.022339,4.934
2014,02,06,15,46,03.00,37.632528,-119.021517,4.915
2014,02,06,16,07,14.07,37.630619,-119.022404,4.881
2014,02,06,16,19,12.39,37.632117,-119.020703,4.875
2014,02,06,16,47,42.14,37.630330,-119.021761,4.912
2014,02,06,16,47,58.22,37.630066,-119.021810,4.928
2014,02,06,16,50,59.90,37.627901,-119.020646,5.046
2014,02,06,17,00,37.68,37.633740,-119.021549,4.918
2014,02,06,17,05,41.44,37.633980,-119.021387,4.890
2014,02,06,17,11,16.12,37.630229,-119.022266,5.009
2014,02,06,17,23,12.44,37.633732,-119.021387,4.913
2014,02,06,17,23,26.44,37.633826,-119.021549,4.865
2014,02,06,17,24,35.08,37.634062,-119.021167,4.901
2014,02,06,17,59,08.00,37.633378,-119.021753,4.910
2014,02,06,18,54,52.26,37.629631,-119.022526,5.031
2014,02,06,18,59,47.32,37.632454,-119.022640,4.882
2014,02,06,19,03,46.52,37.632682,-119.020304,4.887
2014,02,06,19,05,38.14,37.632528,-119.020492,4.900
2014,02,06,19,25,27.36,37.629163,-119.022201,5.011
2014,02,06,19,45,58.48,37.631335,-119.022217,4.888
2014,02,06,19,53,24.52,37.630660,-119.020711,4.899
2014,02,06,19,56,55.22,37.630623,-119.020858,4.890
2014,02,06,19,57,14.16,37.630090,-119.021948,4.941
2014,02,06,20,11,50.50,37.630705,-119.020858,4.877
2014,02,06,20,19,27.44,37.630713,-119.022266,4.875
2014,02,06,20,27,23.64,37.631702,-119.021053,4.911
2014,02,06,20,45,40.42,37.631010,-119.021248,4.917
2014,02,06,20,48,31.50,37.630969,-119.021175,4.912
2014,02,06,21,00,52.24,37.631368,-119.019710,4.902
2014,02,06,21,12,18.28,37.630941,-119.022054,4.869
2014,02,06,21,13,08.00,37.632406,-119.022388,4.946
2014,02,06,21,17,03.56,37.630164,-119.021989,5.050
2014,02,06,21,31,03.00,37.632747,-119.022461,4.899
2014,02,06,21,32,58.44,37.631352,-119.021867,4.885
2014,02,06,21,36,56.14,37.632869,-119.021200,4.911
2014,02,06,21,47,12.52,37.629989,-119.020646,4.877
2014,02,06,22,02,16.18,37.631608,-119.021859,4.891
2014,02,06,22,03,56.64,37.629574,-119.022298,4.931
2014,02,06,22,15,12.32,37.631331,-119.020207,4.871
2014,02,06,22,24,16.62,37.630575,-119.023315,4.750
2014,02,06,22,26,45.48,37.631909,-119.021387,4.944
2014,02,06,22,43,53.56,37.629928,-119.024129,4.871
2014,02,06,22,44,05.00,37.630050,-119.021997,4.901
2014,02,06,22,44,33.38,37.630123,-119.023535,4.943
2014,02,06,22,46,39.44,37.629838,-119.024276,4.892
2014,02,06,22,48,26.24,37.629919,-119.023600,4.886
2014,02,06,22,48,33.42,37.629952,-119.023617,4.865
2014,02,06,22,48,52.56,37.629858,-119.023438,4.911
2014,02,06,22,49,03.00,37.630090,-119.023364,4.857
2014,02,06,23,04,19.76,37.629932,-119.022266,4.974
2014,02,06,23,11,29.28,37.629183,-119.024845,4.917
2014,02,06,23,18,59.36,37.630383,-119.021623,4.908
2014,02,06,23,22,18.68,37.630155,-119.022233,4.895
2014,02,06,23,24,43.56,37.629862,-119.022518,4.890
2014,02,06,23,26,21.48,37.630143,-119.022257,4.907
2014,02,06,23,27,50.36,37.630042,-119.022957,4.897
2014,02,06,23,28,28.32,37.629753,-119.021891,4.943
2014,02,06,23,36,22.32,37.631909,-119.021077,4.816
2014,02,06,23,45,02.00,37.633289,-119.021541,4.942
2014,02,07,00,09,12.71,37.632605,-119.023128,4.715
2014,02,07,00,29,22.20,37.629867,-119.024561,4.825
2014,02,07,00,42,38.29,37.628528,-119.020646,5.020
2014,02,07,00,50,09.89,37.630420,-119.022184,4.953
2014,02,07,00,53,53.28,37.625492,-119.031030,4.840
2014,02,07,00,54,24.56,37.631938,-119.021623,4.951
2014,02,07,00,56,51.89,37.632251,-119.021680,4.918
2014,02,07,01,08,26.12,37.629777,-119.022493,5.055
2014,02,07,01,12,44.47,37.631498,-119.022266,4.908
2014,02,07,01,35,51.40,37.631868,-119.021867,4.881
2014,02,07,01,41,59.21,37.629785,-119.023136,4.903
2014,02,07,01,47,35.20,37.632951,-119.022249,4.889
2014,02,07,01,51,57.53,37.632731,-119.021273,4.910
2014,02,07,01,53,34.16,37.631287,-119.022380,4.834
2014,02,07,02,11,42.64,37.629517,-119.022697,4.872
2014,02,07,02,11,58.62,37.630037,-119.024072,4.869
2014,02,07,02,12,49.22,37.632955,-119.023039,4.932
2014,02,07,02,12,56.38,37.631291,-119.023088,4.765
2014,02,07,02,14,07.11,37.631331,-119.018669,4.851
2014,02,07,02,15,13.17,37.631059,-119.018563,4.887
2014,02,07,02,16,19.57,37.631478,-119.018864,4.841
2014,02,07,02,16,32.32,37.631079,-119.022103,4.896
2014,02,07,02,31,01.00,37.632996,-119.021908,4.854
2014,02,07,02,45,38.21,37.632279,-119.021908,4.911
2014,02,07,03,02,00.01,37.631242,-119.021989,4.900
2014,02,07,03,06,39.23,37.630351,-119.022917,4.872
2014,02,07,03,08,59.39,37.633378,-119.022428,4.891
2014,02,07,03,42,46.44,37.634102,-119.021159,4.820
2014,02,07,03,51,23.18,37.633846,-119.021476,4.817
2014,02,07,04,03,42.31,37.629806,-119.022965,4.922
2014,02,07,04,07,50.39,37.632918,-119.021745,4.933
2014,02,07,04,08,54.52,37.632271,-119.021761,4.952
2014,02,07,04,35,06.89,37.633525,-119.022184,4.917
2014,02,07,04,43,00.23,37.631262,-119.023421,4.713
2014,02,07,04,52,57.37,37.631185,-119.018750,4.895
2014,02,07,04,55,08.11,37.629207,-119.020443,4.915
2014,02,07,04,57,17.33,37.629256,-119.020947,4.945
2014,02,07,05,04,40.10,37.630042,-119.024414,4.884
2014,02,07,05,33,38.26,37.630623,-119.021981,4.899
2014,02,07,05,41,09.00,37.634102,-119.021216,4.830
2014,02,07,05,55,18.45,37.631628,-119.020223,4.852
2014,02,07,05,58,09.11,37.630180,-119.023454,4.828
2014,02,07,06,55,59.56,37.631824,-119.020125,4.824
2014,02,07,07,04,29.02,37.632727,-119.021940,4.945
2014,02,07,07,11,25.43,37.632658,-119.021436,4.886
2014,02,07,07,14,58.16,37.630107,-119.022949,5.030
2014,02,07,07,19,26.41,37.632967,-119.021647,4.758
2014,02,07,07,19,37.49,37.633354,-119.021501,4.746
2014,02,07,07,21,44.98,37.630115,-119.022664,5.024
2014,02,07,07,44,28.85,37.630119,-119.022298,5.050
2014,02,07,07,49,19.44,37.630371,-119.022184,4.867
2014,02,07,07,55,28.94,37.634558,-119.021932,4.544
2014,02,07,07,55,44.39,37.634717,-119.021208,4.509
2014,02,07,07,56,09.43,37.634403,-119.022217,4.544
2014,02,07,08,03,54.63,37.629488,-119.022583,5.026
2014,02,07,08,15,41.80,37.631873,-119.022990,4.942
2014,02,07,08,16,03.00,37.633411,-119.022412,4.892
2014,02,07,08,17,06.00,37.633630,-119.022225,4.890
2014,02,07,08,17,36.23,37.633358,-119.021997,4.834
2014,02,07,08,23,45.46,37.632821,-119.022396,4.881
2014,02,07,08,25,43.49,37.632857,-119.022135,4.862
2014,02,07,08,27,12.40,37.633561,-119.021623,4.957
2014,02,07,08,28,43.46,37.633582,-119.022144,4.915
2014,02,07,08,41,40.18,37.633655,-119.021761,4.922
2014,02,07,08,42,50.34,37.631331,-119.022925,4.961
2014,02,07,08,55,27.33,37.630884,-119.021712,4.923
2014,02,07,08,57,34.37,37.633667,-119.021851,4.877
2014,02,07,09,12,02.89,37.633586,-119.021484,4.902
2014,02,07,09,15,24.16,37.631877,-119.021232,4.938
2014,02,07,09,15,53.67,37.631156,-119.021891,4.873
2014,02,07,09,16,39.90,37.631913,-119.021452,4.754
2014,02,07,09,16,56.53,37.631165,-119.021932,4.860
2014,02,07,09,19,19.47,37.630457,-119.022323,4.858
2014,02,07,09,20,27.07,37.632336,-119.022477,4.896
2014,02,07,09,20,36.40,37.633167,-119.022550,4.775
2014,02,07,09,21,32.38,37.631018,-119.021932,4.877
2014,02,07,09,22,28.05,37.633130,-119.024325,4.738
2014,02,07,09,26,55.00,37.625952,-119.021419,5.240
2014,02,07,09,27,03.57,37.626160,-119.021452,5.218
2014,02,07,09,38,17.65,37.628479,-119.026318,4.911
2014,02,07,09,56,39.86,37.631246,-119.023104,4.857
2014,02,07,09,57,48.44,37.630546,-119.022428,4.878
2014,02,07,10,09,56.43,37.632259,-119.020369,4.912
2014,02,07,10,10,03.23,37.631392,-119.023747,4.722
2014,02,07,10,24,30.70,37.631169,-119.023177,4.700
2014,02,07,10,25,01.33,37.630835,-119.024186,4.726
2014,02,07,10,25,42.94,37.631901,-119.022786,4.825
2014,02,07,10,26,14.57,37.631132,-119.022860,4.920
2014,02,07,10,27,44.12,37.631750,-119.021183,4.921
2014,02,07,10,27,56.51,37.631010,-119.023462,4.761
2014,02,07,10,30,28.37,37.628825,-119.021077,5.002
2014,02,07,10,40,54.51,37.632955,-119.021712,4.879
2014,02,07,10,41,59.24,37.630745,-119.024015,4.769
2014,02,07,10,42,14.57,37.630965,-119.022884,4.725
2014,02,07,10,48,59.33,37.631303,-119.023234,4.749
2014,02,07,11,01,38.27,37.630379,-119.021753,4.916
2014,02,07,11,08,19.06,37.629899,-119.021883,4.932
2014,02,07,11,31,11.52,37.633044,-119.022355,4.867
2014,02,07,11,39,30.34,37.631641,-119.021281,4.918
2014,02,07,11,55,46.49,37.629765,-119.022917,4.914
2014,02,07,11,58,44.59,37.629480,-119.023877,4.867
2014,02,07,12,15,28.34,37.630839,-119.021704,4.924
2014,02,07,12,19,09.11,37.630294,-119.024658,4.806
2014,02,07,12,19,14.19,37.630514,-119.024235,4.792
2014,02,07,12,19,55.50,37.632393,-119.020133,4.872
2014,02,07,12,30,31.20,37.629236,-119.023218,4.917
2014,02,07,12,56,34.08,37.633134,-119.022046,4.854
2014,02,07,13,00,06.11,37.633362,-119.021842,4.816
2014,02,07,13,00,29.26,37.633341,-119.021932,4.818
2014,02,07,13,03,01.00,37.631917,-119.021175,4.942
2014,02,07,13,07,24.44,37.630509,-119.022917,4.930
2014,02,07,13,36,43.45,37.631584,-119.021867,4.878
2014,02,07,13,37,03.67,37.625598,-119.022811,5.187
2014,02,07,13,52,24.46,37.632430,-119.021680,4.955
2014,02,07,14,01,35.07,37.632743,-119.021379,4.907
2014,02,07,14,03,36.43,37.633512,-119.021916,4.900
2014,02,07,14,19,56.19,37.630452,-119.021810,4.920
2014,02,07,14,27,48.48,37.629769,-119.023234,4.931
2014,02,07,14,28,06.00,37.632450,-119.021834,4.911
2014,02,07,14,34,04.12,37.629960,-119.024788,4.795
2014,02,07,14,34,09.11,37.630094,-119.024821,4.798
2014,02,07,14,34,59.35,37.630729,-119.021639,4.946
2014,02,07,14,35,10.09,37.630111,-119.024788,4.736
2014,02,07,14,35,30.55,37.632312,-119.022616,4.769
2014,02,07,14,37,19.96,37.630216,-119.025187,4.783
2014,02,07,14,37,46.58,37.630164,-119.025659,4.728
2014,02,07,14,38,43.32,37.630111,-119.026489,4.675
2014,02,07,14,40,49.66,37.630119,-119.024650,4.792
2014,02,07,14,43,16.60,37.631120,-119.025806,4.699
2014,02,07,14,45,15.06,37.629830,-119.025033,4.858
2014,02,07,14,48,18.57,37.630054,-119.024609,4.857
2014,02,07,14,48,24.47,37.630135,-119.024495,4.831
2014,02,07,14,50,01.89,37.631620,-119.021745,4.899
2014,02,07,14,54,27.73,37.630522,-119.024023,4.805
2014,02,07,14,58,17.14,37.630050,-119.021908,4.948
2014,02,07,15,07,04.22,37.630766,-119.024129,4.797
2014,02,07,15,07,18.44,37.630652,-119.023975,4.807
2014,02,07,15,10,15.89,37.630619,-119.024471,4.815
2014,02,07,15,10,28.45,37.630509,-119.024658,4.761
2014,02,07,15,11,16.20,37.630615,-119.023421,4.955
2014,02,07,15,37,13.51,37.631059,-119.024121,4.774
2014,02,07,15,37,52.96,37.633565,-119.022762,4.693
2014,02,07,15,44,56.48,37.633061,-119.020752,4.767
2014,02,07,15,45,41.51,37.633419,-119.020459,4.742
2014,02,07,15,45,58.42,37.633313,-119.020874,4.736
2014,02,07,15,49,27.98,37.632520,-119.022827,4.980
2014,02,07,15,49,40.38,37.629997,-119.021419,4.986
2014,02,07,16,01,57.38,37.630188,-119.022819,4.861
2014,02,07,16,16,36.49,37.633659,-119.020972,4.677
2014,02,07,16,16,45.20,37.633228,-119.022331,4.811
2014,02,07,16,16,57.38,37.633476,-119.022078,4.822
2014,02,07,16,31,16.16,37.632784,-119.022412,4.871
2014,02,07,17,11,10.24,37.633325,-119.022249,4.836
2014,02,07,17,35,36.20,37.632780,-119.022168,4.892
2014,02,07,17,37,56.44,37.629826,-119.022005,4.931
2014,02,07,17,39,24.30,37.633114,-119.022380,4.798
2014,02,07,17,41,14.44,37.632308,-119.022559,4.929
2014,02,07,17,47,33.56,37.634469,-119.020711,4.848
2014,02,07,17,50,10.62,37.630961,-119.022518,4.857
2014,02,07,18,05,32.04,37.633919,-119.021655,4.906
2014,02,07,18,08,54.28,37.632613,-119.021802,4.838
2014,02,07,18,16,42.28,37.633390,-119.022616,4.800
2014,02,07,18,20,34.36,37.629708,-119.022233,4.980
2014,02,07,18,27,28.20,37.632039,-119.022119,4.881
2014,02,07,18,29,49.58,37.632646,-119.022005,4.904
2014,02,07,18,38,51.36,37.630310,-119.022257,4.905
2014,02,07,18,55,57.00,37.630290,-119.026115,4.986
2014,02,07,18,56,21.56,37.630351,-119.025838,4.697
2014,02,07,18,57,58.32,37.633350,-119.021623,4.822
2014,02,07,18,58,30.36,37.629867,-119.023128,4.926
2014,02,07,19,01,31.28,37.629565,-119.023820,4.935
2014,02,07,19,14,33.58,37.629549,-119.024308,4.830
2014,02,07,19,29,20.42,37.633122,-119.021086,4.973
2014,02,07,19,44,00.78,37.627987,-119.023226,5.041
2014,02,07,19,45,05.00,37.633232,-119.021427,4.875
2014,02,07,19,56,10.56,37.630737,-119.023918,4.782
2014,02,07,20,06,33.98,37.633215,-119.022656,4.904
2014,02,07,20,10,40.34,37.629097,-119.024764,4.901
2014,02,07,20,22,52.40,37.630249,-119.022860,4.902
2014,02,07,20,24,02.22,37.631738,-119.022469,4.822
2014,02,07,20,37,02.00,37.630257,-119.021965,4.916
2014,02,07,20,38,27.08,37.633423,-119.022437,4.820
2014,02,07,21,08,28.40,37.629382,-119.024194,4.895
2014,02,07,21,11,38.16,37.631982,-119.022331,4.797
2014,02,07,21,15,59.40,37.631795,-119.021794,4.918
2014,02,07,21,42,02.00,37.631197,-119.021834,4.867
2014,02,07,21,43,05.02,37.632589,-119.021834,4.846
2014,02,07,22,06,07.00,37.629736,-119.022713,4.917
2014,02,07,22,18,01.56,37.626351,-119.021663,5.182
2014,02,07,22,27,59.60,37.629496,-119.027018,4.775
2014,02,07,22,28,05.24,37.629431,-119.027637,4.596
2014,02,07,22,29,45.28,37.629606,-119.026880,4.876
2014,02,07,22,29,50.68,37.629439,-119.027523,4.759
2014,02,07,22,31,55.52,37.629338,-119.027417,4.835
2014,02,07,22,34,37.42,37.629789,-119.025553,4.808
2014,02,07,22,35,22.32,37.629679,-119.025293,4.857
2014,02,07,22,36,01.00,37.632153,-119.021663,4.958
2014,02,07,22,36,33.48,37.629464,-119.026115,4.677
2014,02,07,22,36,52.32,37.631055,-119.022371,4.847
2014,02,07,22,46,56.62,37.632231,-119.022111,4.826
2014,02,07,23,01,45.04,37.629574,-119.023405,4.923
2014,02,07,23,02,19.08,37.631803,-119.023649,4.665
2014,02,07,23,10,26.16,37.630155,-119.022070,4.965
2014,02,07,23,18,47.52,37.628398,-119.025732,4.912
2014,02,07,23,27,22.44,37.631360,-119.022144,4.869
2014,02,07,23,29,51.36,37.629362,-119.024365,4.896
2014,02,07,23,54,30.44,37.633138,-119.022168,4.846
2014,02,08,00,04,50.48,37.629989,-119.023055,4.894
2014,02,08,00,28,30.04,37.632141,-119.021956,4.915
2014,02,08,01,09,30.34,37.633126,-119.021313,4.881
2014,02,08,01,19,35.51,37.631816,-119.021533,4.938
2014,02,08,01,22,49.62,37.631946,-119.022168,4.855
2014,02,08,01,39,22.52,37.633374,-119.022152,4.809
2014,02,08,01,41,01.89,37.633419,-119.021769,4.926
2014,02,08,01,41,23.48,37.633358,-119.022168,4.835
2014,02,08,01,42,12.49,37.631738,-119.021891,4.924
2014,02,08,01,57,17.32,37.633573,-119.022021,4.930
2014,02,08,02,05,44.27,37.630086,-119.023022,5.000
2014,02,08,02,13,11.44,37.631478,-119.022062,4.895
2014,02,08,02,16,45.51,37.633870,-119.022673,4.869
2014,02,08,02,16,51.30,37.631889,-119.022461,4.857
2014,02,08,02,22,05.00,37.632418,-119.020679,4.909
